camara,departamento,duracion_segundos,fecha_fin,fecha_ini,id,id_legislador,lema,sublema,titular
Cámara de Senadores,,,,2015-02-15 00:00:00,0,9891,PARTIDO NACIONAL,,
Cámara de Representantes,MONTEVIDEO,60.0,2015-02-15 00:01:00,2015-02-15 00:00:00,1,9891,,2014,
Cámara de Senadores,,0.0,2016-12-14 00:00:00,2015-02-15 00:00:00,2,5146,,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,
Cámara de Senadores,,86340.0,2015-03-18 23:59:00,2015-03-18 00:00:00,3,2743,,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,
Cámara de Senadores,,86340.0,2015-04-08 23:59:00,2015-04-07 00:00:00,4,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,86340.0,2015-04-09 23:59:00,2015-04-09 00:00:00,5,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,86340.0,2015-04-16 23:59:00,2015-04-14 00:00:00,6,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,86340.0,2015-05-13 23:59:00,2015-05-05 00:00:00,7,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,86340.0,2015-05-14 23:59:00,2015-05-14 00:00:00,8,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,86340.0,2015-05-20 23:59:00,2015-05-19 00:00:00,9,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,86340.0,2016-10-28 23:59:00,2016-10-25 00:00:00,10,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,32400.0,2017-02-19 09:00:00,2017-02-17 00:00:00,11,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,41400.0,2017-09-20 11:30:00,2017-09-16 00:00:00,12,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,0.0,2017-10-17 00:00:00,2017-10-17 00:00:00,13,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,42300.0,2017-11-17 11:45:00,2017-11-12 00:00:00,14,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,86340.0,2018-03-15 23:59:00,2018-03-13 00:00:00,15,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,86340.0,2018-04-10 23:59:00,2018-04-10 00:00:00,16,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,86340.0,2018-04-12 23:59:00,2018-04-11 00:00:00,17,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,86340.0,2018-04-24 23:59:00,2018-04-24 00:00:00,18,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,86340.0,2018-04-26 23:59:00,2018-04-25 00:00:00,19,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,86340.0,2018-05-29 23:59:00,2018-05-21 00:00:00,20,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,86340.0,2018-05-31 23:59:00,2018-05-30 00:00:00,21,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,86340.0,2018-06-06 23:59:00,2018-06-01 00:00:00,22,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,86340.0,2018-09-17 23:59:00,2018-09-06 00:00:00,23,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,39000.0,2018-09-30 10:50:00,2018-09-22 00:00:00,24,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,86340.0,2018-11-17 23:59:00,2018-11-15 00:00:00,25,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,86340.0,2018-12-02 23:59:00,2018-11-29 00:00:00,26,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,86340.0,2019-04-02 23:59:00,2019-04-02 00:00:00,27,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,46800.0,2019-04-03 13:00:00,2019-04-03 00:00:00,28,2743,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Ayala, Patricia"
Cámara de Senadores,,300.0,2015-06-02 00:05:00,2015-02-15 00:00:00,29,8883,,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,
Cámara de Senadores,,36000.0,2015-06-02 10:00:00,2015-03-03 00:00:00,30,8883,,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,
Cámara de Representantes,PAYSANDU,86340.0,2015-11-18 23:59:00,2015-11-18 00:00:00,31,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,CERRO LARGO,86340.0,2016-08-02 23:59:00,2016-08-02 00:00:00,32,11535,,3,
Cámara de Representantes,PAYSANDU,86340.0,2016-10-17 23:59:00,2016-10-13 00:00:00,33,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2016-10-19 23:59:00,2016-10-19 00:00:00,34,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2017-05-16 23:59:00,2017-05-16 00:00:00,35,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2017-05-17 23:59:00,2017-05-17 00:00:00,36,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2017-08-16 23:59:00,2017-08-15 00:00:00,37,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2017-10-08 23:59:00,2017-10-04 00:00:00,38,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2017-10-18 23:59:00,2017-10-17 00:00:00,39,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2017-11-07 23:59:00,2017-11-07 00:00:00,40,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2017-11-11 23:59:00,2017-11-11 00:00:00,41,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2017-11-14 23:59:00,2017-11-14 00:00:00,42,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2017-11-26 23:59:00,2017-11-19 00:00:00,43,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2017-12-06 23:59:00,2017-12-05 00:00:00,44,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2018-02-08 23:59:00,2018-02-08 00:00:00,45,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2018-03-13 23:59:00,2018-03-13 00:00:00,46,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2018-03-14 23:59:00,2018-03-14 00:00:00,47,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2018-03-20 23:59:00,2018-03-15 00:00:00,48,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2018-04-11 23:59:00,2018-04-10 00:00:00,49,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2018-04-22 23:59:00,2018-04-16 00:00:00,50,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2018-05-02 23:59:00,2018-05-02 00:00:00,51,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2018-05-16 23:59:00,2018-05-15 00:00:00,52,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2018-06-07 23:59:00,2018-06-05 00:00:00,53,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2018-06-13 23:59:00,2018-06-12 00:00:00,54,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2018-06-23 23:59:00,2018-06-19 00:00:00,55,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2018-07-11 23:59:00,2018-07-11 00:00:00,56,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2018-08-01 23:59:00,2018-08-01 00:00:00,57,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2018-08-02 23:59:00,2018-08-02 00:00:00,58,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2018-08-18 23:59:00,2018-08-14 00:00:00,59,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2018-09-05 23:59:00,2018-09-04 00:00:00,60,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Senadores,,86340.0,2018-10-23 23:59:00,2018-10-23 00:00:00,61,11535,PARTIDO NACIONAL,ALIANZA NACIONAL,"Alonso, Verónica"
Cámara de Senadores,,86340.0,2018-10-24 23:59:00,2018-10-24 00:00:00,62,11535,PARTIDO NACIONAL,ALIANZA NACIONAL,"Alonso, Verónica"
Cámara de Senadores,,86340.0,2018-11-14 23:59:00,2018-11-13 00:00:00,63,11535,PARTIDO NACIONAL,ALIANZA NACIONAL,"Besozzi, Guillermo"
Cámara de Senadores,,86340.0,2018-11-15 23:59:00,2018-11-15 00:00:00,64,11535,PARTIDO NACIONAL,ALIANZA NACIONAL,"Alonso, Verónica"
Cámara de Representantes,PAYSANDU,86340.0,2018-11-22 23:59:00,2018-11-22 00:00:00,65,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2018-12-20 23:59:00,2018-12-19 00:00:00,66,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Representantes,PAYSANDU,86340.0,2018-12-27 23:59:00,2018-12-27 00:00:00,67,11535,PARTIDO NACIONAL,2004,"Olivera, Nicolás"
Cámara de Senadores,,86340.0,2019-02-26 23:59:00,2019-02-26 00:00:00,68,11535,PARTIDO NACIONAL,ALIANZA NACIONAL,"Alonso, Verónica"
Cámara de Senadores,,,,2015-02-15 00:00:00,69,1044,PARTIDO COLORADO,,
Cámara de Representantes,MONTEVIDEO,60.0,2015-02-15 00:01:00,2015-02-15 00:00:00,70,1044,,15,
Cámara de Senadores,,86340.0,2015-03-18 23:59:00,2015-03-18 00:00:00,71,3237,,"TODOS, HACIA ADELANTE",
Cámara de Senadores,,86340.0,2015-09-03 23:59:00,2015-09-01 00:00:00,72,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Lacalle Pou, Luis Alberto"
Cámara de Senadores,,86340.0,2015-09-09 23:59:00,2015-09-09 00:00:00,73,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Lacalle Pou, Luis Alberto"
Cámara de Senadores,,86340.0,2016-03-17 23:59:00,2016-03-16 00:00:00,74,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Lacalle Pou, Luis Alberto"
Cámara de Senadores,,86340.0,2016-05-05 23:59:00,2016-05-05 00:00:00,75,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Delgado, Alvaro"
Cámara de Senadores,,86340.0,2016-05-18 23:59:00,2016-05-18 00:00:00,76,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Lacalle Pou, Luis Alberto"
Cámara de Senadores,,86340.0,2016-05-24 23:59:00,2016-05-24 00:00:00,77,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Delgado, Alvaro"
Cámara de Senadores,,86340.0,2016-06-08 23:59:00,2016-06-08 00:00:00,78,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Lacalle Pou, Luis Alberto"
Cámara de Senadores,,86340.0,2016-06-09 23:59:00,2016-06-09 00:00:00,79,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Lacalle Pou, Luis Alberto"
Cámara de Senadores,,86340.0,2016-06-16 23:59:00,2016-06-16 00:00:00,80,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Delgado, Alvaro"
Cámara de Senadores,,86340.0,2016-06-22 23:59:00,2016-06-22 00:00:00,81,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Lacalle Pou, Luis Alberto"
Cámara de Senadores,,86340.0,2016-07-06 23:59:00,2016-07-06 00:00:00,82,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Delgado, Alvaro"
Cámara de Senadores,,86340.0,2016-07-13 23:59:00,2016-07-08 00:00:00,83,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Delgado, Alvaro"
Cámara de Senadores,,86340.0,2016-08-04 23:59:00,2016-08-04 00:00:00,84,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Delgado, Alvaro"
Cámara de Senadores,,86340.0,2016-10-28 23:59:00,2016-10-28 00:00:00,85,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Lacalle Pou, Luis Alberto"
Cámara de Senadores,,86340.0,2016-11-08 23:59:00,2016-11-08 00:00:00,86,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Delgado, Alvaro"
Cámara de Senadores,,86340.0,2016-11-22 23:59:00,2016-11-22 00:00:00,87,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Lacalle Pou, Luis Alberto"
Cámara de Senadores,,86340.0,2016-12-13 23:59:00,2016-12-13 00:00:00,88,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Delgado, Alvaro"
Cámara de Senadores,,86340.0,2016-12-28 23:59:00,2016-12-28 00:00:00,89,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Saravia, Jorge"
Cámara de Senadores,,86340.0,2017-03-08 23:59:00,2017-03-08 00:00:00,90,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Lacalle Pou, Luis Alberto"
Cámara de Senadores,,86340.0,2017-03-15 23:59:00,2017-03-15 00:00:00,91,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Delgado, Alvaro"
Cámara de Senadores,,86340.0,2017-04-05 23:59:00,2017-04-04 00:00:00,92,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Delgado, Alvaro"
Cámara de Senadores,,86340.0,2017-04-18 23:59:00,2017-04-18 00:00:00,93,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Delgado, Alvaro"
Cámara de Senadores,,86340.0,2017-07-05 23:59:00,2017-07-04 00:00:00,94,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Delgado, Alvaro"
Cámara de Senadores,,57600.0,2017-07-12 16:00:00,2017-07-11 00:00:00,95,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Delgado, Alvaro"
Cámara de Senadores,,86340.0,2017-08-18 23:59:00,2017-08-16 00:00:00,96,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Delgado, Alvaro"
Cámara de Senadores,,86340.0,2017-11-01 23:59:00,2017-11-01 00:00:00,97,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Lacalle Pou, Luis Alberto"
Cámara de Senadores,,86340.0,2017-11-14 23:59:00,2017-11-14 00:00:00,98,3237,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Delgado, Alvaro"
Cámara de Senadores,,86340.0,2015-03-18 23:59:00,2015-03-18 00:00:00,99,11533,,"TODOS, HACIA ADELANTE",
Cámara de Senadores,,86340.0,2015-06-18 23:59:00,2015-06-16 00:00:00,100,11533,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Delgado, Alvaro"
Cámara de Senadores,,86340.0,2015-07-02 23:59:00,2015-07-01 00:00:00,101,11533,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Delgado, Alvaro"
Cámara de Senadores,,86340.0,2015-04-16 23:59:00,2015-04-15 00:00:00,102,9899,,VAMOS URUGUAY,
Cámara de Senadores,,86340.0,2015-05-13 23:59:00,2015-05-12 00:00:00,103,9899,PARTIDO COLORADO,VAMOS URUGUAY,"Coutinho Rodríguez, Germán"
Cámara de Senadores,,86340.0,2015-06-10 23:59:00,2015-06-09 00:00:00,104,9899,PARTIDO COLORADO,VAMOS URUGUAY,"Coutinho Rodríguez, Germán"
Cámara de Senadores,,86340.0,2015-06-17 23:59:00,2015-06-16 00:00:00,105,9899,PARTIDO COLORADO,VAMOS URUGUAY,"Coutinho Rodríguez, Germán"
Cámara de Senadores,,86340.0,2016-09-14 23:59:00,2016-09-13 00:00:00,106,2936,,UNIDAD Y PLURALISMO FRENTEAMPLISTA,
Cámara de Senadores,,,,2015-02-15 00:00:00,107,479,PARTIDO FRENTE AMPLIO,,
Cámara de Senadores,,,,2015-03-03 00:00:00,108,479,PARTIDO FRENTE AMPLIO,,
Cámara de Senadores,,86340.0,2015-09-15 23:59:00,2015-09-15 00:00:00,109,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2015-09-30 23:59:00,2015-09-29 00:00:00,110,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2015-12-02 23:59:00,2015-12-02 00:00:00,111,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2015-12-03 23:59:00,2015-12-03 00:00:00,112,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2015-12-08 23:59:00,2015-12-08 00:00:00,113,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2015-12-15 23:59:00,2015-12-15 00:00:00,114,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2015-12-22 23:59:00,2015-12-22 00:00:00,115,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2016-04-29 23:59:00,2016-04-18 00:00:00,116,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2016-05-18 23:59:00,2016-05-18 00:00:00,117,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2016-05-24 23:59:00,2016-05-24 00:00:00,118,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2016-07-15 23:59:00,2016-07-08 00:00:00,119,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2016-08-10 23:59:00,2016-08-10 00:00:00,120,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2016-09-14 23:59:00,2016-09-14 00:00:00,121,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2016-09-21 23:59:00,2016-09-20 00:00:00,122,10282,,"TODOS, HACIA ADELANTE",
Cámara de Senadores,,86340.0,2016-10-12 23:59:00,2016-10-12 00:00:00,123,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2016-10-27 23:59:00,2016-10-27 00:00:00,124,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2016-10-28 23:59:00,2016-10-28 00:00:00,125,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2016-11-16 23:59:00,2016-11-16 00:00:00,126,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2016-12-15 23:59:00,2016-12-15 00:00:00,127,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2016-12-29 23:59:00,2016-12-28 00:00:00,128,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2017-02-08 23:59:00,2017-02-08 00:00:00,129,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2017-03-14 23:59:00,2017-03-14 00:00:00,130,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2017-05-17 23:59:00,2017-05-17 00:00:00,131,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2017-06-29 23:59:00,2017-06-29 00:00:00,132,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2017-07-10 23:59:00,2017-07-03 00:00:00,133,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Senadores,,86340.0,2017-09-19 23:59:00,2017-09-18 00:00:00,134,10282,PARTIDO NACIONAL,"TODOS, HACIA ADELANTE","Aviaga Martínez, María Carol"
Cámara de Representantes,RIVERA,,,2015-02-15 00:00:00,135,9913,PARTIDO FRENTE AMPLIO,,
Cámara de Senadores,,86340.0,2015-05-05 23:59:00,2015-05-05 00:00:00,136,9913,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Otheguy Vega, Marcos Javier"
Cámara de Senadores,,86340.0,2015-06-07 23:59:00,2015-06-03 00:00:00,137,9913,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Otheguy Vega, Marcos Javier"
Cámara de Senadores,,86340.0,2015-06-10 23:59:00,2015-06-10 00:00:00,138,9913,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Otheguy Vega, Marcos Javier"
Cámara de Senadores,,86340.0,2015-07-22 23:59:00,2015-07-22 00:00:00,139,9913,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Otheguy Vega, Marcos Javier"
Cámara de Senadores,,55740.0,2015-09-01 15:29:00,2015-09-01 00:00:00,140,9913,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Otheguy Vega, Marcos Javier"
Cámara de Senadores,,86340.0,2015-09-08 23:59:00,2015-09-08 00:00:00,141,9913,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Otheguy Vega, Marcos Javier"
Cámara de Senadores,,52200.0,2015-12-01 14:30:00,2015-12-01 00:00:00,142,9913,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Otheguy Vega, Marcos Javier"
Cámara de Senadores,,86340.0,2016-03-09 23:59:00,2016-03-09 00:00:00,143,9913,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Otheguy Vega, Marcos Javier"
Cámara de Senadores,,86340.0,2016-07-14 23:59:00,2016-07-11 00:00:00,144,9913,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Otheguy Vega, Marcos Javier"
Cámara de Senadores,,86340.0,2016-08-04 23:59:00,2016-08-03 00:00:00,145,9913,PARTIDO FRENTE AMPLIO,MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD,"Otheguy Vega, Marcos Javier"
Cámara de Senadores,,86340.0,2015-03-02 23:59:00,2015-02-15 00:00:00,146,759,,FRENTE LIBER SEREGNI,
Cámara de Senadores,,86340.0,2015-04-08 23:59:00,2015-04-07 00:00:00,147,759,PARTIDO FRENTE AMPLIO,FRENTE LIBER SEREGNI,"Astori, Danilo"
Cámara de Senadores,,86340.0,2015-04-09 23:59:00,2015-04-09 00:00:00,148,759,PARTIDO FRENTE AMPLIO,FRENTE LIBER SEREGNI,"Pintado, Enrique"
Cámara de Senadores,,86340.0,2015-09-05 23:59:00,2015-09-01 00:00:00,149,759,PARTIDO FRENTE AMPLIO,FRENTE LIBER SEREGNI,"Pintado, Enrique"
Cámara de Senadores,,86340.0,2015-10-27 23:59:00,2015-10-27 00:00:00,150,759,PARTIDO FRENTE AMPLIO,FRENTE LIBER SEREGNI,"Pintado, Enrique"
