asistencias,citaciones,faltas_con_aviso,faltas_sin_aviso,fecha,id,id_comision,id_legislador,licencia,otras_comisiones
1,1,0,0,2019-05-16,0,314,9891,0,0
0,1,1,0,2015-06-10,1,317,9891,0,0
0,1,1,0,2015-07-15,2,317,9891,0,0
0,1,1,0,2015-08-05,3,317,9891,0,0
1,1,0,0,2015-08-12,4,317,9891,0,0
1,1,0,0,2015-09-09,5,317,9891,0,0
0,1,1,0,2015-10-07,6,317,9891,0,0
0,1,1,0,2016-03-02,7,317,9891,0,0
1,1,0,0,2016-03-09,8,317,9891,0,0
0,1,1,0,2016-03-16,9,317,9891,0,0
0,1,1,0,2016-03-30,10,317,9891,0,0
0,1,1,0,2016-04-06,11,317,9891,0,0
0,1,1,0,2016-04-13,12,317,9891,0,0
0,1,1,0,2016-05-11,13,317,9891,0,0
0,1,1,0,2016-05-18,14,317,9891,0,0
0,1,1,0,2016-06-01,15,317,9891,0,0
1,1,0,0,2016-06-15,16,317,9891,0,0
0,1,1,0,2016-08-03,17,317,9891,0,0
0,1,1,0,2016-08-10,18,317,9891,0,0
1,1,0,0,2016-10-05,19,317,9891,0,0
0,1,1,0,2016-10-12,20,317,9891,0,0
0,1,1,0,2016-11-09,21,317,9891,0,0
1,1,0,0,2016-11-16,22,317,9891,0,0
0,1,1,0,2016-11-21,23,317,9891,0,0
0,1,1,0,2016-12-07,24,317,9891,0,0
1,1,0,0,2016-12-14,25,317,9891,0,0
1,1,0,0,2017-03-15,26,317,9891,0,0
1,1,0,0,2017-04-05,27,317,9891,0,0
0,1,1,0,2017-05-03,28,317,9891,0,0
0,1,1,0,2017-05-10,29,317,9891,0,0
1,1,0,0,2017-05-17,30,317,9891,0,0
1,1,0,0,2017-06-14,31,317,9891,0,0
1,1,0,0,2017-07-26,32,317,9891,0,0
0,1,1,0,2017-08-02,33,317,9891,0,0
1,1,0,0,2017-10-04,34,317,9891,0,0
1,1,0,0,2017-11-08,35,317,9891,0,0
0,1,1,0,2017-12-06,36,317,9891,0,0
1,1,0,0,2018-03-07,37,317,9891,0,0
1,1,0,0,2018-03-14,38,317,9891,0,0
1,1,0,0,2018-04-11,39,317,9891,0,0
0,1,1,0,2018-05-02,40,317,9891,0,0
1,1,0,0,2018-05-09,41,317,9891,0,0
1,1,0,0,2018-05-16,42,317,9891,0,0
0,1,1,0,2018-06-13,43,317,9891,0,0
0,1,1,0,2018-08-01,44,317,9891,0,0
0,1,1,0,2018-08-08,45,317,9891,0,0
1,1,0,0,2018-10-10,46,317,9891,0,0
0,1,1,0,2018-11-07,47,317,9891,0,0
0,1,1,0,2019-05-08,48,317,9891,0,0
1,1,0,0,2015-04-14,49,312,9891,0,0
1,1,0,0,2015-05-12,50,312,9891,0,0
1,1,0,0,2015-06-04,51,312,9891,0,0
0,1,1,0,2015-06-11,52,312,9891,0,0
0,1,1,0,2015-06-18,53,312,9891,0,0
0,1,1,0,2015-07-02,54,312,9891,0,0
1,1,0,0,2015-07-14,55,312,9891,0,0
0,1,1,0,2015-07-16,56,312,9891,0,0
1,1,0,0,2015-07-30,57,312,9891,0,0
0,1,1,0,2015-08-06,58,312,9891,0,0
0,1,1,0,2015-08-13,59,312,9891,0,0
1,1,0,0,2015-09-03,60,312,9891,0,0
1,1,0,0,2015-09-10,61,312,9891,0,0
0,1,1,0,2015-09-24,62,312,9891,0,0
1,1,0,0,2015-10-01,63,312,9891,0,0
1,1,0,0,2015-10-08,64,312,9891,0,0
0,1,1,0,2015-10-15,65,312,9891,0,0
0,1,1,0,2015-11-03,66,312,9891,0,0
1,1,0,0,2015-12-10,67,312,9891,0,0
1,1,0,0,2016-03-03,68,312,9891,0,0
0,1,1,0,2016-03-10,69,312,9891,0,0
1,1,0,0,2016-03-17,70,312,9891,0,0
1,1,0,0,2016-04-07,71,312,9891,0,0
0,1,1,0,2016-04-14,72,312,9891,0,0
0,1,1,0,2016-04-26,73,312,9891,0,0
1,1,0,0,2016-05-05,74,312,9891,0,0
1,1,0,0,2016-05-12,75,312,9891,0,0
0,1,1,0,2016-06-02,76,312,9891,0,0
1,1,0,0,2016-06-09,77,312,9891,0,0
0,1,1,0,2016-07-07,78,312,9891,0,0
0,1,1,0,2016-07-14,79,312,9891,0,0
1,1,0,0,2016-07-21,80,312,9891,0,0
1,1,0,0,2016-08-11,81,312,9891,0,0
1,1,0,0,2016-08-29,82,312,9891,0,0
1,1,0,0,2016-09-01,83,312,9891,0,0
1,1,0,0,2016-10-06,84,312,9891,0,0
0,1,1,0,2016-10-13,85,312,9891,0,0
1,1,0,0,2016-11-03,86,312,9891,0,0
1,1,0,0,2016-12-01,87,312,9891,0,0
0,1,1,0,2016-12-08,88,312,9891,0,0
1,1,0,0,2017-02-02,89,312,9891,0,0
0,1,1,0,2017-03-02,90,312,9891,0,0
1,1,0,0,2017-03-16,91,312,9891,0,0
0,1,1,0,2017-04-06,92,312,9891,0,0
0,1,1,0,2017-04-20,93,312,9891,0,0
0,1,1,0,2017-05-04,94,312,9891,0,0
1,1,0,0,2017-05-18,95,312,9891,0,0
1,1,0,0,2017-06-01,96,312,9891,0,0
1,1,0,0,2017-06-08,97,312,9891,0,0
1,1,0,0,2017-06-15,98,312,9891,0,0
0,1,1,0,2017-07-06,99,312,9891,0,0
0,1,1,0,2017-07-13,100,312,9891,0,0
1,1,0,0,2017-08-03,101,312,9891,0,0
1,1,0,0,2017-08-10,102,312,9891,0,0
1,1,0,0,2017-08-17,103,312,9891,0,0
1,1,0,0,2017-09-25,104,312,9891,0,0
1,1,0,0,2017-10-05,105,312,9891,0,0
0,1,1,0,2017-10-12,106,312,9891,0,0
1,1,0,0,2017-11-09,107,312,9891,0,0
1,1,0,0,2017-12-07,108,312,9891,0,0
1,1,0,0,2017-12-14,109,312,9891,0,0
1,1,0,0,2018-03-07,110,312,9891,0,0
1,1,0,0,2018-04-12,111,312,9891,0,0
0,1,1,0,2018-04-19,112,312,9891,0,0
0,1,1,0,2018-05-03,113,312,9891,0,0
1,1,0,0,2018-05-10,114,312,9891,0,0
1,1,0,0,2018-05-31,115,312,9891,0,0
1,1,0,0,2018-06-07,116,312,9891,0,0
1,1,0,0,2018-06-14,117,312,9891,0,0
1,1,0,0,2018-07-19,118,312,9891,0,0
1,1,0,0,2018-08-02,119,312,9891,0,0
1,1,0,0,2018-08-09,120,312,9891,0,0
1,1,0,0,2018-08-16,121,312,9891,0,0
1,1,0,0,2018-08-23,122,312,9891,0,0
0,1,1,0,2018-10-04,123,312,9891,0,0
1,1,0,0,2018-10-11,124,312,9891,0,0
1,1,0,0,2018-10-18,125,312,9891,0,0
0,1,1,0,2018-11-01,126,312,9891,0,0
0,1,1,0,2018-11-08,127,312,9891,0,0
0,1,1,0,2018-12-06,128,312,9891,0,0
1,1,0,0,2018-12-13,129,312,9891,0,0
1,1,0,0,2019-03-14,130,312,9891,0,0
1,1,0,0,2019-04-04,131,312,9891,0,0
1,1,0,0,2019-04-11,132,312,9891,0,0
0,1,1,0,2019-04-23,133,312,9891,0,0
1,1,0,0,2019-04-30,134,312,9891,0,0
1,1,0,0,2019-05-02,135,312,9891,0,0
1,1,0,0,2019-05-09,136,312,9891,0,0
1,1,0,0,2015-08-26,137,1104,9891,0,0
1,1,0,0,2015-09-02,138,1104,9891,0,0
1,1,0,0,2015-09-09,139,1104,9891,0,0
1,1,0,0,2015-10-21,140,1104,9891,0,0
1,1,0,0,2015-10-22,141,1104,9891,0,0
1,1,0,0,2015-10-26,142,1104,9891,0,0
1,1,0,0,2015-10-26,143,1104,9891,0,0
1,1,0,0,2015-10-27,144,1104,9891,0,0
1,1,0,0,2015-10-27,145,1104,9891,0,0
1,1,0,0,2015-10-28,146,1104,9891,0,0
1,1,0,0,2015-10-28,147,1104,9891,0,0
1,1,0,0,2015-10-29,148,1104,9891,0,0
1,1,0,0,2015-10-29,149,1104,9891,0,0
1,1,0,0,2015-10-30,150,1104,9891,0,0
1,1,0,0,2015-10-30,151,1104,9891,0,0
1,1,0,0,2015-11-03,152,1104,9891,0,0
1,1,0,0,2015-11-03,153,1104,9891,0,0
1,1,0,0,2015-11-04,154,1104,9891,0,0
1,1,0,0,2015-11-04,155,1104,9891,0,0
0,1,1,0,2015-11-05,156,1104,9891,0,0
1,1,0,0,2015-11-05,157,1104,9891,0,0
0,1,1,0,2015-11-09,158,1104,9891,0,0
1,1,0,0,2015-11-09,159,1104,9891,0,0
0,1,1,0,2015-11-12,160,1104,9891,0,0
0,1,0,0,2015-11-13,161,1104,9891,0,0
1,1,0,0,2015-11-16,162,1104,9891,0,0
1,1,0,0,2015-11-16,163,1104,9891,0,0
0,1,1,0,2015-11-17,164,1104,9891,0,0
0,1,1,0,2015-11-17,165,1104,9891,0,0
0,1,1,0,2015-11-23,166,1104,9891,0,0
0,1,1,0,2015-11-23,167,1104,9891,0,0
1,1,0,0,2015-11-24,168,1104,9891,0,0
1,1,0,0,2015-11-24,169,1104,9891,0,0
1,1,0,0,2015-11-25,170,1104,9891,0,0
0,1,1,0,2016-08-10,171,1104,9891,0,0
1,1,0,0,2016-08-15,172,1104,9891,0,0
1,1,0,0,2016-08-16,173,1104,9891,0,0
1,1,0,0,2016-08-16,174,1104,9891,0,0
0,1,1,0,2016-08-17,175,1104,9891,0,0
1,1,0,0,2016-08-17,176,1104,9891,0,0
0,1,1,0,2016-08-18,177,1104,9891,0,0
1,1,0,0,2016-08-18,178,1104,9891,0,0
1,1,0,0,2016-08-19,179,1104,9891,0,0
1,1,0,0,2016-08-22,180,1104,9891,0,0
0,1,1,0,2016-08-22,181,1104,9891,0,0
1,1,0,0,2016-08-23,182,1104,9891,0,0
0,1,1,0,2016-08-23,183,1104,9891,0,0
0,1,1,0,2016-08-26,184,1104,9891,0,0
0,1,1,0,2016-08-29,185,1104,9891,0,0
0,1,1,0,2016-08-30,186,1104,9891,0,0
1,1,0,0,2016-08-30,187,1104,9891,0,0
0,1,1,0,2016-08-31,188,1104,9891,0,0
1,1,0,0,2016-08-31,189,1104,9891,0,0
1,1,0,0,2016-09-01,190,1104,9891,0,0
1,1,0,0,2016-09-01,191,1104,9891,0,0
0,1,1,0,2016-09-02,192,1104,9891,0,0
1,1,0,0,2016-09-02,193,1104,9891,0,0
0,1,1,0,2016-09-05,194,1104,9891,0,0
1,1,0,0,2016-09-05,195,1104,9891,0,0
0,1,1,0,2016-09-06,196,1104,9891,0,0
1,1,0,0,2016-09-06,197,1104,9891,0,0
1,1,0,0,2016-09-07,198,1104,9891,0,0
1,1,0,0,2016-09-08,199,1104,9891,0,0
0,1,1,0,2017-08-10,200,1104,9891,0,0
1,1,0,0,2017-08-17,201,1104,9891,0,0
1,1,0,0,2017-08-17,202,1104,9891,0,0
1,1,0,0,2017-08-18,203,1104,9891,0,0
0,1,1,0,2017-08-21,204,1104,9891,0,0
0,1,1,0,2017-08-21,205,1104,9891,0,0
0,1,1,0,2017-08-22,206,1104,9891,0,0
0,1,1,0,2017-08-22,207,1104,9891,0,0
0,1,0,0,2017-08-23,208,1104,9891,1,0
1,1,0,0,2017-08-24,209,1104,9891,0,0
1,1,0,0,2017-08-24,210,1104,9891,0,0
1,1,0,0,2017-08-28,211,1104,9891,0,0
1,1,0,0,2017-08-28,212,1104,9891,0,0
1,1,0,0,2017-08-29,213,1104,9891,0,0
0,1,1,0,2017-08-29,214,1104,9891,0,0
1,1,0,0,2017-08-30,215,1104,9891,0,0
1,1,0,0,2017-08-30,216,1104,9891,0,0
1,1,0,0,2017-08-31,217,1104,9891,0,0
0,1,1,0,2017-08-31,218,1104,9891,0,0
0,1,0,0,2017-09-01,219,1104,9891,0,0
0,1,1,0,2017-09-04,220,1104,9891,0,0
0,1,1,0,2017-09-04,221,1104,9891,0,0
0,1,1,0,2017-09-05,222,1104,9891,0,0
0,1,1,0,2017-09-05,223,1104,9891,0,0
0,1,1,0,2017-09-06,224,1104,9891,0,0
1,1,0,0,2017-09-06,225,1104,9891,0,0
0,1,1,0,2017-09-07,226,1104,9891,0,0
0,1,1,0,2017-09-07,227,1104,9891,0,0
0,1,0,0,2017-09-08,228,1104,9891,0,0
1,1,0,0,2017-09-12,229,1104,9891,0,0
0,1,1,0,2018-08-22,230,1104,9891,0,0
1,1,0,0,2018-08-28,231,1104,9891,0,0
1,1,0,0,2018-08-28,232,1104,9891,0,0
1,1,0,0,2018-08-29,233,1104,9891,0,0
0,1,1,0,2018-08-29,234,1104,9891,0,0
0,1,1,0,2018-08-30,235,1104,9891,0,0
1,1,0,0,2018-08-30,236,1104,9891,0,0
0,1,0,0,2018-08-31,237,1104,9891,0,0
0,1,0,0,2018-08-31,238,1104,9891,0,0
1,1,0,0,2018-09-03,239,1104,9891,0,0
1,1,0,0,2018-09-03,240,1104,9891,0,0
0,1,1,0,2018-09-04,241,1104,9891,0,0
1,1,0,0,2018-09-04,242,1104,9891,0,0
1,1,0,0,2018-09-05,243,1104,9891,0,0
1,1,0,0,2018-09-05,244,1104,9891,0,0
1,1,0,0,2018-09-06,245,1104,9891,0,0
1,1,0,0,2018-09-06,246,1104,9891,0,0
1,1,0,0,2018-09-07,247,1104,9891,0,0
1,1,0,0,2018-09-07,248,1104,9891,0,0
1,1,0,0,2018-09-10,249,1104,9891,0,0
0,1,1,0,2018-09-10,250,1104,9891,0,0
1,1,0,0,2018-09-11,251,1104,9891,0,0
1,1,0,0,2018-09-11,252,1104,9891,0,0
1,1,0,0,2018-09-12,253,1104,9891,0,0
1,1,0,0,2018-09-12,254,1104,9891,0,0
0,1,1,0,2018-09-13,255,1104,9891,0,0
1,1,0,0,2018-09-13,256,1104,9891,0,0
0,1,0,0,2018-09-14,257,1104,9891,0,0
1,1,0,0,2018-09-18,258,1104,9891,0,0
1,1,0,0,2018-09-18,259,1104,9891,0,0
1,1,0,0,2018-09-19,260,1104,9891,0,0
1,1,0,0,2015-04-15,261,322,9891,0,0
1,1,0,0,2015-08-12,262,322,9891,0,0
1,1,0,0,2015-12-16,263,322,9891,0,0
0,1,1,0,2015-12-21,264,322,9891,0,0
0,1,1,0,2016-02-02,265,322,9891,0,0
0,1,1,0,2016-03-09,266,322,9891,0,0
1,1,0,0,2016-07-19,267,322,9891,0,0
1,1,0,0,2017-07-19,268,322,9891,0,0
1,1,0,0,2017-07-25,269,322,9891,0,0
1,1,0,0,2018-05-16,270,322,9891,0,0
1,1,0,0,2018-07-25,271,322,9891,0,0
1,1,0,0,2015-04-13,272,927,9891,0,0
1,1,0,0,2015-05-11,273,927,9891,0,0
1,1,0,0,2015-05-25,274,927,9891,0,0
1,1,0,0,2015-06-01,275,927,9891,0,0
1,1,0,0,2015-06-08,276,927,9891,0,0
0,1,1,0,2015-06-15,277,927,9891,0,0
0,1,1,0,2015-07-06,278,927,9891,0,0
1,1,0,0,2015-07-13,279,927,9891,0,0
0,1,1,0,2015-07-20,280,927,9891,0,0
1,1,0,0,2015-07-27,281,927,9891,0,0
1,1,0,0,2015-08-03,282,927,9891,0,0
1,1,0,0,2015-08-10,283,927,9891,0,0
0,1,1,0,2015-08-17,284,927,9891,0,0
0,1,1,0,2015-08-31,285,927,9891,0,0
1,1,0,0,2015-09-07,286,927,9891,0,0
0,1,1,0,2015-09-14,287,927,9891,0,0
1,1,0,0,2015-09-28,288,927,9891,0,0
1,1,0,0,2015-10-05,289,927,9891,0,0
0,1,1,0,2015-10-19,290,927,9891,0,0
0,1,1,0,2016-03-07,291,927,9891,0,0
0,1,1,0,2016-04-04,292,927,9891,0,0
1,1,0,0,2016-04-11,293,927,9891,0,0
0,1,1,0,2016-05-09,294,927,9891,0,0
1,1,0,0,2016-06-13,295,927,9891,0,0
1,1,0,0,2016-06-20,296,927,9891,0,0
0,1,1,0,2016-07-04,297,927,9891,0,0
0,1,1,0,2016-08-01,298,927,9891,0,0
1,1,0,0,2016-08-08,299,927,9891,0,0
1,1,0,0,2016-09-19,300,927,9891,0,0
1,1,0,0,2016-09-26,301,927,9891,0,0
0,1,1,0,2016-10-03,302,927,9891,0,0
1,1,0,0,2016-10-17,303,927,9891,0,0
0,1,1,0,2016-10-24,304,927,9891,0,0
1,1,0,0,2016-11-07,305,927,9891,0,0
1,1,0,0,2016-11-14,306,927,9891,0,0
1,1,0,0,2016-11-21,307,927,9891,0,0
1,1,0,0,2016-12-05,308,927,9891,0,0
0,1,1,0,2016-12-12,309,927,9891,0,0
0,1,1,0,2016-12-19,310,927,9891,0,0
1,1,0,0,2017-03-06,311,927,9891,0,0
1,1,0,0,2017-03-13,312,927,9891,0,0
1,1,0,0,2017-03-27,313,927,9891,0,0
0,1,1,0,2017-04-03,314,927,9891,0,0
1,1,0,0,2017-04-24,315,927,9891,0,0
1,1,0,0,2017-05-08,316,927,9891,0,0
1,1,0,0,2017-05-15,317,927,9891,0,0
0,1,1,0,2017-05-29,318,927,9891,0,0
1,1,0,0,2017-06-05,319,927,9891,0,0
1,1,0,0,2017-06-12,320,927,9891,0,0
0,1,1,0,2017-06-26,321,927,9891,0,0
0,1,1,0,2017-07-03,322,927,9891,0,0
0,1,1,0,2017-07-10,323,927,9891,0,0
1,1,0,0,2017-07-31,324,927,9891,0,0
1,1,0,0,2017-08-07,325,927,9891,0,0
0,1,1,0,2017-08-14,326,927,9891,0,0
1,1,0,0,2017-09-25,327,927,9891,0,0
1,1,0,0,2017-10-02,328,927,9891,0,0
1,1,0,0,2017-10-09,329,927,9891,0,0
1,1,0,0,2017-11-06,330,927,9891,0,0
0,1,1,0,2017-11-13,331,927,9891,0,0
1,1,0,0,2017-11-27,332,927,9891,0,0
1,1,0,0,2017-12-04,333,927,9891,0,0
0,1,1,0,2017-12-11,334,927,9891,0,0
1,1,0,0,2017-12-18,335,927,9891,0,0
1,1,0,0,2018-03-05,336,927,9891,0,0
0,1,1,0,2018-03-12,337,927,9891,0,0
1,1,0,0,2018-03-22,338,927,9891,0,0
0,1,1,0,2018-04-02,339,927,9891,0,0
1,1,0,0,2018-04-09,340,927,9891,0,0
1,1,0,0,2018-04-16,341,927,9891,0,0
1,1,0,0,2018-05-07,342,927,9891,0,0
1,1,0,0,2018-05-14,343,927,9891,0,0
0,1,1,0,2018-06-04,344,927,9891,0,0
1,1,0,0,2018-06-11,345,927,9891,0,0
0,1,1,0,2018-07-02,346,927,9891,0,0
0,1,1,0,2018-07-16,347,927,9891,0,0
1,1,0,0,2018-08-06,348,927,9891,0,0
1,1,0,0,2018-08-13,349,927,9891,0,0
0,1,1,0,2018-10-01,350,927,9891,0,0
1,1,0,0,2018-10-08,351,927,9891,0,0
1,1,0,0,2018-10-10,352,927,9891,0,0
1,1,0,0,2018-11-05,353,927,9891,0,0
1,1,0,0,2018-11-12,354,927,9891,0,0
1,1,0,0,2018-12-10,355,927,9891,0,0
0,1,1,0,2019-03-11,356,927,9891,0,0
1,1,0,0,2019-04-01,357,927,9891,0,0
0,1,1,0,2019-04-08,358,927,9891,0,0
1,1,0,0,2019-05-06,359,927,9891,0,0
1,1,0,0,2015-06-11,360,1087,5146,0,0
1,1,0,0,2015-06-30,361,1087,5146,0,0
1,1,0,0,2015-07-21,362,1087,5146,0,0
0,1,0,0,2015-08-18,363,1087,5146,0,1
1,1,0,0,2015-10-06,364,1087,5146,0,0
1,1,0,0,2015-11-26,365,1087,5146,0,0
1,1,0,0,2016-03-29,366,1087,5146,0,0
1,1,0,0,2016-04-26,367,1087,5146,0,0
1,1,0,0,2016-05-03,368,1087,5146,0,0
1,1,0,0,2016-08-02,369,1087,5146,0,0
1,1,0,0,2015-04-07,370,331,5146,0,0
1,1,0,0,2015-04-13,371,331,5146,0,0
1,1,0,0,2015-04-15,372,331,5146,0,0
0,1,1,0,2015-04-22,373,331,5146,0,0
1,1,0,0,2015-05-13,374,331,5146,0,0
1,1,0,0,2015-05-14,375,331,5146,0,0
1,1,0,0,2015-05-19,376,331,5146,0,0
1,1,0,0,2015-06-09,377,331,5146,0,0
1,1,0,0,2015-06-17,378,331,5146,0,0
1,1,0,0,2015-07-01,379,331,5146,0,0
1,1,0,0,2015-07-07,380,331,5146,0,0
1,1,0,0,2015-07-15,381,331,5146,0,0
1,1,0,0,2015-07-22,382,331,5146,0,0
1,1,0,0,2015-08-05,383,331,5146,0,0
1,1,0,0,2015-08-11,384,331,5146,0,0
1,1,0,0,2015-09-02,385,331,5146,0,0
1,1,0,0,2015-10-07,386,331,5146,0,0
1,1,0,0,2015-12-09,387,331,5146,0,0
1,1,0,0,2015-12-14,388,331,5146,0,0
1,1,0,0,2016-03-02,389,331,5146,0,0
1,1,0,0,2016-03-04,390,331,5146,0,0
1,1,0,0,2016-04-05,391,331,5146,0,0
1,1,0,0,2016-04-19,392,331,5146,0,0
1,1,0,0,2016-05-10,393,331,5146,0,0
1,1,0,0,2016-05-17,394,331,5146,0,0
0,1,1,0,2016-05-18,395,331,5146,0,0
1,1,0,0,2016-06-01,396,331,5146,0,0
1,1,0,0,2016-06-08,397,331,5146,0,0
1,1,0,0,2016-06-20,398,331,5146,0,0
1,1,0,0,2016-07-05,399,331,5146,0,0
1,1,0,0,2016-07-12,400,331,5146,0,0
1,1,0,0,2016-08-02,401,331,5146,0,0
1,1,0,0,2016-08-23,402,331,5146,0,0
1,1,0,0,2016-08-26,403,331,5146,0,0
1,1,0,0,2016-10-05,404,331,5146,0,0
1,1,0,0,2016-11-15,405,331,5146,0,0
1,1,0,0,2016-11-22,406,331,5146,0,0
1,1,0,0,2016-12-05,407,331,5146,0,0
0,1,1,0,2015-04-16,408,336,5146,0,0
1,1,0,0,2015-05-14,409,336,5146,0,0
1,1,0,0,2015-05-21,410,336,5146,0,0
1,1,0,0,2015-06-04,411,336,5146,0,0
1,1,0,0,2015-06-11,412,336,5146,0,0
1,1,0,0,2015-07-02,413,336,5146,0,0
1,1,0,0,2015-07-16,414,336,5146,0,0
1,1,0,0,2015-07-21,415,336,5146,0,0
1,1,0,0,2015-09-03,416,336,5146,0,0
1,1,0,0,2015-09-10,417,336,5146,0,0
1,1,0,0,2015-10-01,418,336,5146,0,0
1,1,0,0,2016-03-10,419,336,5146,0,0
1,1,0,0,2016-04-07,420,336,5146,0,0
1,1,0,0,2016-04-14,421,336,5146,0,0
1,1,0,0,2016-05-12,422,336,5146,0,0
1,1,0,0,2016-06-09,423,336,5146,0,0
1,1,0,0,2016-06-16,424,336,5146,0,0
1,1,0,0,2016-07-07,425,336,5146,0,0
1,1,0,0,2016-11-17,426,336,5146,0,0
1,1,0,0,2015-12-17,427,315,5146,0,0
1,1,0,0,2015-12-28,428,315,5146,0,0
1,1,0,0,2015-10-21,429,1104,5146,0,0
1,1,0,0,2015-10-22,430,1104,5146,0,0
0,1,1,0,2015-11-09,431,1104,5146,0,0
0,1,1,0,2015-11-12,432,1104,5146,0,0
1,1,0,0,2015-11-13,433,1104,5146,0,0
1,1,0,0,2015-11-13,434,1104,5146,0,0
1,1,0,0,2015-11-16,435,1104,5146,0,0
1,1,0,0,2015-11-16,436,1104,5146,0,0
0,1,1,0,2015-11-17,437,1104,5146,0,0
1,1,0,0,2015-11-23,438,1104,5146,0,0
1,1,0,0,2015-11-23,439,1104,5146,0,0
1,1,0,0,2015-11-24,440,1104,5146,0,0
1,1,0,0,2015-11-24,441,1104,5146,0,0
1,1,0,0,2015-11-25,442,1104,5146,0,0
1,1,0,0,2015-04-15,443,354,5146,0,0
1,1,0,0,2015-06-03,444,354,5146,0,0
1,1,0,0,2015-06-10,445,354,5146,0,0
1,1,0,0,2015-06-17,446,354,5146,0,0
1,1,0,0,2015-07-01,447,354,5146,0,0
1,1,0,0,2015-08-05,448,354,5146,0,0
1,1,0,0,2015-08-12,449,354,5146,0,0
1,1,0,0,2016-03-02,450,354,5146,0,0
1,1,0,0,2016-03-09,451,354,5146,0,0
1,1,0,0,2016-05-04,452,354,5146,0,0
1,1,0,0,2016-05-18,453,354,5146,0,0
0,1,1,0,2016-06-01,454,354,5146,0,0
1,1,0,0,2016-06-08,455,354,5146,0,0
1,1,0,0,2016-07-06,456,354,5146,0,0
1,1,0,0,2016-08-03,457,354,5146,0,0
1,1,0,0,2016-08-10,458,354,5146,0,0
1,1,0,0,2016-10-05,459,354,5146,0,0
1,1,0,0,2016-11-16,460,354,5146,0,0
1,1,0,0,2016-12-07,461,354,5146,0,0
1,1,0,0,2015-04-14,462,347,5146,0,0
1,1,0,0,2015-05-12,463,347,5146,0,0
1,1,0,0,2015-06-02,464,347,5146,0,0
1,1,0,0,2015-06-09,465,347,5146,0,0
0,1,1,0,2015-06-16,466,347,5146,0,0
1,1,0,0,2015-07-07,467,347,5146,0,0
1,1,0,0,2015-07-14,468,347,5146,0,0
1,1,0,0,2015-08-11,469,347,5146,0,0
1,1,0,0,2015-08-18,470,347,5146,0,0
1,1,0,0,2015-09-01,471,347,5146,0,0
1,1,0,0,2015-10-06,472,347,5146,0,0
1,1,0,0,2015-12-08,473,347,5146,0,0
1,1,0,0,2015-12-21,474,347,5146,0,0
1,1,0,0,2016-03-08,475,347,5146,0,0
1,1,0,0,2016-04-05,476,347,5146,0,0
1,1,0,0,2016-04-12,477,347,5146,0,0
1,1,0,0,2016-05-03,478,347,5146,0,0
1,1,0,0,2016-05-10,479,347,5146,0,0
1,1,0,0,2016-05-17,480,347,5146,0,0
1,1,0,0,2016-06-07,481,347,5146,0,0
1,1,0,0,2016-06-14,482,347,5146,0,0
1,1,0,0,2016-07-05,483,347,5146,0,0
1,1,0,0,2016-07-12,484,347,5146,0,0
1,1,0,0,2016-07-19,485,347,5146,0,0
1,1,0,0,2016-08-09,486,347,5146,0,0
1,1,0,0,2016-09-06,487,347,5146,0,0
1,1,0,0,2016-11-01,488,347,5146,0,0
1,1,0,0,2016-11-15,489,347,5146,0,0
1,1,0,0,2016-12-06,490,347,5146,0,0
1,1,0,0,2015-04-14,491,311,2743,0,0
1,1,0,0,2015-05-12,492,311,2743,0,0
1,1,0,0,2015-05-19,493,311,2743,0,0
1,1,0,0,2017-09-19,494,311,2743,0,0
1,1,0,0,2017-11-14,495,311,2743,0,0
1,1,0,0,2018-03-13,496,311,2743,0,0
1,1,0,0,2018-04-10,497,311,2743,0,0
1,1,0,0,2018-04-24,498,311,2743,0,0
1,1,0,0,2018-05-22,499,311,2743,0,0
1,1,0,0,2018-05-24,500,311,2743,0,0
1,1,0,0,2018-05-29,501,311,2743,0,0
1,1,0,0,2018-06-05,502,311,2743,0,0
1,1,0,0,2019-04-02,503,311,2743,0,0
1,1,0,0,2018-04-26,504,1112,2743,0,0
1,1,0,0,2018-05-31,505,1112,2743,0,0
0,1,1,0,2018-11-29,506,1112,2743,0,0
1,1,0,0,2015-04-08,507,321,2743,0,0
1,1,0,0,2015-04-14,508,321,2743,0,0
0,1,1,0,2018-06-04,509,321,2743,0,0
1,1,0,0,2018-09-10,510,321,2743,0,0
0,1,1,0,2015-04-09,511,315,2743,0,0
1,1,0,0,2015-04-16,512,315,2743,0,0
1,1,0,0,2015-05-14,513,315,2743,0,0
1,1,0,0,2017-11-16,514,315,2743,0,0
1,1,0,0,2018-03-15,515,315,2743,0,0
0,1,1,0,2018-04-12,516,315,2743,0,0
1,1,0,0,2018-04-26,517,315,2743,0,0
1,1,0,0,2018-05-24,518,315,2743,0,0
1,1,0,0,2018-05-31,519,315,2743,0,0
1,1,0,0,2018-09-06,520,1104,2743,0,0
1,1,0,0,2018-09-06,521,1104,2743,0,0
0,1,0,0,2018-09-07,522,1104,2743,0,0
0,1,0,0,2018-09-07,523,1104,2743,0,0
1,1,0,0,2018-09-10,524,1104,2743,0,0
1,1,0,0,2018-09-10,525,1104,2743,0,0
1,1,0,0,2018-09-11,526,1104,2743,0,0
1,1,0,0,2018-09-11,527,1104,2743,0,0
1,1,0,0,2018-09-12,528,1104,2743,0,0
