fecha,id,id_legislador,id_proyecto
2015-03-03,789,7740,123532
2019-03-11,790,4500,142699
2018-07-10,791,4500,140424
2018-03-09,792,4500,138818
2018-02-20,793,4500,138454
2018-02-19,794,4500,138434
2017-12-06,795,4500,137830
2017-12-05,796,4500,137773
2017-11-28,797,4500,137718
2017-11-28,798,4500,137720
2017-11-14,799,4500,137499
2017-11-14,800,4500,137535
2017-09-26,801,4500,136766
2017-08-09,802,4500,136210
2017-06-13,803,4500,135267
2017-04-27,804,4500,134583
2016-11-30,805,4500,132925
2016-10-27,806,4500,132308
2016-09-14,807,4500,131814
2016-04-06,808,4500,128969
2016-04-06,809,4500,128970
2016-04-06,810,4500,128968
2016-04-06,811,4500,128966
2016-04-06,812,4500,128967
2016-04-06,813,4500,128976
2016-04-06,814,4500,128977
2016-04-06,815,4500,128975
2016-04-06,816,4500,128971
2016-04-06,817,4500,128974
2016-03-08,818,4500,128594
2015-12-08,819,4500,127769
2015-10-06,820,4500,126823
2015-07-14,821,4500,125462
2015-06-16,822,4500,125010
2015-06-08,823,4500,124889
2015-04-07,824,4500,123992
2018-11-22,825,2873,141921
2018-11-06,826,2873,141758
2018-04-23,827,2873,139021
2018-02-07,828,2873,138371
2017-11-07,829,2873,137399
2017-02-15,830,2873,133598
2016-12-07,831,2873,133055
2016-09-13,832,2873,131635
2016-09-06,833,2873,131519
2015-10-06,834,2873,126859
2015-09-11,835,2873,126518
2015-04-07,836,2873,123946
2015-03-03,837,2873,123532
2016-11-30,838,2887,132929
2019-03-29,839,6839,143045
2017-12-06,840,6839,137831
2017-10-10,841,6839,137017
2017-07-24,842,6839,135870
2016-05-03,843,6839,129429
2015-12-01,844,6839,127676
2015-11-17,845,6839,127426
2015-11-11,846,6839,127303
2015-07-08,847,6839,125371
2015-06-17,848,6839,125054
2017-05-10,849,6661,134776
2017-03-14,850,6661,133875
2016-07-13,851,6661,130766
2018-03-09,852,9982,138818
2016-09-14,853,9982,131814
2015-12-15,854,9982,127929
2019-05-14,855,10008,143593
2019-05-14,856,10008,143583
2019-05-14,857,10008,143567
2019-05-14,858,10008,143600
2019-05-14,859,10008,143603
2019-05-14,860,10008,143602
2019-05-14,861,10008,143601
2017-11-22,862,10008,137658
2017-07-12,863,10008,135668
2017-06-29,864,10008,135482
2016-10-18,865,10008,132114
2016-10-18,866,10008,132117
2016-09-27,867,10008,131836
2016-06-15,868,10008,130280
2015-07-01,869,10008,125290
2015-07-01,870,10008,125289
2015-07-01,871,10008,125291
2015-07-01,872,10008,125293
2015-07-01,873,10008,125292
2019-05-08,874,11526,143492
2018-12-05,875,11526,142065
