asistencias,citaciones,faltas_con_aviso,faltas_sin_aviso,fecha,id,id_legislador,licencia,pasaje_presidencia
1,1,0,0,2018-06-06,6202,197,0,0
1,1,0,0,2018-06-12,6203,197,0,0
1,1,0,0,2018-06-21,6204,197,0,0
0,1,0,0,2018-07-03,6205,197,1,0
0,1,0,0,2018-07-04,6206,197,1,0
0,1,0,0,2018-07-10,6207,197,1,0
0,1,0,0,2018-07-11,6208,197,1,0
1,1,0,0,2018-07-17,6209,197,0,0
1,1,0,0,2018-07-31,6210,197,0,0
1,1,0,0,2018-08-01,6211,197,0,0
1,1,0,0,2018-08-07,6212,197,0,0
1,1,0,0,2018-08-08,6213,197,0,0
1,1,0,0,2018-08-14,6214,197,0,0
1,1,0,0,2018-08-15,6215,197,0,0
1,1,0,0,2018-08-21,6216,197,0,0
1,1,0,0,2018-08-27,6217,197,0,0
1,1,0,0,2018-09-24,6218,197,0,0
1,1,0,0,2018-09-25,6219,197,0,0
0,1,0,0,2018-10-02,6220,197,1,0
0,1,0,0,2018-10-09,6221,197,1,0
0,1,0,0,2018-10-16,6222,197,1,0
0,1,0,0,2018-10-17,6223,197,1,0
1,1,0,0,2018-10-23,6224,197,0,0
1,1,0,0,2018-10-24,6225,197,0,0
0,1,1,0,2018-10-25,6226,197,0,0
1,1,0,0,2018-11-06,6227,197,0,0
1,1,0,0,2018-11-07,6228,197,0,0
1,1,0,0,2018-11-13,6229,197,0,0
1,1,0,0,2018-11-14,6230,197,0,0
1,1,0,0,2018-11-15,6231,197,0,0
1,1,0,0,2018-11-22,6232,197,0,0
1,1,0,0,2018-12-04,6233,197,0,0
1,1,0,0,2018-12-05,6234,197,0,0
1,1,0,0,2018-12-11,6235,197,0,0
1,1,0,0,2018-12-12,6236,197,0,0
1,1,0,0,2018-12-13,6237,197,0,0
1,1,0,0,2018-12-13,6238,197,0,0
0,1,1,0,2018-12-19,6239,197,0,0
1,1,0,0,2018-12-19,6240,197,0,0
1,1,0,0,2019-02-26,6241,197,0,0
1,1,0,0,2019-03-12,6242,197,0,0
1,1,0,0,2019-04-02,6243,197,0,0
1,1,0,0,2019-04-03,6244,197,0,0
0,1,1,0,2019-04-09,6245,197,0,0
0,1,1,0,2019-04-10,6246,197,0,0
1,1,0,0,2019-05-07,6247,197,0,0
1,1,0,0,2019-05-08,6248,197,0,0
1,1,0,0,2019-05-14,6249,197,0,0
1,1,0,0,2015-08-12,6250,10142,0,0
1,1,0,0,2015-12-09,6251,10142,0,0
1,1,0,0,2016-05-18,6252,10142,0,0
1,1,0,0,2016-06-22,6253,10142,0,0
1,1,0,0,2016-06-29,6254,10142,0,0
1,1,0,0,2017-07-05,6255,10142,0,0
1,1,0,0,2015-02-15,6256,5167,0,0
1,1,0,0,2015-03-03,6257,5167,0,0
1,1,0,0,2015-03-10,6258,5167,0,0
1,1,0,0,2015-03-17,6259,5167,0,0
0,1,0,0,2015-03-18,6260,5167,1,0
1,1,0,0,2015-04-07,6261,5167,0,0
1,1,0,0,2015-04-07,6262,5167,0,0
1,1,0,0,2015-04-14,6263,5167,0,0
0,1,0,0,2015-04-15,6264,5167,1,0
1,1,0,0,2015-05-05,6265,5167,0,0
0,1,0,0,2015-05-12,6266,5167,1,0
1,1,0,0,2015-05-13,6267,5167,0,0
1,1,0,0,2015-05-13,6268,5167,0,0
0,1,0,0,2015-05-19,6269,5167,1,0
0,1,0,0,2015-06-02,6270,5167,1,0
0,1,0,0,2015-06-03,6271,5167,1,0
1,1,0,0,2015-06-09,6272,5167,0,0
1,1,0,0,2015-06-10,6273,5167,0,0
1,1,0,0,2015-06-16,6274,5167,0,0
1,1,0,0,2015-06-17,6275,5167,0,0
1,1,0,0,2015-07-01,6276,5167,0,0
1,1,0,0,2015-07-07,6277,5167,0,0
1,1,0,0,2015-07-08,6278,5167,0,0
1,1,0,0,2015-07-14,6279,5167,0,0
1,1,0,0,2015-07-15,6280,5167,0,0
1,1,0,0,2015-07-22,6281,5167,0,0
1,1,0,0,2015-08-04,6282,5167,0,0
1,1,0,0,2015-08-05,6283,5167,0,0
1,1,0,0,2015-08-11,6284,5167,0,0
1,1,0,0,2015-08-12,6285,5167,0,0
1,1,0,0,2015-08-18,6286,5167,0,0
0,1,0,0,2015-09-01,6287,5167,1,0
0,1,0,0,2015-09-02,6288,5167,1,0
1,1,0,0,2015-09-08,6289,5167,0,0
0,1,0,0,2015-09-09,6290,5167,1,0
0,1,0,0,2015-09-15,6291,5167,1,0
0,1,0,0,2015-09-16,6292,5167,1,0
1,1,0,0,2015-09-29,6293,5167,0,0
1,1,0,0,2015-10-06,6294,5167,0,0
1,1,0,0,2015-10-07,6295,5167,0,0
1,1,0,0,2015-10-13,6296,5167,0,0
1,1,0,0,2015-10-14,6297,5167,0,0
1,1,0,0,2015-10-20,6298,5167,0,0
0,1,0,0,2015-11-10,6299,5167,1,0
0,1,0,0,2015-11-17,6300,5167,1,0
1,1,0,0,2015-11-30,6301,5167,0,0
1,1,0,0,2015-12-01,6302,5167,0,0
0,1,0,0,2015-12-02,6303,5167,1,0
0,1,0,0,2015-12-08,6304,5167,1,0
0,1,0,0,2015-12-09,6305,5167,1,0
1,1,0,0,2015-12-22,6306,5167,0,0
1,1,0,0,2015-12-22,6307,5167,0,0
1,1,0,0,2015-12-28,6308,5167,0,0
0,1,1,0,2015-12-28,6309,5167,0,0
0,1,0,0,2015-12-28,6310,5167,1,0
1,1,0,0,2016-02-03,6311,5167,0,0
1,1,0,0,2016-02-17,6312,5167,0,0
1,1,0,0,2016-02-17,6313,5167,0,0
1,1,0,0,2016-03-02,6314,5167,0,0
1,1,0,0,2016-03-08,6315,5167,0,0
1,1,0,0,2016-03-09,6316,5167,0,0
1,1,0,0,2016-03-15,6317,5167,0,0
0,1,0,0,2016-03-16,6318,5167,1,0
1,1,0,0,2016-04-05,6319,5167,0,0
1,1,0,0,2016-04-06,6320,5167,0,0
0,1,0,0,2016-04-12,6321,5167,1,0
1,1,0,0,2016-04-13,6322,5167,0,0
1,1,0,0,2016-05-03,6323,5167,0,0
1,1,0,0,2016-05-04,6324,5167,0,0
0,1,0,0,2016-05-10,6325,5167,1,0
1,1,0,0,2016-05-17,6326,5167,0,0
0,1,0,0,2016-05-18,6327,5167,1,0
0,1,0,0,2016-05-24,6328,5167,1,0
0,1,0,0,2016-06-01,6329,5167,1,0
0,1,0,0,2016-06-08,6330,5167,1,0
1,1,0,0,2016-06-15,6331,5167,0,0
1,1,0,0,2016-06-22,6332,5167,0,0
1,1,0,0,2016-06-29,6333,5167,0,0
1,1,0,0,2016-07-06,6334,5167,0,0
0,1,0,0,2016-07-13,6335,5167,1,0
1,1,0,0,2016-07-20,6336,5167,0,0
1,1,0,0,2016-08-02,6337,5167,0,0
0,1,0,0,2016-08-03,6338,5167,1,0
1,1,0,0,2016-08-04,6339,5167,0,0
1,1,0,0,2016-08-10,6340,5167,0,0
1,1,0,0,2016-08-24,6341,5167,0,0
0,1,1,0,2016-08-29,6342,5167,0,0
1,1,0,0,2016-09-13,6343,5167,0,0
1,1,0,0,2016-09-14,6344,5167,0,0
1,1,0,0,2016-09-20,6345,5167,0,0
1,1,0,0,2016-09-21,6346,5167,0,0
0,1,0,0,2016-10-04,6347,5167,1,0
1,1,0,0,2016-10-11,6348,5167,0,0
0,1,0,0,2016-10-12,6349,5167,1,0
1,1,0,0,2016-10-18,6350,5167,0,0
0,1,1,0,2016-10-25,6351,5167,0,0
1,1,0,0,2016-10-27,6352,5167,0,0
1,1,0,0,2016-10-31,6353,5167,0,0
1,1,0,0,2016-11-01,6354,5167,0,0
1,1,0,0,2016-11-08,6355,5167,0,0
1,1,0,0,2016-11-09,6356,5167,0,0
1,1,0,0,2016-11-15,6357,5167,0,0
1,1,0,0,2016-11-22,6358,5167,0,0
0,1,1,0,2016-11-23,6359,5167,0,0
0,1,0,0,2016-11-30,6360,5167,1,0
1,1,0,0,2016-12-07,6361,5167,0,0
0,1,0,0,2016-12-13,6362,5167,1,0
0,1,0,0,2016-12-14,6363,5167,1,0
0,1,0,0,2016-12-21,6364,5167,1,0
0,1,0,0,2016-12-28,6365,5167,1,0
0,1,0,0,2016-12-29,6366,5167,1,0
1,1,0,0,2017-02-02,6367,5167,0,0
0,1,0,0,2017-02-08,6368,5167,1,0
0,1,1,0,2017-03-07,6369,5167,0,0
0,1,0,0,2017-03-08,6370,5167,1,0
1,1,0,0,2017-03-14,6371,5167,0,0
1,1,0,0,2017-03-15,6372,5167,0,0
0,1,0,0,2017-03-21,6373,5167,1,0
0,1,0,0,2017-04-04,6374,5167,1,0
0,1,0,0,2017-04-05,6375,5167,1,0
1,1,0,0,2017-04-18,6376,5167,0,0
1,1,0,0,2017-04-26,6377,5167,0,0
1,1,0,0,2017-05-02,6378,5167,0,0
1,1,0,0,2017-05-03,6379,5167,0,0
1,1,0,0,2017-05-09,6380,5167,0,0
1,1,0,0,2017-05-10,6381,5167,0,0
1,1,0,0,2017-05-16,6382,5167,0,0
0,1,1,0,2017-05-17,6383,5167,0,0
1,1,0,0,2017-06-06,6384,5167,0,0
1,1,0,0,2017-06-07,6385,5167,0,0
1,1,0,0,2017-06-14,6386,5167,0,0
0,1,0,0,2017-06-21,6387,5167,1,0
0,1,0,0,2017-06-29,6388,5167,1,0
0,1,0,0,2017-07-04,6389,5167,1,0
0,1,0,0,2017-07-05,6390,5167,1,0
1,1,0,0,2017-07-11,6391,5167,0,0
1,1,0,0,2017-07-12,6392,5167,0,0
0,1,0,0,2017-07-26,6393,5167,1,0
1,1,0,0,2017-08-02,6394,5167,0,0
1,1,0,0,2017-08-08,6395,5167,0,0
1,1,0,0,2017-08-09,6396,5167,0,0
0,1,0,0,2017-08-23,6397,5167,1,0
0,1,0,0,2017-09-13,6398,5167,1,0
0,1,0,0,2017-09-18,6399,5167,1,0
1,1,0,0,2017-10-03,6400,5167,0,0
1,1,0,0,2017-10-10,6401,5167,0,0
1,1,0,0,2017-10-11,6402,5167,0,0
1,1,0,0,2017-10-17,6403,5167,0,0
1,1,0,0,2017-10-18,6404,5167,0,0
1,1,0,0,2017-11-01,6405,5167,0,0
1,1,0,0,2017-11-07,6406,5167,0,0
1,1,0,0,2017-11-08,6407,5167,0,0
1,1,0,0,2017-11-14,6408,5167,0,0
0,1,0,0,2017-11-15,6409,5167,1,0
0,1,0,0,2017-11-22,6410,5167,1,0
1,1,0,0,2017-11-28,6411,5167,0,0
1,1,0,0,2017-11-29,6412,5167,0,0
1,1,0,0,2017-12-05,6413,5167,0,0
0,1,0,0,2017-12-06,6414,5167,1,0
0,1,0,0,2017-12-12,6415,5167,1,0
0,1,0,0,2017-12-13,6416,5167,1,0
1,1,0,0,2017-12-19,6417,5167,0,0
1,1,0,0,2017-12-20,6418,5167,0,0
1,1,0,0,2017-12-21,6419,5167,0,0
1,1,0,0,2017-12-27,6420,5167,0,0
0,1,1,0,2018-02-06,6421,5167,0,0
0,1,0,0,2018-02-07,6422,5167,1,0
0,1,0,0,2018-02-21,6423,5167,1,0
0,1,0,0,2018-02-27,6424,5167,1,0
1,1,0,0,2018-03-06,6425,5167,0,0
1,1,0,0,2018-03-13,6426,5167,0,0
0,1,0,0,2018-03-14,6427,5167,1,0
1,1,0,0,2018-04-03,6428,5167,0,0
1,1,0,0,2018-04-10,6429,5167,0,0
0,1,0,0,2018-04-17,6430,5167,1,0
1,1,0,0,2018-04-18,6431,5167,0,0
1,1,0,0,2018-04-24,6432,5167,0,0
0,1,0,0,2018-05-02,6433,5167,1,0
1,1,0,0,2018-05-08,6434,5167,0,0
0,1,0,0,2018-05-09,6435,5167,1,0
1,1,0,0,2018-05-15,6436,5167,0,0
1,1,0,0,2018-05-16,6437,5167,0,0
1,1,0,0,2018-06-05,6438,5167,0,0
0,1,0,0,2018-06-06,6439,5167,1,0
0,1,0,0,2018-06-12,6440,5167,1,0
1,1,0,0,2018-06-21,6441,5167,0,0
1,1,0,0,2018-07-03,6442,5167,0,0
1,1,0,0,2018-07-04,6443,5167,0,0
1,1,0,0,2018-07-10,6444,5167,0,0
1,1,0,0,2018-07-11,6445,5167,0,0
1,1,0,0,2018-07-17,6446,5167,0,0
1,1,0,0,2018-07-31,6447,5167,0,0
1,1,0,0,2018-08-01,6448,5167,0,0
1,1,0,0,2018-08-07,6449,5167,0,0
1,1,0,0,2018-08-08,6450,5167,0,0
1,1,0,0,2018-08-14,6451,5167,0,0
0,1,0,0,2018-08-15,6452,5167,1,0
1,1,0,0,2018-08-21,6453,5167,0,0
1,1,0,0,2018-08-27,6454,5167,0,0
1,1,0,0,2018-09-24,6455,5167,0,0
0,1,0,0,2018-09-25,6456,5167,1,0
1,1,0,0,2018-10-02,6457,5167,0,0
0,1,0,0,2018-10-09,6458,5167,1,0
1,1,0,0,2018-10-16,6459,5167,0,0
0,1,0,0,2018-10-17,6460,5167,1,0
0,1,0,0,2018-10-23,6461,5167,1,0
0,1,0,0,2018-10-24,6462,5167,1,0
0,1,0,0,2018-10-25,6463,5167,1,0
0,1,0,0,2018-11-06,6464,5167,1,0
1,1,0,0,2018-11-07,6465,5167,0,0
1,1,0,0,2018-11-13,6466,5167,0,0
1,1,0,0,2018-11-14,6467,5167,0,0
1,1,0,0,2018-11-15,6468,5167,0,0
1,1,0,0,2018-11-22,6469,5167,0,0
1,1,0,0,2018-12-04,6470,5167,0,0
0,1,0,0,2018-12-05,6471,5167,1,0
1,1,0,0,2018-12-11,6472,5167,0,0
0,1,0,0,2018-12-12,6473,5167,1,0
0,1,1,0,2018-12-13,6474,5167,0,0
1,1,0,0,2018-12-13,6475,5167,0,0
1,1,0,0,2018-12-19,6476,5167,0,0
1,1,0,0,2018-12-19,6477,5167,0,0
0,1,0,0,2019-02-26,6478,5167,1,0
0,1,0,0,2019-03-12,6479,5167,1,0
1,1,0,0,2019-04-02,6480,5167,0,0
1,1,0,0,2019-04-03,6481,5167,0,0
0,1,0,0,2019-04-09,6482,5167,1,0
0,1,0,0,2019-04-10,6483,5167,1,0
0,1,0,0,2019-05-07,6484,5167,1,0
0,1,0,0,2019-05-08,6485,5167,1,0
1,1,0,0,2019-05-14,6486,5167,0,0
1,1,0,0,2016-06-15,6487,10001,0,0
1,1,0,0,2016-06-22,6488,10001,0,0
1,1,0,0,2016-06-29,6489,10001,0,0
1,1,0,0,2016-07-06,6490,10001,0,0
1,1,0,0,2016-08-02,6491,10001,0,0
1,1,0,0,2016-09-20,6492,10001,0,0
0,1,1,0,2016-10-04,6493,10001,0,0
1,1,0,0,2016-10-11,6494,10001,0,0
1,1,0,0,2016-10-12,6495,10001,0,0
1,1,0,0,2016-11-08,6496,10001,0,0
1,1,0,0,2016-11-09,6497,10001,0,0
1,1,0,0,2016-11-22,6498,10001,0,0
1,1,0,0,2016-11-30,6499,10001,0,0
1,1,0,0,2016-12-14,6500,10001,0,0
1,1,0,0,2016-12-21,6501,10001,0,0
1,1,0,0,2016-12-28,6502,10001,0,0
1,1,0,0,2016-12-29,6503,10001,0,0
1,1,0,0,2017-02-02,6504,10001,0,0
1,1,0,0,2017-02-08,6505,10001,0,0
1,1,0,0,2017-03-07,6506,10001,0,0
1,1,0,0,2017-03-08,6507,10001,0,0
1,1,0,0,2017-03-14,6508,10001,0,0
1,1,0,0,2017-03-15,6509,10001,0,0
1,1,0,0,2017-03-21,6510,10001,0,0
1,1,0,0,2017-04-04,6511,10001,0,0
1,1,0,0,2017-04-05,6512,10001,0,0
1,1,0,0,2017-04-18,6513,10001,0,0
1,1,0,0,2017-04-26,6514,10001,0,0
1,1,0,0,2017-05-02,6515,10001,0,0
1,1,0,0,2017-05-03,6516,10001,0,0
1,1,0,0,2017-05-09,6517,10001,0,0
1,1,0,0,2017-05-10,6518,10001,0,0
1,1,0,0,2017-05-16,6519,10001,0,0
1,1,0,0,2017-05-17,6520,10001,0,0
1,1,0,0,2017-06-06,6521,10001,0,0
1,1,0,0,2017-06-07,6522,10001,0,0
1,1,0,0,2017-06-14,6523,10001,0,0
1,1,0,0,2017-06-21,6524,10001,0,0
1,1,0,0,2017-06-29,6525,10001,0,0
1,1,0,0,2017-07-04,6526,10001,0,0
1,1,0,0,2017-07-05,6527,10001,0,0
0,1,0,0,2017-07-11,6528,10001,1,0
0,1,0,0,2017-07-12,6529,10001,1,0
1,1,0,0,2017-07-26,6530,10001,0,0
1,1,0,0,2017-08-02,6531,10001,0,0
1,1,0,0,2017-08-08,6532,10001,0,0
1,1,0,0,2017-08-09,6533,10001,0,0
1,1,0,0,2017-08-23,6534,10001,0,0
1,1,0,0,2017-09-13,6535,10001,0,0
1,1,0,0,2017-09-18,6536,10001,0,0
1,1,0,0,2017-10-03,6537,10001,0,0
1,1,0,0,2017-10-10,6538,10001,0,0
1,1,0,0,2017-10-11,6539,10001,0,0
1,1,0,0,2017-10-17,6540,10001,0,0
1,1,0,0,2017-10-18,6541,10001,0,0
1,1,0,0,2017-11-01,6542,10001,0,0
1,1,0,0,2017-11-07,6543,10001,0,0
1,1,0,0,2017-11-08,6544,10001,0,0
1,1,0,0,2017-11-14,6545,10001,0,0
1,1,0,0,2017-11-15,6546,10001,0,0
1,1,0,0,2017-11-22,6547,10001,0,0
1,1,0,0,2017-11-28,6548,10001,0,0
1,1,0,0,2017-11-29,6549,10001,0,0
1,1,0,0,2017-12-05,6550,10001,0,0
1,1,0,0,2017-12-06,6551,10001,0,0
1,1,0,0,2017-12-12,6552,10001,0,0
1,1,0,0,2017-12-13,6553,10001,0,0
1,1,0,0,2017-12-19,6554,10001,0,0
1,1,0,0,2017-12-20,6555,10001,0,0
1,1,0,0,2017-12-21,6556,10001,0,0
1,1,0,0,2017-12-27,6557,10001,0,0
1,1,0,0,2018-02-06,6558,10001,0,0
1,1,0,0,2018-02-07,6559,10001,0,0
1,1,0,0,2018-02-21,6560,10001,0,0
1,1,0,0,2018-02-27,6561,10001,0,0
1,1,0,0,2018-03-06,6562,10001,0,0
1,1,0,0,2018-03-13,6563,10001,0,0
1,1,0,0,2018-03-14,6564,10001,0,0
1,1,0,0,2018-04-03,6565,10001,0,0
1,1,0,0,2018-04-10,6566,10001,0,0
1,1,0,0,2018-04-17,6567,10001,0,0
1,1,0,0,2018-04-18,6568,10001,0,0
1,1,0,0,2018-04-24,6569,10001,0,0
1,1,0,0,2018-05-02,6570,10001,0,0
1,1,0,0,2018-05-08,6571,10001,0,0
1,1,0,0,2018-05-09,6572,10001,0,0
1,1,0,0,2018-05-15,6573,10001,0,0
1,1,0,0,2018-05-16,6574,10001,0,0
1,1,0,0,2018-06-05,6575,10001,0,0
1,1,0,0,2018-06-06,6576,10001,0,0
1,1,0,0,2018-06-12,6577,10001,0,0
1,1,0,0,2018-06-21,6578,10001,0,0
1,1,0,0,2018-07-03,6579,10001,0,0
1,1,0,0,2018-07-04,6580,10001,0,0
1,1,0,0,2018-07-10,6581,10001,0,0
1,1,0,0,2018-07-11,6582,10001,0,0
1,1,0,0,2018-07-17,6583,10001,0,0
1,1,0,0,2018-07-31,6584,10001,0,0
1,1,0,0,2018-08-01,6585,10001,0,0
1,1,0,0,2018-08-07,6586,10001,0,0
1,1,0,0,2018-08-08,6587,10001,0,0
1,1,0,0,2018-08-14,6588,10001,0,0
1,1,0,0,2018-08-15,6589,10001,0,0
1,1,0,0,2018-08-21,6590,10001,0,0
1,1,0,0,2018-08-27,6591,10001,0,0
0,1,0,0,2018-09-24,6592,10001,1,0
0,1,0,0,2018-09-25,6593,10001,1,0
0,1,0,0,2018-10-02,6594,10001,1,0
1,1,0,0,2018-10-09,6595,10001,0,0
1,1,0,0,2018-10-16,6596,10001,0,0
1,1,0,0,2018-10-17,6597,10001,0,0
1,1,0,0,2018-10-23,6598,10001,0,0
1,1,0,0,2018-10-24,6599,10001,0,0
1,1,0,0,2018-10-25,6600,10001,0,0
1,1,0,0,2018-11-06,6601,10001,0,0
1,1,0,0,2018-11-07,6602,10001,0,0
1,1,0,0,2018-11-13,6603,10001,0,0
1,1,0,0,2018-11-14,6604,10001,0,0
1,1,0,0,2018-11-15,6605,10001,0,0
1,1,0,0,2018-11-22,6606,10001,0,0
1,1,0,0,2018-12-04,6607,10001,0,0
1,1,0,0,2018-12-05,6608,10001,0,0
1,1,0,0,2018-12-11,6609,10001,0,0
1,1,0,0,2018-12-12,6610,10001,0,0
1,1,0,0,2018-12-13,6611,10001,0,0
1,1,0,0,2018-12-13,6612,10001,0,0
1,1,0,0,2018-12-19,6613,10001,0,0
1,1,0,0,2018-12-19,6614,10001,0,0
1,1,0,0,2019-02-26,6615,10001,0,0
1,1,0,0,2019-03-12,6616,10001,0,0
1,1,0,0,2019-04-02,6617,10001,0,0
1,1,0,0,2019-04-03,6618,10001,0,0
1,1,0,0,2019-04-09,6619,10001,0,0
1,1,0,0,2019-04-10,6620,10001,0,0
1,1,0,0,2019-05-07,6621,10001,0,0
1,1,0,0,2019-05-08,6622,10001,0,0
1,1,0,0,2019-05-14,6623,10001,0,0
1,1,0,0,2015-05-12,6624,7740,0,0
1,1,0,0,2015-12-08,6625,7740,0,0
1,1,0,0,2016-03-08,6626,7740,0,0
1,1,0,0,2016-03-09,6627,7740,0,0
1,1,0,0,2016-03-15,6628,7740,0,0
1,1,0,0,2016-03-16,6629,7740,0,0
1,1,0,0,2016-05-03,6630,7740,0,0
1,1,0,0,2016-08-24,6631,7740,0,0
1,1,0,0,2016-10-31,6632,7740,0,0
1,1,0,0,2017-04-04,6633,7740,0,0
1,1,0,0,2017-04-05,6634,7740,0,0
1,1,0,0,2017-10-17,6635,7740,0,0
1,1,0,0,2017-10-18,6636,7740,0,0
1,1,0,0,2017-11-28,6637,7740,0,0
1,1,0,0,2018-06-05,6638,7740,0,0
1,1,0,0,2018-06-06,6639,7740,0,0
1,1,0,0,2018-07-03,6640,7740,0,0
1,1,0,0,2018-08-27,6641,7740,0,0
1,1,0,0,2018-11-06,6642,7740,0,0
1,1,0,0,2015-02-15,6643,7740,0,0
1,1,0,0,2015-03-03,6644,7740,0,0
1,1,0,0,2015-03-04,6645,7740,0,0
1,1,0,0,2015-03-10,6646,7740,0,0
1,1,0,0,2015-03-11,6647,7740,0,0
1,1,0,0,2015-03-17,6648,7740,0,0
1,1,0,0,2015-04-07,6649,7740,0,0
1,1,0,0,2015-04-14,6650,7740,0,0
0,1,0,0,2015-04-15,6651,7740,1,0
0,1,0,0,2015-04-16,6652,7740,1,0
0,1,0,0,2015-05-12,6653,7740,0,1
1,1,0,0,2015-05-13,6654,7740,0,0
1,1,0,0,2015-05-21,6655,7740,0,0
1,1,0,0,2015-06-01,6656,7740,0,0
1,1,0,0,2015-06-02,6657,7740,0,0
1,1,0,0,2015-06-03,6658,7740,0,0
1,1,0,0,2015-06-09,6659,7740,0,0
1,1,0,0,2015-06-10,6660,7740,0,0
0,1,0,0,2015-06-16,6661,7740,1,0
0,1,0,0,2015-06-17,6662,7740,1,0
0,1,0,0,2015-06-18,6663,7740,1,0
1,1,0,0,2015-07-01,6664,7740,0,0
0,1,0,0,2015-07-07,6665,7740,1,0
0,1,0,0,2015-07-08,6666,7740,1,0
1,1,0,0,2015-07-14,6667,7740,0,0
1,1,0,0,2015-07-15,6668,7740,0,0
1,1,0,0,2015-07-23,6669,7740,0,0
1,1,0,0,2015-07-27,6670,7740,0,0
1,1,0,0,2015-08-04,6671,7740,0,0
1,1,0,0,2015-08-05,6672,7740,0,0
1,1,0,0,2015-08-05,6673,7740,0,0
1,1,0,0,2015-08-11,6674,7740,0,0
1,1,0,0,2015-08-12,6675,7740,0,0
1,1,0,0,2015-08-18,6676,7740,0,0
1,1,0,0,2015-08-21,6677,7740,0,0
1,1,0,0,2015-09-01,6678,7740,0,0
1,1,0,0,2015-09-02,6679,7740,0,0
1,1,0,0,2015-09-09,6680,7740,0,0
1,1,0,0,2015-10-06,6681,7740,0,0
1,1,0,0,2015-10-11,6682,7740,0,0
1,1,0,0,2015-10-12,6683,7740,0,0
1,1,0,0,2015-10-13,6684,7740,0,0
1,1,0,0,2015-11-03,6685,7740,0,0
1,1,0,0,2015-11-04,6686,7740,0,0
1,1,0,0,2015-11-10,6687,7740,0,0
1,1,0,0,2015-11-11,6688,7740,0,0
1,1,0,0,2015-11-17,6689,7740,0,0
1,1,0,0,2015-11-18,6690,7740,0,0
1,1,0,0,2015-12-01,6691,7740,0,0
1,1,0,0,2015-12-02,6692,7740,0,0
0,1,0,0,2015-12-08,6693,7740,0,1
1,1,0,0,2015-12-09,6694,7740,0,0
1,1,0,0,2015-12-09,6695,7740,0,0
1,1,0,0,2015-12-16,6696,7740,0,0
0,1,0,0,2015-12-21,6697,7740,1,0
0,1,0,1,2015-12-29,6698,7740,0,0
0,1,0,1,2016-01-01,6699,7740,0,0
1,1,0,0,2016-01-02,6700,7740,0,0
0,1,1,0,2016-02-24,6701,7740,0,0
1,1,0,0,2016-03-01,6702,7740,0,0
1,1,0,0,2016-03-02,6703,7740,0,0
0,1,0,0,2016-03-08,6704,7740,0,1
0,1,0,0,2016-03-09,6705,7740,0,1
1,1,0,0,2016-03-15,6706,7740,0,0
0,1,1,0,2016-03-16,6707,7740,0,0
0,1,0,0,2016-04-05,6708,7740,1,0
0,1,0,0,2016-04-06,6709,7740,1,0
1,1,0,0,2016-04-12,6710,7740,0,0
1,1,0,0,2016-04-13,6711,7740,0,0
0,1,0,0,2016-05-03,6712,7740,0,1
0,1,0,0,2016-05-03,6713,7740,0,1
1,1,0,0,2016-05-04,6714,7740,0,0
1,1,0,0,2016-05-10,6715,7740,0,0
1,1,0,0,2016-05-11,6716,7740,0,0
1,1,0,0,2016-05-17,6717,7740,0,0
1,1,0,0,2016-05-17,6718,7740,0,0
1,1,0,0,2016-05-18,6719,7740,0,0
1,1,0,0,2016-05-31,6720,7740,0,0
1,1,0,0,2016-06-01,6721,7740,0,0
1,1,0,0,2016-06-07,6722,7740,0,0
1,1,0,0,2016-06-07,6723,7740,0,0
1,1,0,0,2016-06-08,6724,7740,0,0
1,1,0,0,2016-06-14,6725,7740,0,0
1,1,0,0,2016-06-14,6726,7740,0,0
1,1,0,0,2016-06-15,6727,7740,0,0
0,1,1,0,2016-06-20,6728,7740,0,0
1,1,0,0,2016-07-05,6729,7740,0,0
1,1,0,0,2016-07-05,6730,7740,0,0
1,1,0,0,2016-07-06,6731,7740,0,0
1,1,0,0,2016-07-06,6732,7740,0,0
1,1,0,0,2016-07-12,6733,7740,0,0
1,1,0,0,2016-07-13,6734,7740,0,0
1,1,0,0,2016-07-27,6735,7740,0,0
1,1,0,0,2016-07-27,6736,7740,0,0
1,1,0,0,2016-08-01,6737,7740,0,0
1,1,0,0,2016-08-02,6738,7740,0,0
1,1,0,0,2016-08-03,6739,7740,0,0
1,1,0,0,2016-08-09,6740,7740,0,0
1,1,0,0,2016-08-10,6741,7740,0,0
1,1,0,0,2016-08-11,6742,7740,0,0
0,1,0,0,2016-08-16,6743,7740,1,0
0,1,0,0,2016-08-17,6744,7740,1,0
1,1,0,0,2016-09-06,6745,7740,0,0
1,1,0,0,2016-09-07,6746,7740,0,0
1,1,0,0,2016-09-13,6747,7740,0,0
1,1,0,0,2016-09-14,6748,7740,0,0
0,1,1,0,2016-09-26,6749,7740,0,0
1,1,0,0,2016-10-04,6750,7740,0,0
1,1,0,0,2016-10-05,6751,7740,0,0
1,1,0,0,2016-10-11,6752,7740,0,0
1,1,0,0,2016-10-11,6753,7740,0,0
1,1,0,0,2016-10-12,6754,7740,0,0
0,1,0,0,2016-10-18,6755,7740,1,0
0,1,0,0,2016-10-19,6756,7740,1,0
1,1,0,0,2016-10-31,6757,7740,0,0
1,1,0,0,2016-11-01,6758,7740,0,0
1,1,0,0,2016-11-08,6759,7740,0,0
0,1,0,0,2016-11-09,6760,7740,1,0
