asistencias,citaciones,faltas_con_aviso,faltas_sin_aviso,fecha,id,id_legislador,licencia,pasaje_presidencia
1,1,0,0,2015-02-15,0,9891,0,0
1,1,0,0,2015-03-03,1,9891,0,0
1,1,0,0,2015-03-10,2,9891,0,0
0,1,0,0,2015-03-17,3,9891,1,0
1,1,0,0,2015-03-18,4,9891,0,0
0,1,0,0,2015-04-07,5,9891,1,0
0,1,0,0,2015-04-07,6,9891,1,0
1,1,0,0,2015-04-14,7,9891,0,0
1,1,0,0,2015-04-15,8,9891,0,0
1,1,0,0,2015-05-05,9,9891,0,0
1,1,0,0,2015-05-12,10,9891,0,0
0,1,0,0,2015-05-13,11,9891,1,0
0,1,0,0,2015-05-13,12,9891,1,0
0,1,1,0,2015-05-19,13,9891,0,0
1,1,0,0,2015-06-02,14,9891,0,0
0,1,0,0,2015-06-03,15,9891,1,0
1,1,0,0,2015-06-09,16,9891,0,0
1,1,0,0,2015-06-10,17,9891,0,0
0,1,0,0,2015-06-16,18,9891,1,0
0,1,0,0,2015-06-17,19,9891,1,0
0,1,0,0,2015-07-01,20,9891,1,0
0,1,0,0,2015-07-07,21,9891,1,0
0,1,0,0,2015-07-08,22,9891,1,0
1,1,0,0,2015-07-14,23,9891,0,0
1,1,0,0,2015-07-15,24,9891,0,0
1,1,0,0,2015-07-22,25,9891,0,0
1,1,0,0,2015-08-04,26,9891,0,0
1,1,0,0,2015-08-05,27,9891,0,0
1,1,0,0,2015-08-11,28,9891,0,0
1,1,0,0,2015-08-12,29,9891,0,0
0,1,0,0,2015-08-18,30,9891,1,0
1,1,0,0,2015-09-01,31,9891,0,0
1,1,0,0,2015-09-02,32,9891,0,0
1,1,0,0,2015-09-08,33,9891,0,0
1,1,0,0,2015-09-09,34,9891,0,0
0,1,0,0,2015-09-15,35,9891,1,0
0,1,0,0,2015-09-16,36,9891,1,0
1,1,0,0,2015-09-29,37,9891,0,0
1,1,0,0,2015-10-06,38,9891,0,0
0,1,1,0,2015-10-07,39,9891,0,0
1,1,0,0,2015-10-13,40,9891,0,0
1,1,0,0,2015-10-14,41,9891,0,0
1,1,0,0,2015-10-20,42,9891,0,0
0,1,0,0,2015-11-10,43,9891,1,0
1,1,0,0,2015-11-17,44,9891,0,0
1,1,0,0,2015-11-30,45,9891,0,0
1,1,0,0,2015-12-01,46,9891,0,0
1,1,0,0,2015-12-02,47,9891,0,0
0,1,1,0,2015-12-08,48,9891,0,0
1,1,0,0,2015-12-09,49,9891,0,0
0,1,0,0,2015-12-22,50,9891,1,0
0,1,0,0,2015-12-22,51,9891,1,0
0,1,0,0,2015-12-28,52,9891,1,0
0,1,1,0,2015-12-28,53,9891,0,0
0,1,0,0,2015-12-28,54,9891,1,0
0,1,0,0,2016-02-03,55,9891,1,0
1,1,0,0,2016-02-17,56,9891,0,0
1,1,0,0,2016-02-17,57,9891,0,0
1,1,0,0,2016-03-02,58,9891,0,0
1,1,0,0,2016-03-08,59,9891,0,0
1,1,0,0,2016-03-09,60,9891,0,0
1,1,0,0,2016-03-15,61,9891,0,0
0,1,1,0,2016-03-16,62,9891,0,0
0,1,0,0,2016-04-05,63,9891,1,0
1,1,0,0,2016-04-06,64,9891,0,0
1,1,0,0,2016-04-12,65,9891,0,0
0,1,1,0,2016-04-13,66,9891,0,0
1,1,0,0,2016-05-03,67,9891,0,0
1,1,0,0,2016-05-04,68,9891,0,0
0,1,1,0,2016-05-10,69,9891,0,0
1,1,0,0,2016-05-17,70,9891,0,0
1,1,0,0,2016-05-18,71,9891,0,0
0,1,0,0,2016-05-24,72,9891,1,0
0,1,0,0,2016-06-01,73,9891,1,0
0,1,0,0,2016-06-08,74,9891,1,0
1,1,0,0,2016-06-15,75,9891,0,0
1,1,0,0,2016-06-22,76,9891,0,0
0,1,0,0,2016-06-29,77,9891,1,0
0,1,0,0,2016-07-06,78,9891,1,0
0,1,0,0,2016-07-13,79,9891,1,0
1,1,0,0,2016-07-20,80,9891,0,0
0,1,1,0,2016-08-02,81,9891,0,0
0,1,1,0,2016-08-03,82,9891,0,0
1,1,0,0,2016-08-04,83,9891,0,0
1,1,0,0,2016-08-10,84,9891,0,0
0,1,0,0,2016-08-24,85,9891,1,0
1,1,0,0,2016-08-29,86,9891,0,0
0,1,0,0,2016-09-13,87,9891,1,0
0,1,0,0,2016-09-14,88,9891,1,0
0,1,1,0,2016-09-20,89,9891,0,0
0,1,1,0,2016-09-21,90,9891,0,0
1,1,0,0,2016-10-04,91,9891,0,0
0,1,1,0,2016-10-11,92,9891,0,0
0,1,1,0,2016-10-12,93,9891,0,0
1,1,0,0,2016-10-18,94,9891,0,0
0,1,1,0,2016-10-25,95,9891,0,0
1,1,0,0,2016-10-27,96,9891,0,0
0,1,0,0,2016-10-31,97,9891,1,0
1,1,0,0,2016-11-01,98,9891,0,0
1,1,0,0,2016-11-08,99,9891,0,0
0,1,1,0,2016-11-09,100,9891,0,0
1,1,0,0,2016-11-15,101,9891,0,0
1,1,0,0,2016-11-22,102,9891,0,0
0,1,0,0,2016-11-23,103,9891,1,0
1,1,0,0,2016-11-30,104,9891,0,0
1,1,0,0,2016-12-07,105,9891,0,0
1,1,0,0,2016-12-13,106,9891,0,0
1,1,0,0,2016-12-14,107,9891,0,0
1,1,0,0,2016-12-21,108,9891,0,0
1,1,0,0,2016-12-28,109,9891,0,0
0,1,0,0,2016-12-29,110,9891,1,0
1,1,0,0,2017-02-02,111,9891,0,0
1,1,0,0,2017-02-08,112,9891,0,0
1,1,0,0,2017-03-07,113,9891,0,0
1,1,0,0,2017-03-08,114,9891,0,0
1,1,0,0,2017-03-14,115,9891,0,0
1,1,0,0,2017-03-15,116,9891,0,0
0,1,0,0,2017-03-21,117,9891,1,0
1,1,0,0,2017-04-04,118,9891,0,0
1,1,0,0,2017-04-05,119,9891,0,0
0,1,0,0,2017-04-18,120,9891,1,0
1,1,0,0,2017-04-26,121,9891,0,0
1,1,0,0,2017-05-02,122,9891,0,0
1,1,0,0,2017-05-03,123,9891,0,0
1,1,0,0,2017-05-09,124,9891,0,0
0,1,1,0,2017-05-10,125,9891,0,0
1,1,0,0,2017-05-16,126,9891,0,0
1,1,0,0,2017-05-17,127,9891,0,0
1,1,0,0,2017-06-06,128,9891,0,0
1,1,0,0,2017-06-07,129,9891,0,0
1,1,0,0,2017-06-14,130,9891,0,0
0,1,0,0,2017-06-21,131,9891,1,0
0,1,0,0,2017-06-29,132,9891,1,0
0,1,0,0,2017-07-04,133,9891,1,0
0,1,0,0,2017-07-05,134,9891,1,0
0,1,0,0,2017-07-11,135,9891,1,0
0,1,0,0,2017-07-12,136,9891,1,0
1,1,0,0,2017-07-26,137,9891,0,0
1,1,0,0,2017-08-02,138,9891,0,0
1,1,0,0,2017-08-08,139,9891,0,0
1,1,0,0,2017-08-09,140,9891,0,0
0,1,0,0,2017-08-23,141,9891,1,0
1,1,0,0,2017-09-13,142,9891,0,0
1,1,0,0,2017-09-18,143,9891,0,0
1,1,0,0,2017-10-03,144,9891,0,0
1,1,0,0,2017-10-10,145,9891,0,0
1,1,0,0,2017-10-11,146,9891,0,0
0,1,0,0,2017-10-17,147,9891,1,0
0,1,0,0,2017-10-18,148,9891,1,0
0,1,1,0,2017-11-01,149,9891,0,0
1,1,0,0,2017-11-07,150,9891,0,0
1,1,0,0,2017-11-08,151,9891,0,0
1,1,0,0,2017-11-14,152,9891,0,0
0,1,0,0,2017-11-15,153,9891,1,0
0,1,0,0,2017-11-22,154,9891,1,0
1,1,0,0,2017-11-28,155,9891,0,0
1,1,0,0,2017-11-29,156,9891,0,0
1,1,0,0,2017-12-05,157,9891,0,0
1,1,0,0,2017-12-06,158,9891,0,0
1,1,0,0,2017-12-12,159,9891,0,0
0,1,0,0,2017-12-13,160,9891,1,0
1,1,0,0,2017-12-19,161,9891,0,0
0,1,0,0,2017-12-20,162,9891,1,0
0,1,0,0,2017-12-21,163,9891,1,0
1,1,0,0,2017-12-27,164,9891,0,0
1,1,0,0,2018-02-06,165,9891,0,0
0,1,0,0,2018-02-07,166,9891,1,0
0,1,0,0,2018-02-21,167,9891,1,0
0,1,0,0,2018-02-27,168,9891,1,0
1,1,0,0,2018-03-06,169,9891,0,0
0,1,1,0,2018-03-13,170,9891,0,0
1,1,0,0,2018-03-14,171,9891,0,0
0,1,0,0,2018-04-03,172,9891,1,0
1,1,0,0,2018-04-10,173,9891,0,0
1,1,0,0,2018-04-17,174,9891,0,0
1,1,0,0,2018-04-18,175,9891,0,0
1,1,0,0,2018-04-24,176,9891,0,0
1,1,0,0,2018-05-02,177,9891,0,0
1,1,0,0,2018-05-08,178,9891,0,0
1,1,0,0,2018-05-09,179,9891,0,0
1,1,0,0,2018-05-15,180,9891,0,0
1,1,0,0,2018-05-16,181,9891,0,0
0,1,0,0,2018-06-05,182,9891,1,0
1,1,0,0,2018-06-06,183,9891,0,0
1,1,0,0,2018-06-12,184,9891,0,0
1,1,0,0,2018-06-21,185,9891,0,0
0,1,0,0,2018-07-03,186,9891,1,0
0,1,0,0,2018-07-04,187,9891,1,0
0,1,0,0,2018-07-10,188,9891,1,0
0,1,0,0,2018-07-11,189,9891,1,0
0,1,0,0,2018-07-17,190,9891,1,0
1,1,0,0,2018-07-31,191,9891,0,0
1,1,0,0,2018-08-01,192,9891,0,0
1,1,0,0,2018-08-07,193,9891,0,0
1,1,0,0,2018-08-08,194,9891,0,0
1,1,0,0,2018-08-14,195,9891,0,0
1,1,0,0,2018-08-15,196,9891,0,0
0,1,0,0,2018-08-21,197,9891,1,0
0,1,1,0,2018-08-27,198,9891,0,0
1,1,0,0,2018-09-24,199,9891,0,0
0,1,0,0,2018-09-25,200,9891,1,0
0,1,0,0,2018-10-02,201,9891,1,0
1,1,0,0,2018-10-09,202,9891,0,0
1,1,0,0,2018-10-16,203,9891,0,0
1,1,0,0,2018-10-17,204,9891,0,0
0,1,0,0,2018-10-23,205,9891,1,0
0,1,0,0,2018-10-24,206,9891,1,0
0,1,0,0,2018-10-25,207,9891,1,0
1,1,0,0,2018-11-06,208,9891,0,0
1,1,0,0,2018-11-07,209,9891,0,0
0,1,0,0,2018-11-13,210,9891,1,0
0,1,0,0,2018-11-14,211,9891,1,0
0,1,0,0,2018-11-15,212,9891,1,0
0,1,0,0,2018-11-22,213,9891,1,0
1,1,0,0,2018-12-04,214,9891,0,0
1,1,0,0,2018-12-05,215,9891,0,0
1,1,0,0,2018-12-11,216,9891,0,0
1,1,0,0,2018-12-12,217,9891,0,0
1,1,0,0,2018-12-13,218,9891,0,0
1,1,0,0,2018-12-13,219,9891,0,0
0,1,1,0,2018-12-19,220,9891,0,0
0,1,1,0,2018-12-19,221,9891,0,0
0,1,0,0,2019-02-26,222,9891,1,0
0,1,0,0,2019-03-12,223,9891,1,0
1,1,0,0,2019-04-02,224,9891,0,0
1,1,0,0,2019-04-03,225,9891,0,0
0,1,0,0,2019-04-09,226,9891,1,0
0,1,0,0,2019-04-10,227,9891,1,0
0,1,0,0,2019-05-07,228,9891,1,0
0,1,0,1,2019-05-08,229,9891,0,0
1,1,0,0,2019-05-14,230,9891,0,0
1,1,0,0,2015-02-15,231,5146,0,0
1,1,0,0,2015-03-03,232,5146,0,0
1,1,0,0,2015-03-10,233,5146,0,0
1,1,0,0,2015-03-17,234,5146,0,0
1,1,0,0,2015-03-18,235,5146,0,0
1,1,0,0,2015-04-07,236,5146,0,0
1,1,0,0,2015-04-07,237,5146,0,0
1,1,0,0,2015-04-14,238,5146,0,0
1,1,0,0,2015-04-15,239,5146,0,0
1,1,0,0,2015-05-05,240,5146,0,0
1,1,0,0,2015-05-12,241,5146,0,0
1,1,0,0,2015-05-13,242,5146,0,0
1,1,0,0,2015-05-13,243,5146,0,0
1,1,0,0,2015-05-19,244,5146,0,0
1,1,0,0,2015-06-02,245,5146,0,0
1,1,0,0,2015-06-03,246,5146,0,0
1,1,0,0,2015-06-09,247,5146,0,0
1,1,0,0,2015-06-10,248,5146,0,0
1,1,0,0,2015-06-16,249,5146,0,0
1,1,0,0,2015-06-17,250,5146,0,0
1,1,0,0,2015-07-01,251,5146,0,0
1,1,0,0,2015-07-07,252,5146,0,0
1,1,0,0,2015-07-08,253,5146,0,0
1,1,0,0,2015-07-14,254,5146,0,0
1,1,0,0,2015-07-15,255,5146,0,0
1,1,0,0,2015-07-22,256,5146,0,0
1,1,0,0,2015-08-04,257,5146,0,0
1,1,0,0,2015-08-05,258,5146,0,0
1,1,0,0,2015-08-11,259,5146,0,0
1,1,0,0,2015-08-12,260,5146,0,0
1,1,0,0,2015-08-18,261,5146,0,0
1,1,0,0,2015-09-01,262,5146,0,0
1,1,0,0,2015-09-02,263,5146,0,0
0,1,0,0,2015-09-08,264,5146,1,0
1,1,0,0,2015-09-09,265,5146,0,0
0,1,0,0,2015-09-15,266,5146,1,0
0,1,0,0,2015-09-16,267,5146,1,0
1,1,0,0,2015-09-29,268,5146,0,0
1,1,0,0,2015-10-06,269,5146,0,0
1,1,0,0,2015-10-07,270,5146,0,0
1,1,0,0,2015-10-13,271,5146,0,0
1,1,0,0,2015-10-14,272,5146,0,0
1,1,0,0,2015-10-20,273,5146,0,0
1,1,0,0,2015-11-10,274,5146,0,0
0,1,0,0,2015-11-17,275,5146,1,0
1,1,0,0,2015-11-30,276,5146,0,0
1,1,0,0,2015-12-01,277,5146,0,0
1,1,0,0,2015-12-02,278,5146,0,0
1,1,0,0,2015-12-08,279,5146,0,0
1,1,0,0,2015-12-09,280,5146,0,0
1,1,0,0,2015-12-22,281,5146,0,0
1,1,0,0,2015-12-22,282,5146,0,0
1,1,0,0,2015-12-28,283,5146,0,0
1,1,0,0,2015-12-28,284,5146,0,0
1,1,0,0,2015-12-28,285,5146,0,0
1,1,0,0,2016-02-03,286,5146,0,0
1,1,0,0,2016-02-17,287,5146,0,0
1,1,0,0,2016-02-17,288,5146,0,0
1,1,0,0,2016-03-02,289,5146,0,0
1,1,0,0,2016-03-08,290,5146,0,0
1,1,0,0,2016-03-09,291,5146,0,0
1,1,0,0,2016-03-15,292,5146,0,0
1,1,0,0,2016-03-16,293,5146,0,0
1,1,0,0,2016-04-05,294,5146,0,0
1,1,0,0,2016-04-06,295,5146,0,0
1,1,0,0,2016-04-12,296,5146,0,0
1,1,0,0,2016-04-13,297,5146,0,0
1,1,0,0,2016-05-03,298,5146,0,0
1,1,0,0,2016-05-04,299,5146,0,0
1,1,0,0,2016-05-10,300,5146,0,0
1,1,0,0,2016-05-17,301,5146,0,0
1,1,0,0,2016-05-18,302,5146,0,0
1,1,0,0,2016-05-24,303,5146,0,0
1,1,0,0,2016-06-01,304,5146,0,0
1,1,0,0,2016-06-08,305,5146,0,0
0,1,0,0,2016-06-15,306,5146,1,0
0,1,0,0,2016-06-22,307,5146,1,0
0,1,0,0,2016-06-29,308,5146,1,0
0,1,0,0,2016-07-06,309,5146,1,0
1,1,0,0,2016-07-13,310,5146,0,0
1,1,0,0,2016-07-20,311,5146,0,0
1,1,0,0,2016-08-02,312,5146,0,0
1,1,0,0,2016-08-03,313,5146,0,0
1,1,0,0,2016-08-04,314,5146,0,0
1,1,0,0,2016-08-10,315,5146,0,0
1,1,0,0,2016-08-24,316,5146,0,0
1,1,0,0,2016-08-29,317,5146,0,0
1,1,0,0,2016-09-13,318,5146,0,0
1,1,0,0,2016-09-14,319,5146,0,0
0,1,0,0,2016-09-20,320,5146,1,0
1,1,0,0,2016-09-21,321,5146,0,0
1,1,0,0,2016-10-04,322,5146,0,0
1,1,0,0,2016-10-11,323,5146,0,0
1,1,0,0,2016-10-12,324,5146,0,0
1,1,0,0,2016-10-18,325,5146,0,0
1,1,0,0,2016-10-25,326,5146,0,0
1,1,0,0,2016-10-27,327,5146,0,0
1,1,0,0,2016-10-31,328,5146,0,0
1,1,0,0,2016-11-01,329,5146,0,0
1,1,0,0,2016-11-08,330,5146,0,0
1,1,0,0,2016-11-09,331,5146,0,0
1,1,0,0,2016-11-15,332,5146,0,0
1,1,0,0,2016-11-22,333,5146,0,0
1,1,0,0,2016-11-23,334,5146,0,0
0,1,0,0,2016-11-30,335,5146,1,0
1,1,0,0,2016-12-07,336,5146,0,0
1,1,0,0,2016-12-13,337,5146,0,0
1,1,0,0,2016-12-14,338,5146,0,0
1,1,0,0,2015-04-07,339,2743,0,0
1,1,0,0,2015-04-07,340,2743,0,0
1,1,0,0,2015-04-14,341,2743,0,0
1,1,0,0,2015-04-15,342,2743,0,0
1,1,0,0,2015-05-05,343,2743,0,0
1,1,0,0,2015-05-12,344,2743,0,0
1,1,0,0,2015-05-13,345,2743,0,0
1,1,0,0,2015-05-13,346,2743,0,0
1,1,0,0,2015-05-19,347,2743,0,0
1,1,0,0,2016-10-25,348,2743,0,0
1,1,0,0,2016-10-27,349,2743,0,0
1,1,0,0,2017-09-18,350,2743,0,0
1,1,0,0,2017-11-14,351,2743,0,0
1,1,0,0,2017-11-15,352,2743,0,0
1,1,0,0,2018-03-13,353,2743,0,0
1,1,0,0,2018-03-14,354,2743,0,0
1,1,0,0,2018-04-10,355,2743,0,0
1,1,0,0,2018-04-24,356,2743,0,0
1,1,0,0,2018-06-05,357,2743,0,0
1,1,0,0,2018-06-06,358,2743,0,0
1,1,0,0,2018-09-24,359,2743,0,0
1,1,0,0,2018-09-25,360,2743,0,0
1,1,0,0,2018-11-15,361,2743,0,0
1,1,0,0,2019-04-02,362,2743,0,0
1,1,0,0,2019-04-03,363,2743,0,0
1,1,0,0,2015-03-03,364,8883,0,0
1,1,0,0,2015-03-10,365,8883,0,0
0,1,0,0,2015-03-17,366,8883,1,0
0,1,0,0,2015-03-18,367,8883,1,0
0,1,0,0,2015-04-07,368,8883,1,0
0,1,0,0,2015-04-07,369,8883,1,0
1,1,0,0,2015-04-14,370,8883,0,0
1,1,0,0,2015-04-15,371,8883,0,0
0,1,0,0,2015-05-05,372,8883,1,0
0,1,0,0,2015-05-12,373,8883,1,0
0,1,0,0,2015-05-13,374,8883,1,0
0,1,0,0,2015-05-13,375,8883,1,0
0,1,0,0,2015-05-19,376,8883,1,0
1,1,0,0,2018-10-23,377,11535,0,0
1,1,0,0,2018-10-24,378,11535,0,0
1,1,0,0,2018-11-13,379,11535,0,0
1,1,0,0,2018-11-14,380,11535,0,0
0,1,1,0,2018-11-15,381,11535,0,0
1,1,0,0,2019-02-26,382,11535,0,0
1,1,0,0,2019-04-10,383,11535,0,0
1,1,0,0,2019-05-07,384,11535,0,0
0,1,0,1,2015-11-18,385,11535,0,0
0,1,0,1,2016-10-12,386,11535,0,0
0,1,0,1,2016-10-19,387,11535,0,0
0,1,0,1,2017-05-16,388,11535,0,0
0,1,0,1,2017-08-15,389,11535,0,0
0,1,0,1,2017-08-16,390,11535,0,0
0,1,0,1,2017-10-04,391,11535,0,0
0,1,0,1,2017-10-11,392,11535,0,0
0,1,0,1,2017-10-11,393,11535,0,0
0,1,0,1,2017-10-17,394,11535,0,0
0,1,0,1,2017-10-18,395,11535,0,0
0,1,0,1,2017-11-07,396,11535,0,0
0,1,0,1,2017-11-14,397,11535,0,0
0,1,0,1,2017-12-05,398,11535,0,0
0,1,0,1,2017-12-06,399,11535,0,0
0,1,0,1,2017-12-06,400,11535,0,0
1,1,0,0,2018-02-08,401,11535,0,0
1,1,0,0,2018-03-13,402,11535,0,0
1,1,0,0,2018-03-14,403,11535,0,0
1,1,0,0,2018-03-14,404,11535,0,0
0,1,0,1,2018-04-10,405,11535,0,0
1,1,0,0,2018-04-11,406,11535,0,0
1,1,0,0,2018-05-02,407,11535,0,0
1,1,0,0,2018-05-15,408,11535,0,0
1,1,0,0,2018-05-16,409,11535,0,0
1,1,0,0,2018-06-05,410,11535,0,0
1,1,0,0,2018-06-05,411,11535,0,0
1,1,0,0,2018-06-06,412,11535,0,0
1,1,0,0,2018-06-12,413,11535,0,0
1,1,0,0,2018-06-13,414,11535,0,0
1,1,0,0,2018-07-11,415,11535,0,0
1,1,0,0,2018-08-01,416,11535,0,0
1,1,0,0,2018-08-14,417,11535,0,0
1,1,0,0,2018-08-15,418,11535,0,0
1,1,0,0,2018-08-16,419,11535,0,0
1,1,0,0,2018-08-16,420,11535,0,0
1,1,0,0,2018-09-04,421,11535,0,0
1,1,0,0,2018-09-05,422,11535,0,0
1,1,0,0,2018-11-22,423,11535,0,0
1,1,0,0,2018-12-20,424,11535,0,0
1,1,0,0,2018-12-27,425,11535,0,0
1,1,0,0,2019-03-06,426,11535,0,0
1,1,0,0,2019-03-13,427,11535,0,0
1,1,0,0,2015-02-15,428,1044,0,0
1,1,0,0,2015-03-03,429,1044,0,0
1,1,0,0,2015-03-10,430,1044,0,0
1,1,0,0,2015-03-17,431,1044,0,0
0,1,0,0,2015-03-18,432,1044,1,0
1,1,0,0,2015-04-07,433,1044,0,0
1,1,0,0,2015-04-07,434,1044,0,0
1,1,0,0,2015-04-14,435,1044,0,0
1,1,0,0,2015-04-15,436,1044,0,0
0,1,0,0,2015-05-05,437,1044,1,0
0,1,0,0,2015-05-12,438,1044,1,0
0,1,0,0,2015-05-13,439,1044,1,0
0,1,0,0,2015-05-13,440,1044,1,0
1,1,0,0,2015-05-19,441,1044,0,0
1,1,0,0,2015-06-02,442,1044,0,0
1,1,0,0,2015-06-03,443,1044,0,0
1,1,0,0,2015-06-09,444,1044,0,0
1,1,0,0,2015-06-10,445,1044,0,0
1,1,0,0,2015-06-16,446,1044,0,0
1,1,0,0,2015-06-17,447,1044,0,0
0,1,0,0,2015-07-01,448,1044,1,0
0,1,0,0,2015-07-07,449,1044,1,0
0,1,0,0,2015-07-08,450,1044,1,0
1,1,0,0,2015-07-14,451,1044,0,0
1,1,0,0,2015-07-15,452,1044,0,0
1,1,0,0,2015-07-22,453,1044,0,0
1,1,0,0,2015-08-04,454,1044,0,0
1,1,0,0,2015-08-05,455,1044,0,0
1,1,0,0,2015-08-11,456,1044,0,0
0,1,0,0,2015-08-12,457,1044,1,0
1,1,0,0,2015-08-18,458,1044,0,0
1,1,0,0,2015-09-01,459,1044,0,0
1,1,0,0,2015-09-02,460,1044,0,0
1,1,0,0,2015-09-08,461,1044,0,0
1,1,0,0,2015-09-09,462,1044,0,0
1,1,0,0,2015-09-15,463,1044,0,0
1,1,0,0,2015-09-16,464,1044,0,0
1,1,0,0,2015-09-29,465,1044,0,0
1,1,0,0,2015-10-06,466,1044,0,0
1,1,0,0,2015-10-07,467,1044,0,0
1,1,0,0,2015-10-13,468,1044,0,0
1,1,0,0,2015-10-14,469,1044,0,0
1,1,0,0,2015-10-20,470,1044,0,0
1,1,0,0,2015-11-10,471,1044,0,0
1,1,0,0,2015-11-17,472,1044,0,0
1,1,0,0,2015-11-30,473,1044,0,0
1,1,0,0,2015-12-01,474,1044,0,0
1,1,0,0,2015-12-02,475,1044,0,0
0,1,0,0,2015-12-08,476,1044,1,0
0,1,0,0,2015-12-09,477,1044,1,0
1,1,0,0,2015-12-22,478,1044,0,0
1,1,0,0,2015-12-22,479,1044,0,0
1,1,0,0,2015-12-28,480,1044,0,0
0,1,0,1,2015-12-28,481,1044,0,0
1,1,0,0,2015-12-28,482,1044,0,0
1,1,0,0,2016-02-03,483,1044,0,0
1,1,0,0,2016-02-17,484,1044,0,0
1,1,0,0,2016-02-17,485,1044,0,0
1,1,0,0,2016-03-02,486,1044,0,0
1,1,0,0,2016-03-08,487,1044,0,0
1,1,0,0,2016-03-09,488,1044,0,0
1,1,0,0,2016-03-15,489,1044,0,0
1,1,0,0,2016-03-16,490,1044,0,0
0,1,0,0,2016-04-05,491,1044,1,0
1,1,0,0,2016-04-06,492,1044,0,0
0,1,0,0,2016-04-12,493,1044,1,0
1,1,0,0,2016-04-13,494,1044,0,0
1,1,0,0,2016-05-03,495,1044,0,0
1,1,0,0,2016-05-04,496,1044,0,0
1,1,0,0,2016-05-10,497,1044,0,0
1,1,0,0,2016-05-17,498,1044,0,0
0,1,0,0,2016-05-18,499,1044,1,0
1,1,0,0,2016-05-24,500,1044,0,0
1,1,0,0,2016-06-01,501,1044,0,0
1,1,0,0,2016-06-08,502,1044,0,0
1,1,0,0,2016-06-15,503,1044,0,0
0,1,0,0,2016-06-22,504,1044,1,0
0,1,0,0,2016-06-29,505,1044,1,0
0,1,0,0,2016-07-06,506,1044,1,0
1,1,0,0,2016-07-13,507,1044,0,0
1,1,0,0,2016-07-20,508,1044,0,0
1,1,0,0,2016-08-02,509,1044,0,0
1,1,0,0,2016-08-03,510,1044,0,0
1,1,0,0,2016-08-04,511,1044,0,0
1,1,0,0,2016-08-10,512,1044,0,0
1,1,0,0,2016-08-24,513,1044,0,0
1,1,0,0,2016-08-29,514,1044,0,0
1,1,0,0,2016-09-13,515,1044,0,0
1,1,0,0,2016-09-14,516,1044,0,0
0,1,0,0,2016-09-20,517,1044,1,0
0,1,0,0,2016-09-21,518,1044,1,0
1,1,0,0,2016-10-04,519,1044,0,0
1,1,0,0,2016-10-11,520,1044,0,0
1,1,0,0,2016-10-12,521,1044,0,0
1,1,0,0,2016-10-18,522,1044,0,0
0,1,1,0,2016-10-25,523,1044,0,0
1,1,0,0,2016-10-27,524,1044,0,0
1,1,0,0,2016-10-31,525,1044,0,0
1,1,0,0,2016-11-01,526,1044,0,0
1,1,0,0,2016-11-08,527,1044,0,0
1,1,0,0,2016-11-09,528,1044,0,0
1,1,0,0,2016-11-15,529,1044,0,0
1,1,0,0,2016-11-22,530,1044,0,0
0,1,0,0,2016-11-23,531,1044,1,0
1,1,0,0,2016-11-30,532,1044,0,0
1,1,0,0,2016-12-07,533,1044,0,0
1,1,0,0,2016-12-13,534,1044,0,0
1,1,0,0,2016-12-14,535,1044,0,0
1,1,0,0,2016-12-21,536,1044,0,0
1,1,0,0,2016-12-28,537,1044,0,0
1,1,0,0,2016-12-29,538,1044,0,0
1,1,0,0,2017-02-02,539,1044,0,0
1,1,0,0,2017-02-08,540,1044,0,0
1,1,0,0,2017-03-07,541,1044,0,0
1,1,0,0,2017-03-08,542,1044,0,0
1,1,0,0,2017-03-14,543,1044,0,0
1,1,0,0,2017-03-15,544,1044,0,0
1,1,0,0,2017-03-21,545,1044,0,0
1,1,0,0,2017-04-04,546,1044,0,0
1,1,0,0,2017-04-05,547,1044,0,0
1,1,0,0,2017-04-18,548,1044,0,0
1,1,0,0,2017-04-26,549,1044,0,0
1,1,0,0,2017-05-02,550,1044,0,0
1,1,0,0,2017-05-03,551,1044,0,0
1,1,0,0,2017-05-09,552,1044,0,0
1,1,0,0,2017-05-10,553,1044,0,0
1,1,0,0,2017-05-16,554,1044,0,0
1,1,0,0,2017-05-17,555,1044,0,0
1,1,0,0,2017-06-06,556,1044,0,0
1,1,0,0,2017-06-07,557,1044,0,0
1,1,0,0,2017-06-14,558,1044,0,0
1,1,0,0,2017-06-21,559,1044,0,0
1,1,0,0,2017-06-29,560,1044,0,0
0,1,0,0,2017-07-04,561,1044,1,0
0,1,0,0,2017-07-05,562,1044,1,0
0,1,0,0,2017-07-11,563,1044,1,0
0,1,0,0,2017-07-12,564,1044,1,0
1,1,0,0,2017-07-26,565,1044,0,0
0,1,0,0,2017-08-02,566,1044,1,0
0,1,0,0,2017-08-08,567,1044,1,0
1,1,0,0,2017-08-09,568,1044,0,0
1,1,0,0,2017-08-23,569,1044,0,0
1,1,0,0,2017-09-13,570,1044,0,0
1,1,0,0,2017-09-18,571,1044,0,0
1,1,0,0,2017-10-03,572,1044,0,0
1,1,0,0,2017-10-10,573,1044,0,0
1,1,0,0,2017-10-11,574,1044,0,0
1,1,0,0,2017-10-17,575,1044,0,0
1,1,0,0,2017-10-18,576,1044,0,0
1,1,0,0,2017-11-01,577,1044,0,0
1,1,0,0,2017-11-07,578,1044,0,0
1,1,0,0,2017-11-08,579,1044,0,0
