,id_senador,id_ficha,fecha_entrada
0,9974,142497,2019-02-15
1,9974,142063,2018-12-05
2,9974,141848,2018-11-14
3,9974,141494,2018-10-09
4,9974,140424,2018-07-10
5,9974,140425,2018-07-10
6,9974,139480,2018-05-02
7,9974,139089,2018-04-03
8,9974,138643,2018-03-06
9,9974,137830,2017-12-06
10,9974,137658,2017-11-22
11,9974,137375,2017-11-07
12,9974,137300,2017-11-01
13,9974,137051,2017-10-10
14,9974,135730,2017-07-13
15,9974,135668,2017-07-12
16,9974,135674,2017-07-12
17,9974,135482,2017-06-29
18,9974,135458,2017-06-27
19,9974,135165,2017-06-07
20,9974,135084,2017-06-05
21,9974,135085,2017-06-05
22,9974,134850,2017-05-16
23,9974,134776,2017-05-10
24,9974,134536,2017-04-26
25,9974,132929,2016-11-30
26,9974,132804,2016-11-22
27,9974,132655,2016-11-14
28,9974,132114,2016-10-18
29,9974,132117,2016-10-18
30,9974,132139,2016-10-14
31,9974,131836,2016-09-27
32,9974,130280,2016-06-15
33,9974,128446,2016-03-02
34,9974,128332,2016-02-16
35,9974,127268,2015-11-10
36,9974,125290,2015-07-01
37,9974,125291,2015-07-01
38,9974,124969,2015-06-10
