,id_senador,titulo,fecha_entrada,id_ficha,organismo
0,408,GRAL. LEANDRO GÓMEZ. RESTOS MORTALES. HURTO. INFORMES.,2018-12-04,142059,FISCALIA GENERAL NACION
1,408,VENEZUELA. ELECCIONES PARLAMENTARIAS. ACUERDO UNASUR. INFORMACIÓN,2015-11-13,127380,CORTE ELECTORAL
