,id_senador,id_ficha,fecha_entrada
0,7769,142497,2019-02-15
1,7769,142063,2018-12-05
2,7769,141848,2018-11-14
3,7769,141494,2018-10-09
4,7769,140424,2018-07-10
5,7769,140161,2018-06-18
6,7769,139576,2018-05-08
7,7769,139480,2018-05-02
8,7769,139089,2018-04-03
9,7769,138863,2018-03-13
10,7769,138864,2018-03-13
11,7769,138643,2018-03-06
12,7769,137830,2017-12-06
13,7769,137519,2017-11-14
14,7769,137375,2017-11-07
15,7769,137300,2017-11-01
16,7769,135668,2017-07-12
17,7769,135165,2017-06-07
18,7769,134953,2017-05-24
19,7769,134954,2017-05-24
20,7769,134955,2017-05-24
21,7769,134850,2017-05-16
22,7769,134776,2017-05-10
23,7769,134340,2017-04-05
24,7769,132929,2016-11-30
25,7769,132804,2016-11-22
26,7769,131836,2016-09-27
27,7769,131029,2016-08-03
28,7769,130766,2016-07-13
29,7769,130280,2016-06-15
30,7769,128594,2016-03-08
31,7769,128446,2016-03-02
32,7769,128332,2016-02-16
33,7769,126603,2015-09-16
34,7769,126527,2015-09-11
35,7769,125290,2015-07-01
36,7769,125289,2015-07-01
37,7769,125291,2015-07-01
38,7769,125293,2015-07-01
39,7769,125292,2015-07-01
