,id_senador,id_ficha,fecha_entrada
0,8584,142562,2019-03-06
1,8584,141548,2018-10-16
2,8584,140095,2018-06-12
3,8584,138412,2018-02-08
4,8584,137525,2017-11-14
5,8584,137016,2017-10-10
6,8584,137017,2017-10-10
7,8584,136681,2017-09-13
8,8584,135121,2017-06-06
9,8584,134856,2017-05-16
10,8584,134860,2017-05-16
11,8584,134313,2017-04-04
12,8584,133330,2016-12-28
13,8584,133071,2016-12-07
14,8584,131661,2016-09-14
15,8584,130608,2016-07-05
16,8584,129429,2016-05-03
17,8584,129428,2016-05-03
18,8584,127929,2015-12-15
19,8584,127931,2015-12-15
20,8584,127438,2015-11-17
21,8584,127266,2015-11-10
22,8584,126052,2015-08-18
23,8584,124969,2015-06-10
24,8584,124476,2015-05-12
25,8584,124478,2015-05-12
26,8584,123959,2015-04-07
27,8584,123750,2015-03-17
28,8584,123529,2015-03-04
29,8584,123524,2015-03-04
30,8584,123530,2015-03-04
31,8584,123542,2015-03-04
32,8584,123531,2015-03-04
