,id_comision,id_senador,fecha_reunion,citacion,falta_con_aviso,falta_sin_aviso,licencia,otras_comisiones
0,418,11524,2015-04-14,1,0,0,0,0
1,418,11524,2015-05-12,1,0,0,0,0
2,418,11524,2015-06-09,1,1,0,0,0
3,418,11524,2015-06-16,1,0,0,0,0
4,418,11524,2015-07-14,1,0,0,0,0
5,418,11524,2015-07-21,1,0,0,0,0
6,418,11524,2015-08-11,1,0,0,0,0
7,418,11524,2015-08-18,1,0,0,0,0
8,418,11524,2015-09-01,1,0,0,0,0
9,418,11524,2015-09-08,1,0,0,0,0
10,418,11524,2015-10-06,1,1,0,0,0
11,418,11524,2016-03-08,1,0,0,0,0
12,418,11524,2016-03-15,1,0,0,0,0
13,418,11524,2016-04-12,1,0,0,0,0
14,418,11524,2016-05-10,1,0,0,0,0
15,418,11524,2016-06-07,1,0,0,0,0
16,418,11524,2016-06-14,1,0,0,0,0
17,418,11524,2016-08-02,1,0,0,0,0
18,418,11524,2016-10-04,1,0,0,0,0
19,418,11524,2016-10-18,1,0,0,0,0
20,418,11524,2016-11-01,1,0,0,0,0
21,418,11524,2016-12-13,1,0,0,0,0
22,418,11524,2017-04-04,1,1,0,0,0
23,418,11524,2017-05-09,1,0,0,0,0
24,418,11524,2017-05-16,1,0,0,0,0
25,418,11524,2017-05-30,1,1,0,0,0
26,418,11524,2017-06-06,1,0,0,0,0
27,418,11524,2017-08-01,1,0,0,0,0
28,418,11524,2017-10-03,1,1,0,0,0
29,418,11524,2017-10-17,1,1,0,0,0
30,418,11524,2017-12-12,1,1,0,0,0
31,418,11524,2017-12-19,1,0,0,0,0
32,418,11524,2018-03-13,1,0,0,0,0
33,418,11524,2018-05-08,1,0,0,0,0
34,418,11524,2018-05-22,1,0,0,0,0
35,418,11524,2018-05-29,1,0,0,0,0
36,418,11524,2018-06-05,1,0,0,0,0
37,418,11524,2018-06-06,1,1,0,0,0
38,418,11524,2018-06-12,1,1,0,0,0
39,418,11524,2018-06-26,1,1,0,0,0
40,418,11524,2018-08-14,1,1,0,0,0
41,418,11524,2018-10-02,1,0,0,0,0
42,418,11524,2018-10-09,1,0,0,0,0
43,418,11524,2018-10-23,1,0,0,0,0
44,418,11524,2018-10-30,1,0,0,0,0
45,418,11524,2018-12-04,1,0,0,0,0
46,418,11524,2018-12-11,1,0,0,0,0
47,418,11524,2018-12-18,1,1,0,0,0
48,418,11524,2019-03-12,1,0,0,0,0
