,id_senador,fecha,citado,asistencia,falta_con_aviso,faltas_sin_aviso,con_licencia,pasaje_presidencia
0,2965,2015-02-15,1,1,0,0,0,0
1,2965,2015-03-03,1,1,0,0,0,0
2,2965,2015-03-10,1,1,0,0,0,0
3,2965,2015-03-17,1,1,0,0,0,0
4,2965,2015-03-18,1,1,0,0,0,0
5,2965,2015-04-07,1,1,0,0,0,0
6,2965,2015-04-07,1,1,0,0,0,0
7,2965,2015-04-14,1,1,0,0,0,0
8,2965,2015-04-15,1,1,0,0,0,0
9,2965,2015-05-05,1,1,0,0,0,0
10,2965,2015-05-12,1,1,0,0,0,0
11,2965,2015-05-13,1,1,0,0,0,0
12,2965,2015-05-13,1,1,0,0,0,0
13,2965,2015-05-19,1,1,0,0,0,0
14,2965,2015-06-02,1,1,0,0,0,0
15,2965,2015-06-03,1,0,0,0,1,0
16,2965,2015-06-09,1,1,0,0,0,0
17,2965,2015-06-10,1,1,0,0,0,0
18,2965,2015-06-16,1,0,0,0,1,0
19,2965,2015-06-17,1,0,0,0,1,0
20,2965,2015-07-01,1,1,0,0,0,0
21,2965,2015-07-07,1,1,0,0,0,0
22,2965,2015-07-08,1,1,0,0,0,0
23,2965,2015-07-14,1,1,0,0,0,0
24,2965,2015-07-15,1,1,0,0,0,0
25,2965,2015-07-22,1,1,0,0,0,0
26,2965,2015-08-04,1,1,0,0,0,0
27,2965,2015-08-05,1,1,0,0,0,0
28,2965,2015-08-11,1,1,0,0,0,0
29,2965,2015-08-12,1,1,0,0,0,0
30,2965,2015-08-18,1,1,0,0,0,0
31,2965,2015-09-01,1,1,0,0,0,0
32,2965,2015-09-02,1,1,0,0,0,0
33,2965,2015-09-08,1,1,0,0,0,0
34,2965,2015-09-09,1,0,0,0,1,0
35,2965,2015-09-15,1,1,0,0,0,0
36,2965,2015-09-16,1,1,0,0,0,0
37,2965,2015-09-29,1,1,0,0,0,0
38,2965,2015-10-06,1,1,0,0,0,0
39,2965,2015-10-07,1,1,0,0,0,0
40,2965,2015-10-13,1,1,0,0,0,0
41,2965,2015-10-14,1,1,0,0,0,0
42,2965,2015-10-20,1,1,0,0,0,0
43,2965,2015-11-10,1,1,0,0,0,0
44,2965,2015-11-17,1,1,0,0,0,0
45,2965,2015-11-30,1,1,0,0,0,0
46,2965,2015-12-01,1,1,0,0,0,0
47,2965,2015-12-02,1,1,0,0,0,0
48,2965,2015-12-08,1,1,0,0,0,0
49,2965,2015-12-09,1,1,0,0,0,0
50,2965,2015-12-22,1,1,0,0,0,0
51,2965,2015-12-22,1,1,0,0,0,0
52,2965,2015-12-28,1,1,0,0,0,0
53,2965,2015-12-28,1,0,1,0,0,0
54,2965,2015-12-28,1,1,0,0,0,0
55,2965,2016-02-03,1,1,0,0,0,0
56,2965,2016-02-17,1,1,0,0,0,0
57,2965,2016-02-17,1,1,0,0,0,0
58,2965,2016-03-02,1,1,0,0,0,0
59,2965,2016-03-08,1,1,0,0,0,0
60,2965,2016-03-09,1,1,0,0,0,0
61,2965,2016-03-15,1,1,0,0,0,0
62,2965,2016-03-16,1,1,0,0,0,0
63,2965,2016-04-05,1,1,0,0,0,0
64,2965,2016-04-06,1,0,0,0,1,0
65,2965,2016-04-12,1,1,0,0,0,0
66,2965,2016-04-13,1,1,0,0,0,0
67,2965,2016-05-03,1,1,0,0,0,0
68,2965,2016-05-04,1,1,0,0,0,0
69,2965,2016-05-10,1,1,0,0,0,0
70,2965,2016-05-17,1,0,0,0,1,0
71,2965,2016-05-18,1,0,0,0,1,0
72,2965,2016-05-24,1,1,0,0,0,0
73,2965,2016-06-01,1,1,0,0,0,0
74,2965,2016-06-08,1,1,0,0,0,0
75,2965,2016-06-15,1,0,0,0,1,0
76,2965,2016-06-22,1,1,0,0,0,0
77,2965,2016-06-29,1,1,0,0,0,0
78,2965,2016-07-06,1,1,0,0,0,0
79,2965,2016-07-13,1,1,0,0,0,0
80,2965,2016-07-20,1,1,0,0,0,0
81,2965,2016-08-02,1,1,0,0,0,0
82,2965,2016-08-03,1,1,0,0,0,0
83,2965,2016-08-04,1,1,0,0,0,0
84,2965,2016-08-10,1,1,0,0,0,0
85,2965,2016-08-24,1,1,0,0,0,0
86,2965,2016-08-29,1,1,0,0,0,0
87,2965,2016-09-13,1,1,0,0,0,0
88,2965,2016-09-14,1,1,0,0,0,0
89,2965,2016-09-20,1,0,0,0,1,0
90,2965,2016-09-21,1,0,0,0,1,0
91,2965,2016-10-04,1,1,0,0,0,0
92,2965,2016-10-11,1,1,0,0,0,0
93,2965,2016-10-12,1,1,0,0,0,0
94,2965,2016-10-18,1,1,0,0,0,0
95,2965,2016-10-25,1,1,0,0,0,0
96,2965,2016-10-27,1,1,0,0,0,0
97,2965,2016-10-31,1,1,0,0,0,0
98,2965,2016-11-01,1,1,0,0,0,0
99,2965,2016-11-08,1,1,0,0,0,0
100,2965,2016-11-09,1,1,0,0,0,0
101,2965,2016-11-15,1,1,0,0,0,0
102,2965,2016-11-22,1,1,0,0,0,0
103,2965,2016-11-23,1,0,0,0,1,0
104,2965,2016-11-30,1,1,0,0,0,0
105,2965,2016-12-07,1,0,0,0,1,0
106,2965,2016-12-13,1,1,0,0,0,0
107,2965,2016-12-14,1,1,0,0,0,0
108,2965,2016-12-21,1,1,0,0,0,0
109,2965,2016-12-28,1,0,0,0,1,0
110,2965,2016-12-29,1,1,0,0,0,0
111,2965,2017-02-02,1,1,0,0,0,0
112,2965,2017-02-08,1,1,0,0,0,0
113,2965,2017-03-07,1,1,0,0,0,0
114,2965,2017-03-08,1,1,0,0,0,0
115,2965,2017-03-14,1,1,0,0,0,0
116,2965,2017-03-15,1,0,0,0,1,0
117,2965,2017-03-21,1,1,0,0,0,0
118,2965,2017-04-04,1,1,0,0,0,0
119,2965,2017-04-05,1,1,0,0,0,0
120,2965,2017-04-18,1,1,0,0,0,0
121,2965,2017-04-26,1,1,0,0,0,0
122,2965,2017-05-02,1,1,0,0,0,0
123,2965,2017-05-03,1,1,0,0,0,0
124,2965,2017-05-09,1,1,0,0,0,0
125,2965,2017-05-10,1,1,0,0,0,0
126,2965,2017-05-16,1,1,0,0,0,0
127,2965,2017-05-17,1,1,0,0,0,0
128,2965,2017-06-06,1,1,0,0,0,0
129,2965,2017-06-07,1,1,0,0,0,0
130,2965,2017-06-14,1,1,0,0,0,0
131,2965,2017-06-21,1,0,0,0,1,0
132,2965,2017-06-29,1,1,0,0,0,0
133,2965,2017-07-04,1,1,0,0,0,0
134,2965,2017-07-05,1,1,0,0,0,0
135,2965,2017-07-11,1,1,0,0,0,0
136,2965,2017-07-12,1,1,0,0,0,0
137,2965,2017-07-26,1,1,0,0,0,0
138,2965,2017-08-02,1,1,0,0,0,0
139,2965,2017-08-08,1,1,0,0,0,0
140,2965,2017-08-09,1,1,0,0,0,0
141,2965,2017-08-23,1,1,0,0,0,0
142,2965,2017-09-13,1,1,0,0,0,0
143,2965,2017-09-18,1,1,0,0,0,0
144,2965,2017-10-03,1,1,0,0,0,0
145,2965,2017-10-10,1,1,0,0,0,0
146,2965,2017-10-11,1,1,0,0,0,0
147,2965,2017-10-17,1,1,0,0,0,0
148,2965,2017-10-18,1,1,0,0,0,0
149,2965,2017-11-01,1,1,0,0,0,0
150,2965,2017-11-07,1,1,0,0,0,0
151,2965,2017-11-08,1,1,0,0,0,0
152,2965,2017-11-14,1,1,0,0,0,0
153,2965,2017-11-15,1,0,0,0,1,0
154,2965,2017-11-22,1,1,0,0,0,0
155,2965,2017-11-28,1,1,0,0,0,0
156,2965,2017-11-29,1,1,0,0,0,0
157,2965,2017-12-05,1,1,0,0,0,0
158,2965,2017-12-06,1,0,0,0,1,0
159,2965,2017-12-12,1,1,0,0,0,0
160,2965,2017-12-13,1,1,0,0,0,0
161,2965,2017-12-19,1,1,0,0,0,0
162,2965,2017-12-20,1,1,0,0,0,0
163,2965,2017-12-21,1,1,0,0,0,0
164,2965,2017-12-27,1,1,0,0,0,0
165,2965,2018-02-06,1,0,0,0,1,0
166,2965,2018-02-07,1,0,0,0,1,0
167,2965,2018-02-21,1,1,0,0,0,0
168,2965,2018-02-27,1,1,0,0,0,0
169,2965,2018-03-06,1,1,0,0,0,0
170,2965,2018-03-13,1,1,0,0,0,0
171,2965,2018-03-14,1,0,0,0,1,0
172,2965,2018-04-03,1,1,0,0,0,0
173,2965,2018-04-10,1,1,0,0,0,0
174,2965,2018-04-17,1,1,0,0,0,0
175,2965,2018-04-18,1,1,0,0,0,0
176,2965,2018-04-24,1,1,0,0,0,0
177,2965,2018-05-02,1,1,0,0,0,0
178,2965,2018-05-08,1,1,0,0,0,0
179,2965,2018-05-09,1,1,0,0,0,0
180,2965,2018-05-15,1,1,0,0,0,0
181,2965,2018-05-16,1,1,0,0,0,0
182,2965,2018-06-05,1,1,0,0,0,0
183,2965,2018-06-06,1,1,0,0,0,0
184,2965,2018-06-12,1,1,0,0,0,0
185,2965,2018-06-21,1,1,0,0,0,0
186,2965,2018-07-03,1,1,0,0,0,0
187,2965,2018-07-04,1,1,0,0,0,0
188,2965,2018-07-10,1,1,0,0,0,0
189,2965,2018-07-11,1,1,0,0,0,0
190,2965,2018-07-17,1,1,0,0,0,0
191,2965,2018-07-31,1,1,0,0,0,0
192,2965,2018-08-01,1,1,0,0,0,0
193,2965,2018-08-07,1,1,0,0,0,0
194,2965,2018-08-08,1,1,0,0,0,0
195,2965,2018-08-14,1,1,0,0,0,0
196,2965,2018-08-15,1,1,0,0,0,0
197,2965,2018-08-21,1,1,0,0,0,0
198,2965,2018-08-27,1,1,0,0,0,0
199,2965,2018-09-24,1,1,0,0,0,0
200,2965,2018-09-25,1,1,0,0,0,0
201,2965,2018-10-02,1,1,0,0,0,0
202,2965,2018-10-09,1,1,0,0,0,0
203,2965,2018-10-16,1,1,0,0,0,0
204,2965,2018-10-17,1,0,0,0,1,0
205,2965,2018-10-23,1,1,0,0,0,0
206,2965,2018-10-24,1,1,0,0,0,0
207,2965,2018-10-25,1,0,0,0,1,0
208,2965,2018-11-06,1,1,0,0,0,0
209,2965,2018-11-07,1,1,0,0,0,0
210,2965,2018-11-13,1,1,0,0,0,0
211,2965,2018-11-14,1,1,0,0,0,0
212,2965,2018-11-15,1,1,0,0,0,0
213,2965,2018-11-22,1,1,0,0,0,0
214,2965,2018-12-04,1,1,0,0,0,0
215,2965,2018-12-05,1,1,0,0,0,0
216,2965,2018-12-11,1,1,0,0,0,0
217,2965,2018-12-12,1,0,0,0,1,0
218,2965,2018-12-13,1,1,0,0,0,0
219,2965,2018-12-13,1,1,0,0,0,0
220,2965,2018-12-19,1,0,0,0,1,0
221,2965,2018-12-19,1,0,0,0,1,0
222,2965,2019-02-26,1,0,0,0,1,0
223,2965,2019-03-12,1,0,0,0,1,0
