,id_senador,id_ficha,fecha_entrada
0,10209,142063,2018-12-05
1,10209,141848,2018-11-14
2,10209,141494,2018-10-09
3,10209,140668,2018-08-01
4,10209,140424,2018-07-10
5,10209,140425,2018-07-10
6,10209,139576,2018-05-08
7,10209,139480,2018-05-02
8,10209,139089,2018-04-03
9,10209,138864,2018-03-13
10,10209,138859,2018-03-13
11,10209,138863,2018-03-13
12,10209,138643,2018-03-06
13,10209,137830,2017-12-06
14,10209,137658,2017-11-22
15,10209,137519,2017-11-14
16,10209,137375,2017-11-07
17,10209,137300,2017-11-01
18,10209,137048,2017-10-11
19,10209,137051,2017-10-10
