,id_senador,id_ficha,fecha_entrada
0,9897,141950,2018-11-22
1,9897,140003,2018-06-05
2,9897,137525,2017-11-14
3,9897,134862,2017-05-16
4,9897,133858,2017-03-14
5,9897,133767,2017-03-07
6,9897,133711,2017-03-03
7,9897,133611,2017-02-15
8,9897,131660,2016-09-14
9,9897,131659,2016-09-14
10,9897,131238,2016-08-16
11,9897,131005,2016-08-02
12,9897,130611,2016-07-05
13,9897,128759,2016-03-16
14,9897,128585,2016-03-08
15,9897,125605,2015-07-23
16,9897,123959,2015-04-07
17,9897,123447,2015-02-15
