fecha,id,id_legislador,id_legislatura,id_proyecto,organismo
2015-07-01,547,277,6,125293,
2015-07-01,548,277,6,125292,
2015-06-10,549,277,6,124969,
2015-04-15,550,277,6,125032,
2017-08-09,551,11531,6,136210,
2019-05-07,552,6900,6,143426,BPS*
2019-04-03,553,6900,6,143137,MINISTERIO INTERIOR
2019-04-03,554,6900,6,143137,ASSE*
2019-04-03,555,6900,6,143137,MEC*
2019-04-03,556,6900,6,143137,MSP*
2019-04-03,557,6900,6,143137,MDN*
2019-04-03,558,6900,6,143137,HOSPITAL CLINICAS DR. MANUEL QUINTELA
2018-12-17,559,6900,6,142247,DINAMA*
2018-12-17,560,6900,6,142209,PNN*
2018-12-17,561,6900,6,142246,MTOP*
2018-10-04,562,6900,6,141472,ASSE*
2018-10-04,563,6900,6,141472,MSP*
2018-09-24,564,6900,6,141349,MSP*
2018-06-05,565,6900,6,139961,MDN*
2018-06-05,566,6900,6,139963,MINISTERIO INTERIOR
2018-05-15,567,6900,6,139701,CETP*
2018-05-03,568,6900,6,139536,MGAP*
2017-12-14,569,6900,6,137934,ASSE*
2017-11-14,570,6900,6,137551,FACULTAD CIENCIAS
2017-10-19,571,6900,6,137166,UTE*
2017-10-03,572,6900,6,136928,BSE*
2017-08-08,573,6900,6,136174,MDN*
2017-06-29,574,6900,6,135486,MINISTERIO INTERIOR
2017-06-06,575,6900,6,135138,MGAP*
2017-06-06,576,6900,6,135138,DINARA*
2017-03-13,577,6900,6,133866,CODICEN* (ANEP)
2017-03-13,578,6900,6,133867,MVOTMA*
2016-12-29,579,6900,6,133367,BROU*
2016-09-13,580,6900,6,131640,UTE*
2016-06-14,581,6900,6,130230,MEF*
2016-04-12,582,6900,6,129094,DGI*
2016-04-12,583,6900,6,129094,CODICEN* (ANEP)
2016-03-16,584,6900,6,128745,INC*
2015-09-01,585,6900,6,126323,OSE*
2015-08-10,586,6900,6,125868,MTOP*
2015-07-16,587,6900,6,125531,UTE*
2015-07-16,588,6900,6,125529,MVOTMA*
2019-04-10,589,6900,6,143192,
2019-04-09,590,6900,6,143144,
2019-03-13,591,6900,6,142562,
2019-03-11,592,6900,6,142699,
2019-02-12,593,6900,6,142491,
2018-12-05,594,6900,6,142060,
2018-11-22,595,6900,6,141926,
2018-11-12,596,6900,6,141809,
2018-07-10,597,6900,6,140424,
2018-07-10,598,6900,6,140425,
2018-06-18,599,6900,6,140161,
2018-06-12,600,6900,6,140077,
2018-04-17,601,6900,6,139308,
2018-03-09,602,6900,6,138818,
2018-03-06,603,6900,6,138686,
2018-02-07,604,6900,6,138322,
2017-12-06,605,6900,6,137830,
2017-12-05,606,6900,6,137800,
2017-11-21,607,6900,6,137648,
2017-11-15,608,6900,6,137606,
2017-11-14,609,6900,6,137535,
2017-08-09,610,6900,6,136210,
2017-07-12,611,6900,6,135674,
2017-07-04,612,6900,6,135553,
2017-06-27,613,6900,6,135458,
2017-06-13,614,6900,6,135267,
2017-06-05,615,6900,6,135084,
2017-06-05,616,6900,6,135085,
2017-04-27,617,6900,6,134583,
2017-04-26,618,6900,6,134536,
2016-11-30,619,6900,6,132925,
2016-10-06,620,6900,6,131983,
2016-09-14,621,6900,6,131814,
2016-09-13,622,6900,6,131639,
2016-07-20,623,6900,6,130844,
2016-06-14,624,6900,6,130226,
2016-04-12,625,6900,6,129090,
2016-03-08,626,6900,6,128594,
2015-12-15,627,6900,6,127929,
2015-12-08,628,6900,6,127766,
2018-03-06,629,7604,6,138649,SUPREMA CORTE JUSTICIA
2017-12-05,630,7604,6,137780,MTSS*
2017-10-03,631,7604,6,136854,MVOTMA*
2017-10-03,632,7604,6,136852,MIDES*
2017-10-03,633,7604,6,136850,MINISTERIO TURISMO
2017-10-03,634,7604,6,136817,MEC*
2017-10-03,635,7604,6,136861,ONSC*
2017-10-03,636,7604,6,136855,OPP*
2017-10-03,637,7604,6,136821,MGAP*
2017-10-03,638,7604,6,136820,MEF*
