,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,129428,2016-05-03,CRR,ENTRADA,,
1,129428,2016-05-03,CRR,ENTRADA,COMISION,212.0
2,129428,2016-05-10,CRR,TRATAMIENTO,COMISION,212.0
3,129428,2016-06-01,CRR,TRATAMIENTO,COMISION,212.0
4,129428,2016-06-14,CRR,TRATAMIENTO,COMISION,212.0
5,129428,2016-07-12,CRR,TRATAMIENTO,COMISION,212.0
6,129428,2016-08-16,CRR,TRATAMIENTO,COMISION,212.0
7,129428,2016-11-01,CRR,TRATAMIENTO,COMISION,212.0
8,129428,2016-11-15,CRR,TRATAMIENTO,COMISION,212.0
9,129428,2016-12-13,CRR,APRUEBA,COMISION,212.0
10,129428,2016-12-13,CRR,APRUEBA,,
11,129428,2016-12-15,CSS,ENTRADA,,
12,129428,2016-12-21,CSS,ENTRADA,COMISION,336.0
13,129428,2017-07-06,CSS,TRATAMIENTO,COMISION,336.0
14,129428,2017-07-13,CSS,APRUEBA,COMISION,336.0
15,129428,2017-08-08,CRR,ENTRADA,,
16,129428,2017-08-08,CRR,ENTRADA,COMISION,212.0
17,129428,2017-10-03,CRR,APRUEBA,COMISION,212.0
18,129428,2017-12-12,CRR,APRUEBA,,
19,129428,2017-12-22,P.E.,APRUEBA,LEY,19577.0
