,id_senador,titulo,fecha_entrada,id_ficha,organismo
0,2912,ACCIDENTADOS ARTIGAS (ARTIGAS) 15 FEBRERO 2015. TRASLADO A MONTEVIDEO. PROCEDIMIENTO. INFORMES.,2015-03-03,123482,MSP*
