,id_senador,id_ficha,fecha_entrada
0,4500,142699,2019-03-11
1,4500,140424,2018-07-10
2,4500,138818,2018-03-09
3,4500,138454,2018-02-20
4,4500,138434,2018-02-19
5,4500,137830,2017-12-06
6,4500,137773,2017-12-05
7,4500,137718,2017-11-28
8,4500,137720,2017-11-28
9,4500,137499,2017-11-14
10,4500,137535,2017-11-14
11,4500,136766,2017-09-26
12,4500,136210,2017-08-09
13,4500,135267,2017-06-13
14,4500,134583,2017-04-27
15,4500,132925,2016-11-30
16,4500,132308,2016-10-27
17,4500,131814,2016-09-14
18,4500,128969,2016-04-06
19,4500,128970,2016-04-06
20,4500,128968,2016-04-06
21,4500,128966,2016-04-06
22,4500,128967,2016-04-06
23,4500,128976,2016-04-06
24,4500,128977,2016-04-06
25,4500,128975,2016-04-06
26,4500,128971,2016-04-06
27,4500,128974,2016-04-06
28,4500,128594,2016-03-08
29,4500,127769,2015-12-08
30,4500,126823,2015-10-06
31,4500,125462,2015-07-14
32,4500,125010,2015-06-16
33,4500,124889,2015-06-08
34,4500,123992,2015-04-07
