,id_senador,id_ficha,fecha_entrada
0,7604,142497,2019-02-15
1,7604,141631,2018-10-24
2,7604,140034,2018-06-06
3,7604,139623,2018-05-09
4,7604,139480,2018-05-02
5,7604,139316,2018-04-17
6,7604,138666,2018-03-06
7,7604,138667,2018-03-06
8,7604,138669,2018-03-06
9,7604,134310,2017-04-04
10,7604,133349,2016-12-28
11,7604,133163,2016-12-13
12,7604,133025,2016-12-06
13,7604,132179,2016-10-19
14,7604,131517,2016-09-06
15,7604,128973,2016-04-06
16,7604,125764,2015-08-04
17,7604,125765,2015-08-04
18,7604,125256,2015-07-01
19,7604,124969,2015-06-10
