,id_senador,id_ficha,fecha_entrada
0,260,142562,2019-03-06
1,260,142054,2018-12-04
2,260,142043,2018-12-04
3,260,141921,2018-11-22
4,260,141756,2018-11-06
5,260,141546,2018-10-16
6,260,141227,2018-09-13
7,260,141076,2018-09-04
8,260,141075,2018-09-04
9,260,140535,2018-07-17
10,260,139992,2018-06-05
11,260,140003,2018-06-05
12,260,138818,2018-03-09
13,260,137937,2017-12-14
14,260,137017,2017-10-10
15,260,135389,2017-06-22
16,260,134313,2017-04-04
17,260,134318,2017-04-04
18,260,133923,2017-03-15
19,260,133711,2017-03-03
20,260,133598,2017-02-15
21,260,131635,2016-09-13
22,260,129710,2016-05-17
23,260,129429,2016-05-03
24,260,129434,2016-05-03
25,260,129435,2016-05-03
26,260,128940,2016-04-06
27,260,128771,2016-03-16
28,260,127996,2015-12-21
29,260,127438,2015-11-17
30,260,126518,2015-09-11
31,260,126284,2015-09-01
32,260,125515,2015-07-15
33,260,125369,2015-07-08
34,260,125371,2015-07-08
35,260,125087,2015-06-18
36,260,124149,2015-04-15
37,260,123946,2015-04-07
38,260,123532,2015-03-03
39,260,123447,2015-02-15
