,id_senador,titulo,fecha_entrada,id_ficha,organismo
0,5246,CARGO INTENDENTE TREINTA Y TRES. INCOMPATIBILIDADES E IMPEDIMENTOS FUNCIONARIO UTE. INFORMES.,2017-07-26,135905,ONSC*
1,5246,CARGO INTENDENTE TREINTA Y TRES. INCOMPATIBILIDADES E IMPEDIMENTOS FUNCIONARIO UTE. INFORMES.,2017-07-24,135884,CORTE ELECTORAL
2,5246,ELECCIONES NACIONALES 2014. PROCLAMACIÓN. CONSULTAS. INFORMES.,2017-04-19,134430,CORTE ELECTORAL
