,id_senador,id_ficha,fecha_entrada
0,5167,139152,2018-04-09
1,5167,138818,2018-03-09
2,5167,136210,2017-08-09
3,5167,135267,2017-06-13
4,5167,134583,2017-04-27
5,5167,134073,2017-03-23
6,5167,133642,2017-02-15
7,5167,132925,2016-11-30
8,5167,132308,2016-10-27
9,5167,132138,2016-10-18
10,5167,131814,2016-09-14
11,5167,128592,2016-03-08
12,5167,128594,2016-03-08
13,5167,128330,2016-02-15
14,5167,128297,2016-02-02
15,5167,126823,2015-10-06
16,5167,126122,2015-08-19
17,5167,125462,2015-07-14
18,5167,123873,2015-03-24
