,id_senador,id_ficha,fecha_entrada
0,5262,141848,2018-11-14
1,5262,141494,2018-10-09
2,5262,140668,2018-08-01
3,5262,140544,2018-07-17
4,5262,140424,2018-07-10
5,5262,140425,2018-07-10
6,5262,139576,2018-05-08
7,5262,139089,2018-04-03
8,5262,138859,2018-03-13
9,5262,138863,2018-03-13
10,5262,138864,2018-03-13
11,5262,138643,2018-03-06
12,5262,137830,2017-12-06
13,5262,137658,2017-11-22
14,5262,137519,2017-11-14
15,5262,137375,2017-11-07
16,5262,137300,2017-11-01
17,5262,137051,2017-10-10
18,5262,135668,2017-07-12
19,5262,135674,2017-07-12
20,5262,135482,2017-06-29
21,5262,135458,2017-06-27
22,5262,135165,2017-06-07
23,5262,135085,2017-06-05
24,5262,135084,2017-06-05
25,5262,134850,2017-05-16
26,5262,134536,2017-04-26
27,5262,134340,2017-04-05
28,5262,132929,2016-11-30
29,5262,132804,2016-11-22
30,5262,132114,2016-10-18
31,5262,132117,2016-10-18
32,5262,131029,2016-08-03
33,5262,130280,2016-06-15
34,5262,130145,2016-06-08
35,5262,129710,2016-05-17
36,5262,128446,2016-03-02
37,5262,128332,2016-02-16
38,5262,127268,2015-11-10
39,5262,125290,2015-07-01
