asistencias,citaciones,faltas_con_aviso,faltas_sin_aviso,fecha,id_comision,id_senador,licencia,otras_comisiones
1,1,0,0,2017-04-04 00:00:00,1098,7604,0,0
1,1,0,0,2017-04-18 00:00:00,1098,7604,0,0
1,1,0,0,2017-05-02 00:00:00,1098,7604,0,0
1,1,0,0,2017-05-09 00:00:00,1098,7604,0,0
0,1,1,0,2017-05-16 00:00:00,1098,7604,0,0
1,1,0,0,2017-06-06 00:00:00,1098,7604,0,0
1,1,0,0,2017-06-13 00:00:00,1098,7604,0,0
1,1,0,0,2017-07-04 00:00:00,1098,7604,0,0
0,1,1,0,2017-07-11 00:00:00,1098,7604,0,0
1,1,0,0,2017-08-08 00:00:00,1098,7604,0,0
1,1,0,0,2017-08-15 00:00:00,1098,7604,0,0
0,1,1,0,2017-08-29 00:00:00,1098,7604,0,0
0,1,1,0,2017-09-05 00:00:00,1098,7604,0,0
0,1,1,0,2017-09-12 00:00:00,1098,7604,0,0
0,1,1,0,2017-11-07 00:00:00,1098,7604,0,0
1,1,0,0,2017-11-14 00:00:00,1098,7604,0,0
1,1,0,0,2017-11-17 00:00:00,1098,7604,0,0
0,1,1,0,2017-12-05 00:00:00,1098,7604,0,0
1,1,0,0,2017-12-13 00:00:00,1098,7604,0,0
1,1,0,0,2018-03-06 00:00:00,1098,7604,0,0
0,1,1,0,2018-03-13 00:00:00,1098,7604,0,0
1,1,0,0,2018-04-03 00:00:00,1098,7604,0,0
0,1,1,0,2018-04-10 00:00:00,1098,7604,0,0
1,1,0,0,2018-04-17 00:00:00,1098,7604,0,0
1,1,0,0,2018-05-08 00:00:00,1098,7604,0,0
0,1,1,0,2018-06-12 00:00:00,1098,7604,0,0
0,1,1,0,2018-07-17 00:00:00,1098,7604,0,0
1,1,0,0,2018-08-23 00:00:00,1098,7604,0,0
0,1,1,0,2018-09-04 00:00:00,1098,7604,0,0
0,1,1,0,2018-09-11 00:00:00,1098,7604,0,0
1,1,0,0,2018-09-18 00:00:00,1098,7604,0,0
0,1,1,0,2018-10-09 00:00:00,1098,7604,0,0
0,1,1,0,2018-10-16 00:00:00,1098,7604,0,0
0,1,1,0,2018-11-06 00:00:00,1098,7604,0,0
0,1,1,0,2018-12-04 00:00:00,1098,7604,0,0
1,1,0,0,2019-03-12 00:00:00,1098,7604,0,0
0,1,1,0,2019-04-02 00:00:00,1098,7604,0,0
1,1,0,0,2019-04-09 00:00:00,1098,7604,0,0
1,1,0,0,2017-03-23 00:00:00,1117,7604,0,0
0,1,1,0,2016-06-09 00:00:00,336,7604,0,0
1,1,0,0,2016-07-07 00:00:00,336,7604,0,0
1,1,0,0,2017-03-23 00:00:00,336,7604,0,0
1,1,0,0,2017-06-08 00:00:00,336,7604,0,0
1,1,0,0,2015-08-05 00:00:00,945,7604,0,0
1,1,0,0,2015-08-12 00:00:00,945,7604,0,0
1,1,0,0,2016-06-01 00:00:00,945,7604,0,0
1,1,0,0,2016-06-08 00:00:00,945,7604,0,0
0,1,1,0,2016-09-28 00:00:00,945,7604,0,0
1,1,0,0,2017-03-22 00:00:00,945,7604,0,0
0,1,0,1,2018-05-02 00:00:00,945,7604,0,0
0,1,1,0,2018-12-12 00:00:00,945,7604,0,0
1,1,0,0,2015-08-05 00:00:00,354,7604,0,0
1,1,0,0,2015-08-12 00:00:00,354,7604,0,0
0,1,1,0,2016-06-01 00:00:00,354,7604,0,0
1,1,0,0,2016-06-08 00:00:00,354,7604,0,0
1,1,0,0,2016-07-06 00:00:00,354,7604,0,0
0,1,1,0,2018-05-02 00:00:00,354,7604,0,0
0,1,1,0,2018-12-12 00:00:00,354,7604,0,0
0,1,1,0,2018-12-27 00:00:00,354,7604,0,0
1,1,0,0,2016-12-08 00:00:00,1132,7604,0,0
1,1,0,0,2016-12-15 00:00:00,1132,7604,0,0
1,1,0,0,2017-02-20 00:00:00,1132,7604,0,0
1,1,0,0,2017-03-06 00:00:00,1132,7604,0,0
1,1,0,0,2017-03-13 00:00:00,1132,7604,0,0
1,1,0,0,2017-04-03 00:00:00,1132,7604,0,0
1,1,0,0,2017-05-08 00:00:00,1132,7604,0,0
1,1,0,0,2017-05-15 00:00:00,1132,7604,0,0
0,1,1,0,2017-06-05 00:00:00,1132,7604,0,0
1,1,0,0,2017-06-12 00:00:00,1132,7604,0,0
1,1,0,0,2017-07-03 00:00:00,1132,7604,0,0
0,1,1,0,2017-07-10 00:00:00,1132,7604,0,0
1,1,0,0,2017-07-17 00:00:00,1132,7604,0,0
1,1,0,0,2017-08-07 00:00:00,1132,7604,0,0
0,1,1,0,2017-08-14 00:00:00,1132,7604,0,0
0,1,1,0,2017-09-04 00:00:00,1132,7604,0,0
1,1,0,0,2017-09-11 00:00:00,1132,7604,0,0
0,1,1,0,2017-09-18 00:00:00,1132,7604,0,0
0,1,1,0,2017-10-02 00:00:00,1132,7604,0,0
1,1,0,0,2017-11-06 00:00:00,1132,7604,0,0
0,1,1,0,2017-11-13 00:00:00,1132,7604,0,0
1,1,0,0,2017-12-04 00:00:00,1132,7604,0,0
1,1,0,0,2018-03-05 00:00:00,1132,7604,0,0
1,1,0,0,2018-03-12 00:00:00,1132,7604,0,0
1,1,0,0,2018-04-02 00:00:00,1132,7604,0,0
0,1,1,0,2018-04-09 00:00:00,1132,7604,0,0
1,1,0,0,2018-04-16 00:00:00,1132,7604,0,0
0,1,1,0,2018-05-07 00:00:00,1132,7604,0,0
1,1,0,0,2018-05-14 00:00:00,1132,7604,0,0
1,1,0,0,2018-06-04 00:00:00,1132,7604,0,0
1,1,0,0,2018-06-11 00:00:00,1132,7604,0,0
1,1,0,0,2018-06-18 00:00:00,1132,7604,0,0
1,1,0,0,2018-06-20 00:00:00,1132,7604,0,0
1,1,0,0,2018-08-29 00:00:00,1132,7604,0,0
1,1,0,0,2015-08-11 00:00:00,311,11531,0,0
1,1,0,0,2015-08-12 00:00:00,317,11531,0,0
1,1,0,0,2015-04-08 00:00:00,220,7604,0,0
0,1,1,0,2015-04-15 00:00:00,220,7604,0,0
1,1,0,0,2015-05-19 00:00:00,220,7604,0,0
1,1,0,0,2015-05-27 00:00:00,220,7604,0,0
1,1,0,0,2015-06-03 00:00:00,220,7604,0,0
1,1,0,0,2015-06-10 00:00:00,220,7604,0,0
1,1,0,0,2015-06-16 00:00:00,220,7604,0,0
1,1,0,0,2015-07-01 00:00:00,220,7604,0,0
1,1,0,0,2015-07-22 00:00:00,220,7604,0,0
1,1,0,0,2015-08-19 00:00:00,220,7604,0,0
1,1,0,0,2015-09-09 00:00:00,220,7604,0,0
1,1,0,0,2015-10-07 00:00:00,220,7604,0,0
1,1,0,0,2015-11-04 00:00:00,220,7604,0,0
1,1,0,0,2015-11-11 00:00:00,220,7604,0,0
1,1,0,0,2015-11-18 00:00:00,220,7604,0,0
1,1,0,0,2015-11-25 00:00:00,220,7604,0,0
1,1,0,0,2015-12-02 00:00:00,220,7604,0,0
1,1,0,0,2015-12-09 00:00:00,220,7604,0,0
1,1,0,0,2016-02-10 00:00:00,220,7604,0,0
1,1,0,0,2016-03-09 00:00:00,220,7604,0,0
1,1,0,0,2016-03-30 00:00:00,220,7604,0,0
1,1,0,0,2016-04-06 00:00:00,220,7604,0,0
1,1,0,0,2016-04-13 00:00:00,220,7604,0,0
1,1,0,0,2016-04-20 00:00:00,220,7604,0,0
1,1,0,0,2016-04-27 00:00:00,220,7604,0,0
1,1,0,0,2016-05-04 00:00:00,220,7604,0,0
1,1,0,0,2016-05-18 00:00:00,220,7604,0,0
1,1,0,0,2016-06-15 00:00:00,220,7604,0,0
0,1,1,0,2016-07-06 00:00:00,220,7604,0,0
1,1,0,0,2016-07-13 00:00:00,220,7604,0,0
1,1,0,0,2016-08-10 00:00:00,220,7604,0,0
1,1,0,0,2016-09-07 00:00:00,220,7604,0,0
0,1,0,1,2016-10-12 00:00:00,220,7604,0,0
0,1,1,0,2016-11-09 00:00:00,220,7604,0,0
0,1,0,0,2016-11-23 00:00:00,220,7604,0,1
1,1,0,0,2016-12-07 00:00:00,220,7604,0,0
1,1,0,0,2017-03-15 00:00:00,220,7604,0,0
1,1,0,0,2017-04-05 00:00:00,220,7604,0,0
1,1,0,0,2017-04-19 00:00:00,220,7604,0,0
1,1,0,0,2017-05-03 00:00:00,220,7604,0,0
1,1,0,0,2017-05-17 00:00:00,220,7604,0,0
1,1,0,0,2017-06-14 00:00:00,220,7604,0,0
1,1,0,0,2017-06-28 00:00:00,220,7604,0,0
1,1,0,0,2017-07-05 00:00:00,220,7604,0,0
1,1,0,0,2017-07-12 00:00:00,220,7604,0,0
1,1,0,0,2017-08-09 00:00:00,220,7604,0,0
0,1,1,0,2017-08-16 00:00:00,220,7604,0,0
0,1,1,0,2017-09-06 00:00:00,220,7604,0,0
1,1,0,0,2017-11-01 00:00:00,220,7604,0,0
1,1,0,0,2017-11-15 00:00:00,220,7604,0,0
1,1,0,0,2017-12-13 00:00:00,220,7604,0,0
1,1,0,0,2018-03-14 00:00:00,220,7604,0,0
0,1,0,1,2018-04-11 00:00:00,220,7604,0,0
0,1,0,0,2018-05-02 00:00:00,220,7604,0,1
1,1,0,0,2018-05-09 00:00:00,220,7604,0,0
1,1,0,0,2018-05-16 00:00:00,220,7604,0,0
1,1,0,0,2018-05-23 00:00:00,220,7604,0,0
1,1,0,0,2018-06-06 00:00:00,220,7604,0,0
0,1,1,0,2018-06-13 00:00:00,220,7604,0,0
1,1,0,0,2018-07-11 00:00:00,220,7604,0,0
0,1,1,0,2018-08-01 00:00:00,220,7604,0,0
1,1,0,0,2018-08-22 00:00:00,220,7604,0,0
1,1,0,0,2018-09-05 00:00:00,220,7604,0,0
1,1,0,0,2018-09-12 00:00:00,220,7604,0,0
1,1,0,0,2018-10-03 00:00:00,220,7604,0,0
1,1,0,0,2018-10-17 00:00:00,220,7604,0,0
0,1,1,0,2018-10-24 00:00:00,220,7604,0,0
1,1,0,0,2018-11-07 00:00:00,220,7604,0,0
0,1,1,0,2018-12-05 00:00:00,220,7604,0,0
1,1,0,0,2019-03-06 00:00:00,220,7604,0,0
1,1,0,0,2019-03-13 00:00:00,220,7604,0,0
0,1,1,0,2019-04-03 00:00:00,220,7604,0,0
0,1,0,1,2019-04-10 00:00:00,220,7604,0,0
1,1,0,0,2016-05-03 00:00:00,1087,5304,0,0
1,1,0,0,2018-05-22 00:00:00,1087,5304,0,0
1,1,0,0,2016-05-03 00:00:00,347,5304,0,0
1,1,0,0,2016-05-17 00:00:00,347,5304,0,0
1,1,0,0,2019-03-12 00:00:00,347,5304,0,0
1,1,0,0,2017-11-13 00:00:00,430,10209,0,0
1,1,0,0,2018-03-13 00:00:00,430,10209,0,0
1,1,0,0,2018-10-08 00:00:00,430,10209,0,0
1,1,0,0,2017-09-20 00:00:00,331,10209,0,0
1,1,0,0,2017-10-04 00:00:00,331,10209,0,0
1,1,0,0,2017-10-11 00:00:00,331,10209,0,0
1,1,0,0,2017-11-08 00:00:00,331,10209,0,0
1,1,0,0,2017-11-27 00:00:00,331,10209,0,0
1,1,0,0,2017-12-13 00:00:00,331,10209,0,0
1,1,0,0,2017-12-18 00:00:00,331,10209,0,0
1,1,0,0,2018-02-21 00:00:00,331,10209,0,0
1,1,0,0,2018-02-26 00:00:00,331,10209,0,0
1,1,0,0,2018-03-07 00:00:00,331,10209,0,0
1,1,0,0,2018-03-12 00:00:00,331,10209,0,0
0,1,1,0,2018-03-21 00:00:00,331,10209,0,0
1,1,0,0,2018-04-04 00:00:00,331,10209,0,0
1,1,0,0,2018-04-11 00:00:00,331,10209,0,0
1,1,0,0,2018-05-02 00:00:00,331,10209,0,0
1,1,0,0,2018-05-09 00:00:00,331,10209,0,0
1,1,0,0,2018-05-16 00:00:00,331,10209,0,0
0,1,0,0,2018-06-06 00:00:00,331,10209,0,1
0,1,1,0,2018-06-13 00:00:00,331,10209,0,0
1,1,0,0,2018-07-04 00:00:00,331,10209,0,0
1,1,0,0,2018-08-01 00:00:00,331,10209,0,0
1,1,0,0,2018-08-10 00:00:00,331,10209,0,0
1,1,0,0,2018-08-15 00:00:00,331,10209,0,0
1,1,0,0,2018-10-03 00:00:00,331,10209,0,0
1,1,0,0,2018-10-04 00:00:00,331,10209,0,0
1,1,0,0,2018-10-09 00:00:00,331,10209,0,0
1,1,0,0,2018-10-23 00:00:00,331,10209,0,0
1,1,0,0,2018-11-07 00:00:00,331,10209,0,0
1,1,0,0,2018-11-08 00:00:00,331,10209,0,0
1,1,0,0,2018-11-21 00:00:00,331,10209,0,0
1,1,0,0,2018-11-29 00:00:00,331,10209,0,0
1,1,0,0,2018-12-05 00:00:00,331,10209,0,0
1,1,0,0,2019-03-13 00:00:00,331,10209,0,0
1,1,0,0,2019-03-19 00:00:00,331,10209,0,0
1,1,0,0,2019-04-10 00:00:00,331,10209,0,0
1,1,0,0,2017-10-04 00:00:00,317,10209,0,0
1,1,0,0,2017-10-11 00:00:00,317,10209,0,0
1,1,0,0,2017-10-18 00:00:00,317,10209,0,0
1,1,0,0,2017-10-25 00:00:00,317,10209,0,0
1,1,0,0,2017-11-08 00:00:00,317,10209,0,0
1,1,0,0,2017-11-22 00:00:00,317,10209,0,0
1,1,0,0,2017-12-06 00:00:00,317,10209,0,0
1,1,0,0,2017-12-13 00:00:00,317,10209,0,0
1,1,0,0,2017-12-20 00:00:00,317,10209,0,0
1,1,0,0,2017-10-23 00:00:00,1122,10209,0,0
1,1,0,0,2017-10-30 00:00:00,1122,10209,0,0
1,1,0,0,2017-11-07 00:00:00,1122,10209,0,0
1,1,0,0,2018-03-06 00:00:00,311,10209,0,0
1,1,0,0,2018-03-13 00:00:00,311,10209,0,0
1,1,0,0,2018-04-03 00:00:00,311,10209,0,0
1,1,0,0,2018-04-10 00:00:00,311,10209,0,0
1,1,0,0,2018-04-17 00:00:00,311,10209,0,0
1,1,0,0,2018-04-24 00:00:00,311,10209,0,0
1,1,0,0,2018-05-08 00:00:00,311,10209,0,0
1,1,0,0,2018-05-15 00:00:00,311,10209,0,0
1,1,0,0,2018-05-22 00:00:00,311,10209,0,0
1,1,0,0,2018-05-24 00:00:00,311,10209,0,0
1,1,0,0,2018-05-29 00:00:00,311,10209,0,0
1,1,0,0,2018-06-05 00:00:00,311,10209,0,0
1,1,0,0,2018-06-12 00:00:00,311,10209,0,0
1,1,0,0,2018-06-20 00:00:00,311,10209,0,0
1,1,0,0,2018-06-26 00:00:00,311,10209,0,0
1,1,0,0,2018-07-17 00:00:00,311,10209,0,0
1,1,0,0,2018-07-24 00:00:00,311,10209,0,0
1,1,0,0,2018-07-31 00:00:00,311,10209,0,0
1,1,0,0,2018-08-14 00:00:00,311,10209,0,0
1,1,0,0,2018-10-02 00:00:00,311,10209,0,0
1,1,0,0,2018-10-09 00:00:00,311,10209,0,0
1,1,0,0,2018-10-22 00:00:00,311,10209,0,0
1,1,0,0,2018-10-23 00:00:00,311,10209,0,0
1,1,0,0,2018-10-30 00:00:00,311,10209,0,0
1,1,0,0,2018-11-06 00:00:00,311,10209,0,0
1,1,0,0,2018-11-13 00:00:00,311,10209,0,0
1,1,0,0,2018-11-20 00:00:00,311,10209,0,0
1,1,0,0,2018-11-27 00:00:00,311,10209,0,0
1,1,0,0,2018-12-04 00:00:00,311,10209,0,0
1,1,0,0,2018-12-11 00:00:00,311,10209,0,0
1,1,0,0,2018-12-18 00:00:00,311,10209,0,0
1,1,0,0,2019-03-12 00:00:00,311,10209,0,0
1,1,0,0,2019-03-19 00:00:00,311,10209,0,0
1,1,0,0,2019-04-02 00:00:00,311,10209,0,0
1,1,0,0,2019-04-09 00:00:00,311,10209,0,0
1,1,0,0,2018-05-16 00:00:00,322,10209,0,0
1,1,0,0,2018-07-25 00:00:00,322,10209,0,0
1,1,0,0,2019-03-13 00:00:00,322,10209,0,0
1,1,0,0,2019-04-10 00:00:00,322,10209,0,0
1,1,0,0,2017-10-11 00:00:00,324,10209,0,0
1,1,0,0,2017-11-08 00:00:00,324,10209,0,0
1,1,0,0,2017-11-22 00:00:00,324,10209,0,0
1,1,0,0,2017-12-06 00:00:00,324,10209,0,0
1,1,0,0,2017-12-13 00:00:00,324,10209,0,0
1,1,0,0,2018-03-07 00:00:00,324,10209,0,0
1,1,0,0,2018-03-14 00:00:00,324,10209,0,0
1,1,0,0,2018-04-03 00:00:00,324,10209,0,0
1,1,0,0,2018-04-17 00:00:00,324,10209,0,0
1,1,0,0,2018-05-15 00:00:00,324,10209,0,0
1,1,0,0,2018-07-17 00:00:00,324,10209,0,0
1,1,0,0,2018-10-02 00:00:00,324,10209,0,0
0,1,1,0,2018-11-06 00:00:00,324,10209,0,0
0,1,1,0,2018-12-17 00:00:00,324,10209,0,0
1,1,0,0,2019-03-12 00:00:00,324,10209,0,0
1,1,0,0,2018-08-22 00:00:00,1104,10209,0,0
1,1,0,0,2018-08-28 00:00:00,1104,10209,0,0
1,1,0,0,2018-08-29 00:00:00,1104,10209,0,0
1,1,0,0,2018-08-30 00:00:00,1104,10209,0,0
1,1,0,0,2018-08-31 00:00:00,1104,10209,0,0
1,1,0,0,2018-09-03 00:00:00,1104,10209,0,0
1,1,0,0,2018-09-04 00:00:00,1104,10209,0,0
1,1,0,0,2018-09-05 00:00:00,1104,10209,0,0
1,1,0,0,2018-09-06 00:00:00,1104,10209,0,0
1,1,0,0,2018-09-07 00:00:00,1104,10209,0,0
0,1,1,0,2018-09-10 00:00:00,1104,10209,0,0
1,1,0,0,2018-09-11 00:00:00,1104,10209,0,0
1,1,0,0,2018-09-12 00:00:00,1104,10209,0,0
1,1,0,0,2018-09-13 00:00:00,1104,10209,0,0
1,1,0,0,2018-09-14 00:00:00,1104,10209,0,0
1,1,0,0,2018-09-18 00:00:00,1104,10209,0,0
1,1,0,0,2018-09-19 00:00:00,1104,10209,0,0
1,1,0,0,2017-10-03 00:00:00,418,10209,0,0
1,1,0,0,2017-10-17 00:00:00,418,10209,0,0
1,1,0,0,2017-11-07 00:00:00,418,10209,0,0
1,1,0,0,2017-12-05 00:00:00,418,10209,0,0
1,1,0,0,2017-12-12 00:00:00,418,10209,0,0
1,1,0,0,2017-12-19 00:00:00,418,10209,0,0
1,1,0,0,2018-03-13 00:00:00,418,10209,0,0
1,1,0,0,2018-04-17 00:00:00,418,10209,0,0
1,1,0,0,2018-05-08 00:00:00,418,10209,0,0
1,1,0,0,2018-05-15 00:00:00,418,10209,0,0
1,1,0,0,2018-05-22 00:00:00,418,10209,0,0
1,1,0,0,2018-05-29 00:00:00,418,10209,0,0
1,1,0,0,2018-06-05 00:00:00,418,10209,0,0
1,1,0,0,2018-06-06 00:00:00,418,10209,0,0
1,1,0,0,2018-06-12 00:00:00,418,10209,0,0
1,1,0,0,2018-06-26 00:00:00,418,10209,0,0
1,1,0,0,2018-07-03 00:00:00,418,10209,0,0
1,1,0,0,2018-07-10 00:00:00,418,10209,0,0
1,1,0,0,2018-08-14 00:00:00,418,10209,0,0
1,1,0,0,2018-10-02 00:00:00,418,10209,0,0
1,1,0,0,2018-10-09 00:00:00,418,10209,0,0
1,1,0,0,2018-10-23 00:00:00,418,10209,0,0
1,1,0,0,2018-10-30 00:00:00,418,10209,0,0
1,1,0,0,2018-11-13 00:00:00,418,10209,0,0
1,1,0,0,2018-12-04 00:00:00,418,10209,0,0
1,1,0,0,2018-12-11 00:00:00,418,10209,0,0
1,1,0,0,2018-12-18 00:00:00,418,10209,0,0
1,1,0,0,2019-03-12 00:00:00,418,10209,0,0
1,1,0,0,2019-04-02 00:00:00,418,10209,0,0
1,1,0,0,2019-04-09 00:00:00,418,10209,0,0
0,1,1,0,2016-07-20 00:00:00,1120,9969,0,0
1,1,0,0,2016-07-27 00:00:00,1120,9969,0,0
1,1,0,0,2016-12-21 00:00:00,1120,9969,0,0
1,1,0,0,2017-02-08 00:00:00,1120,9969,0,0
0,1,1,0,2017-03-22 00:00:00,1120,9969,0,0
0,1,1,0,2017-04-19 00:00:00,1120,9969,0,0
0,1,1,0,2017-04-27 00:00:00,1120,9969,0,0
0,1,1,0,2017-05-31 00:00:00,1120,9969,0,0
1,1,0,0,2017-06-28 00:00:00,1120,9969,0,0
0,1,1,0,2017-07-19 00:00:00,1120,9969,0,0
1,1,0,0,2017-07-26 00:00:00,1120,9969,0,0
0,1,1,0,2017-09-06 00:00:00,1120,9969,0,0
0,1,1,0,2017-09-27 00:00:00,1120,9969,0,0
1,1,0,0,2017-10-03 00:00:00,1120,9969,0,0
0,1,1,0,2017-10-19 00:00:00,1120,9969,0,0
1,1,0,0,2018-04-25 00:00:00,1120,9969,0,0
0,1,1,0,2018-05-30 00:00:00,1120,9969,0,0
0,1,1,0,2018-06-27 00:00:00,1120,9969,0,0
0,1,1,0,2018-07-25 00:00:00,1120,9969,0,0
0,1,1,0,2015-06-02 00:00:00,347,9969,0,0
1,1,0,0,2015-07-07 00:00:00,347,9969,0,0
1,1,0,0,2015-07-14 00:00:00,347,9969,0,0
1,1,0,0,2015-08-11 00:00:00,347,9969,0,0
0,1,1,0,2015-08-18 00:00:00,347,9969,0,0
1,1,0,0,2015-09-01 00:00:00,347,9969,0,0
1,1,0,0,2015-09-08 00:00:00,347,9969,0,0
1,1,0,0,2015-09-15 00:00:00,347,9969,0,0
0,1,1,0,2015-10-06 00:00:00,347,9969,0,0
0,1,1,0,2015-12-21 00:00:00,347,9969,0,0
1,1,0,0,2016-03-08 00:00:00,347,9969,0,0
1,1,0,0,2015-07-01 00:00:00,324,9969,0,0
1,1,0,0,2015-07-08 00:00:00,324,9969,0,0
1,1,0,0,2015-07-15 00:00:00,324,9969,0,0
1,1,0,0,2015-08-05 00:00:00,324,9969,0,0
0,1,1,0,2015-08-12 00:00:00,324,9969,0,0
1,1,0,0,2015-09-16 00:00:00,324,9969,0,0
1,1,0,0,2016-03-02 00:00:00,324,9969,0,0
0,1,1,0,2016-03-09 00:00:00,324,9969,0,0
1,1,0,0,2016-04-06 00:00:00,324,9969,0,0
1,1,0,0,2016-05-04 00:00:00,324,9969,0,0
0,1,1,0,2016-05-11 00:00:00,324,9969,0,0
1,1,0,0,2016-07-13 00:00:00,324,9969,0,0
1,1,0,0,2016-08-03 00:00:00,324,9969,0,0
1,1,0,0,2016-11-09 00:00:00,324,9969,0,0
0,1,1,0,2016-11-16 00:00:00,324,9969,0,0
0,1,1,0,2017-02-15 00:00:00,324,9969,0,0
1,1,0,0,2017-03-08 00:00:00,324,9969,0,0
1,1,0,0,2017-04-05 00:00:00,324,9969,0,0
1,1,0,0,2017-05-10 00:00:00,324,9969,0,0
1,1,0,0,2017-06-14 00:00:00,324,9969,0,0
0,1,1,0,2017-07-12 00:00:00,324,9969,0,0
0,1,1,0,2017-08-16 00:00:00,324,9969,0,0
0,1,1,0,2017-10-11 00:00:00,324,9969,0,0
1,1,0,0,2017-11-08 00:00:00,324,9969,0,0
0,1,1,0,2017-11-22 00:00:00,324,9969,0,0
1,1,0,0,2017-12-06 00:00:00,324,9969,0,0
0,1,1,0,2018-03-07 00:00:00,324,9969,0,0
1,1,0,0,2018-03-14 00:00:00,324,9969,0,0
1,1,0,0,2018-04-03 00:00:00,324,9969,0,0
1,1,0,0,2018-04-17 00:00:00,324,9969,0,0
1,1,0,0,2018-05-15 00:00:00,324,9969,0,0
1,1,0,0,2018-07-17 00:00:00,324,9969,0,0
1,1,0,0,2018-10-02 00:00:00,324,9969,0,0
1,1,0,0,2018-11-06 00:00:00,324,9969,0,0
0,1,1,0,2018-12-17 00:00:00,324,9969,0,0
1,1,0,0,2019-03-12 00:00:00,324,9969,0,0
0,1,1,0,2016-04-04 00:00:00,927,9969,0,0
1,1,0,0,2016-04-11 00:00:00,927,9969,0,0
1,1,0,0,2016-05-09 00:00:00,927,9969,0,0
1,1,0,0,2016-06-13 00:00:00,927,9969,0,0
0,1,1,0,2016-06-20 00:00:00,927,9969,0,0
0,1,1,0,2016-08-01 00:00:00,927,9969,0,0
0,1,1,0,2016-08-08 00:00:00,927,9969,0,0
0,1,1,0,2016-09-19 00:00:00,927,9969,0,0
0,1,1,0,2016-09-26 00:00:00,927,9969,0,0
1,1,0,0,2016-10-03 00:00:00,927,9969,0,0
1,1,0,0,2016-10-17 00:00:00,927,9969,0,0
0,1,1,0,2016-11-07 00:00:00,927,9969,0,0
1,1,0,0,2016-11-14 00:00:00,927,9969,0,0
0,1,1,0,2016-11-21 00:00:00,927,9969,0,0
1,1,0,0,2016-12-05 00:00:00,927,9969,0,0
1,1,0,0,2016-12-12 00:00:00,927,9969,0,0
0,1,1,0,2016-12-19 00:00:00,927,9969,0,0
1,1,0,0,2017-03-06 00:00:00,927,9969,0,0
0,1,1,0,2017-03-27 00:00:00,927,9969,0,0
1,1,0,0,2017-04-03 00:00:00,927,9969,0,0
0,1,1,0,2017-04-24 00:00:00,927,9969,0,0
1,1,0,0,2017-05-08 00:00:00,927,9969,0,0
0,1,1,0,2017-05-15 00:00:00,927,9969,0,0
0,1,1,0,2017-05-29 00:00:00,927,9969,0,0
1,1,0,0,2017-06-05 00:00:00,927,9969,0,0
0,1,1,0,2017-06-12 00:00:00,927,9969,0,0
0,1,1,0,2017-06-26 00:00:00,927,9969,0,0
1,1,0,0,2017-07-03 00:00:00,927,9969,0,0
1,1,0,0,2017-07-10 00:00:00,927,9969,0,0
0,1,1,0,2017-07-31 00:00:00,927,9969,0,0
1,1,0,0,2017-08-07 00:00:00,927,9969,0,0
0,1,1,0,2017-08-14 00:00:00,927,9969,0,0
0,1,1,0,2017-09-25 00:00:00,927,9969,0,0
1,1,0,0,2017-10-02 00:00:00,927,9969,0,0
1,1,0,0,2017-10-09 00:00:00,927,9969,0,0
1,1,0,0,2017-11-06 00:00:00,927,9969,0,0
1,1,0,0,2017-11-13 00:00:00,927,9969,0,0
1,1,0,0,2017-11-27 00:00:00,927,9969,0,0
1,1,0,0,2017-12-04 00:00:00,927,9969,0,0
0,1,1,0,2017-12-11 00:00:00,927,9969,0,0
0,1,1,0,2017-12-18 00:00:00,927,9969,0,0
1,1,0,0,2018-03-05 00:00:00,927,9969,0,0
1,1,0,0,2018-03-12 00:00:00,927,9969,0,0
1,1,0,0,2018-03-22 00:00:00,927,9969,0,0
1,1,0,0,2018-04-02 00:00:00,927,9969,0,0
1,1,0,0,2018-04-09 00:00:00,927,9969,0,0
1,1,0,0,2018-04-16 00:00:00,927,9969,0,0
1,1,0,0,2018-05-07 00:00:00,927,9969,0,0
1,1,0,0,2018-05-14 00:00:00,927,9969,0,0
1,1,0,0,2018-06-04 00:00:00,927,9969,0,0
1,1,0,0,2018-06-11 00:00:00,927,9969,0,0
1,1,0,0,2018-07-02 00:00:00,927,9969,0,0
1,1,0,0,2018-07-09 00:00:00,927,9969,0,0
1,1,0,0,2018-07-16 00:00:00,927,9969,0,0
1,1,0,0,2018-08-06 00:00:00,927,9969,0,0
1,1,0,0,2018-08-13 00:00:00,927,9969,0,0
1,1,0,0,2018-10-01 00:00:00,927,9969,0,0
1,1,0,0,2018-10-08 00:00:00,927,9969,0,0
0,1,1,0,2018-10-10 00:00:00,927,9969,0,0
1,1,0,0,2018-11-05 00:00:00,927,9969,0,0
0,1,1,0,2018-11-12 00:00:00,927,9969,0,0
1,1,0,0,2018-12-10 00:00:00,927,9969,0,0
1,1,0,0,2019-03-11 00:00:00,927,9969,0,0
1,1,0,0,2019-04-01 00:00:00,927,9969,0,0
1,1,0,0,2019-04-08 00:00:00,927,9969,0,0
0,1,1,0,2015-04-13 00:00:00,321,9969,0,0
0,1,1,0,2015-04-20 00:00:00,321,9969,0,0
1,1,0,0,2015-05-25 00:00:00,321,9969,0,0
0,1,1,0,2015-06-08 00:00:00,321,9969,0,0
0,1,1,0,2015-06-15 00:00:00,321,9969,0,0
