,estado,fecha_entrada,id_ficha,id_senador,organismo,tipo,titulo,nombre
2062,,2015-07-01,125290,10008,CSS,PROYECTO DE LEY,INMUEBLES RURALES. DERECHO PROPIEDAD. TITULARIDAD. MODIFICACIÓN.,"Lazo, Sandra"
2063,,2015-07-01,125290,10008,CSS,PROYECTO DE LEY,INMUEBLES RURALES. DERECHO PROPIEDAD. TITULARIDAD. MODIFICACIÓN.,"Lazo, Sandra"
2064,,2015-07-01,125290,10008,CSS,PROYECTO DE LEY,INMUEBLES RURALES. DERECHO PROPIEDAD. TITULARIDAD. MODIFICACIÓN.,"Lazo, Sandra"
2065,,2015-07-01,125290,10008,CSS,PROYECTO DE LEY,INMUEBLES RURALES. DERECHO PROPIEDAD. TITULARIDAD. MODIFICACIÓN.,"Lazo, Sandra"
2066,,2015-07-01,125290,10008,CSS,PROYECTO DE LEY,INMUEBLES RURALES. DERECHO PROPIEDAD. TITULARIDAD. MODIFICACIÓN.,"Lazo, Sandra"
2067,,2015-07-01,125290,10008,CSS,PROYECTO DE LEY,INMUEBLES RURALES. DERECHO PROPIEDAD. TITULARIDAD. MODIFICACIÓN.,"Lazo, Sandra"
2068,,2015-07-01,125290,10008,CSS,PROYECTO DE LEY,INMUEBLES RURALES. DERECHO PROPIEDAD. TITULARIDAD. MODIFICACIÓN.,"Lazo, Sandra"
2069,,2015-07-01,125290,10008,CSS,PROYECTO DE LEY,INMUEBLES RURALES. DERECHO PROPIEDAD. TITULARIDAD. MODIFICACIÓN.,"Lazo, Sandra"
2070,,2015-07-01,125290,10008,CSS,PROYECTO DE LEY,INMUEBLES RURALES. DERECHO PROPIEDAD. TITULARIDAD. MODIFICACIÓN.,"Lazo, Sandra"
2071,,2015-07-01,125290,10008,CSS,PROYECTO DE LEY,INMUEBLES RURALES. DERECHO PROPIEDAD. TITULARIDAD. MODIFICACIÓN.,"Lazo, Sandra"
2072,,2015-07-01,125290,10008,CSS,PROYECTO DE LEY,INMUEBLES RURALES. DERECHO PROPIEDAD. TITULARIDAD. MODIFICACIÓN.,"Lazo, Sandra"
2073,,2015-07-01,125290,10008,CSS,PROYECTO DE LEY,INMUEBLES RURALES. DERECHO PROPIEDAD. TITULARIDAD. MODIFICACIÓN.,"Lazo, Sandra"
2074,,2015-07-01,125289,10008,CSS,PROYECTO DE LEY,PEONES PRÁCTICOS Y OBREROS NO ESPECIALIZADOS. TRABAJO. MODIFICACIÓN.,"Lazo, Sandra"
2075,,2015-07-01,125289,10008,CSS,PROYECTO DE LEY,PEONES PRÁCTICOS Y OBREROS NO ESPECIALIZADOS. TRABAJO. MODIFICACIÓN.,"Lazo, Sandra"
2076,,2015-07-01,125289,10008,CSS,PROYECTO DE LEY,PEONES PRÁCTICOS Y OBREROS NO ESPECIALIZADOS. TRABAJO. MODIFICACIÓN.,"Lazo, Sandra"
2077,,2015-07-01,125289,10008,CSS,PROYECTO DE LEY,PEONES PRÁCTICOS Y OBREROS NO ESPECIALIZADOS. TRABAJO. MODIFICACIÓN.,"Lazo, Sandra"
2078,,2015-07-01,125289,10008,CSS,PROYECTO DE LEY,PEONES PRÁCTICOS Y OBREROS NO ESPECIALIZADOS. TRABAJO. MODIFICACIÓN.,"Lazo, Sandra"
2079,,2015-07-01,125289,10008,CSS,PROYECTO DE LEY,PEONES PRÁCTICOS Y OBREROS NO ESPECIALIZADOS. TRABAJO. MODIFICACIÓN.,"Lazo, Sandra"
2080,,2015-07-01,125289,10008,CSS,PROYECTO DE LEY,PEONES PRÁCTICOS Y OBREROS NO ESPECIALIZADOS. TRABAJO. MODIFICACIÓN.,"Lazo, Sandra"
2081,,2015-07-01,125289,10008,CSS,PROYECTO DE LEY,PEONES PRÁCTICOS Y OBREROS NO ESPECIALIZADOS. TRABAJO. MODIFICACIÓN.,"Lazo, Sandra"
2082,,2015-07-01,125289,10008,CSS,PROYECTO DE LEY,PEONES PRÁCTICOS Y OBREROS NO ESPECIALIZADOS. TRABAJO. MODIFICACIÓN.,"Lazo, Sandra"
2083,,2015-07-01,125289,10008,CSS,PROYECTO DE LEY,PEONES PRÁCTICOS Y OBREROS NO ESPECIALIZADOS. TRABAJO. MODIFICACIÓN.,"Lazo, Sandra"
2084,,2015-07-01,125291,10008,CSS,LEY,PUERTO JOSE CARBAJAL EL SABALERO. PUERTO SAUCE (COLONIA). DENOMINACION. MODIFICACION.,"Lazo, Sandra"
2085,,2015-07-01,125291,10008,CSS,LEY,PUERTO JOSE CARBAJAL EL SABALERO. PUERTO SAUCE (COLONIA). DENOMINACION. MODIFICACION.,"Lazo, Sandra"
2086,,2015-07-01,125291,10008,CSS,LEY,PUERTO JOSE CARBAJAL EL SABALERO. PUERTO SAUCE (COLONIA). DENOMINACION. MODIFICACION.,"Lazo, Sandra"
2087,,2015-07-01,125291,10008,CSS,LEY,PUERTO JOSE CARBAJAL EL SABALERO. PUERTO SAUCE (COLONIA). DENOMINACION. MODIFICACION.,"Lazo, Sandra"
2088,,2015-07-01,125291,10008,CSS,LEY,PUERTO JOSE CARBAJAL EL SABALERO. PUERTO SAUCE (COLONIA). DENOMINACION. MODIFICACION.,"Lazo, Sandra"
2089,,2015-07-01,125291,10008,CSS,LEY,PUERTO JOSE CARBAJAL EL SABALERO. PUERTO SAUCE (COLONIA). DENOMINACION. MODIFICACION.,"Lazo, Sandra"
2090,,2015-07-01,125291,10008,CSS,LEY,PUERTO JOSE CARBAJAL EL SABALERO. PUERTO SAUCE (COLONIA). DENOMINACION. MODIFICACION.,"Lazo, Sandra"
2091,,2015-07-01,125291,10008,CSS,LEY,PUERTO JOSE CARBAJAL EL SABALERO. PUERTO SAUCE (COLONIA). DENOMINACION. MODIFICACION.,"Lazo, Sandra"
2092,,2015-07-01,125291,10008,CSS,LEY,PUERTO JOSE CARBAJAL EL SABALERO. PUERTO SAUCE (COLONIA). DENOMINACION. MODIFICACION.,"Lazo, Sandra"
2093,,2015-07-01,125291,10008,CSS,LEY,PUERTO JOSE CARBAJAL EL SABALERO. PUERTO SAUCE (COLONIA). DENOMINACION. MODIFICACION.,"Lazo, Sandra"
2094,,2015-07-01,125291,10008,CSS,LEY,PUERTO JOSE CARBAJAL EL SABALERO. PUERTO SAUCE (COLONIA). DENOMINACION. MODIFICACION.,"Lazo, Sandra"
2095,,2015-07-01,125293,10008,CSS,PROYECTO DE LEY,ESPACIO COSTERO OCEANO ATLANTICO Y RIO DE LA PLATA. USO. REGULACION.,"Lazo, Sandra"
2096,,2015-07-01,125293,10008,CSS,PROYECTO DE LEY,ESPACIO COSTERO OCEANO ATLANTICO Y RIO DE LA PLATA. USO. REGULACION.,"Lazo, Sandra"
2097,,2015-07-01,125293,10008,CSS,PROYECTO DE LEY,ESPACIO COSTERO OCEANO ATLANTICO Y RIO DE LA PLATA. USO. REGULACION.,"Lazo, Sandra"
2098,,2015-07-01,125293,10008,CSS,PROYECTO DE LEY,ESPACIO COSTERO OCEANO ATLANTICO Y RIO DE LA PLATA. USO. REGULACION.,"Lazo, Sandra"
2099,,2015-07-01,125293,10008,CSS,PROYECTO DE LEY,ESPACIO COSTERO OCEANO ATLANTICO Y RIO DE LA PLATA. USO. REGULACION.,"Lazo, Sandra"
2100,,2015-07-01,125293,10008,CSS,PROYECTO DE LEY,ESPACIO COSTERO OCEANO ATLANTICO Y RIO DE LA PLATA. USO. REGULACION.,"Lazo, Sandra"
2101,,2015-07-01,125293,10008,CSS,PROYECTO DE LEY,ESPACIO COSTERO OCEANO ATLANTICO Y RIO DE LA PLATA. USO. REGULACION.,"Lazo, Sandra"
2102,,2015-07-01,125293,10008,CSS,PROYECTO DE LEY,ESPACIO COSTERO OCEANO ATLANTICO Y RIO DE LA PLATA. USO. REGULACION.,"Lazo, Sandra"
2103,,2015-07-01,125293,10008,CSS,PROYECTO DE LEY,ESPACIO COSTERO OCEANO ATLANTICO Y RIO DE LA PLATA. USO. REGULACION.,"Lazo, Sandra"
2104,,2015-07-01,125292,10008,CSS,PROYECTO DE LEY,OBRAS INTELECTUALES Y ARTÍSTICAS. REPRODUCCIÓN. REGULACIÓN.,"Lazo, Sandra"
2105,,2015-07-01,125292,10008,CSS,PROYECTO DE LEY,OBRAS INTELECTUALES Y ARTÍSTICAS. REPRODUCCIÓN. REGULACIÓN.,"Lazo, Sandra"
2106,,2015-07-01,125292,10008,CSS,PROYECTO DE LEY,OBRAS INTELECTUALES Y ARTÍSTICAS. REPRODUCCIÓN. REGULACIÓN.,"Lazo, Sandra"
2107,,2015-07-01,125292,10008,CSS,PROYECTO DE LEY,OBRAS INTELECTUALES Y ARTÍSTICAS. REPRODUCCIÓN. REGULACIÓN.,"Lazo, Sandra"
2108,,2015-07-01,125292,10008,CSS,PROYECTO DE LEY,OBRAS INTELECTUALES Y ARTÍSTICAS. REPRODUCCIÓN. REGULACIÓN.,"Lazo, Sandra"
2109,,2015-07-01,125292,10008,CSS,PROYECTO DE LEY,OBRAS INTELECTUALES Y ARTÍSTICAS. REPRODUCCIÓN. REGULACIÓN.,"Lazo, Sandra"
2110,,2015-07-01,125292,10008,CSS,PROYECTO DE LEY,OBRAS INTELECTUALES Y ARTÍSTICAS. REPRODUCCIÓN. REGULACIÓN.,"Lazo, Sandra"
2111,,2015-07-01,125292,10008,CSS,PROYECTO DE LEY,OBRAS INTELECTUALES Y ARTÍSTICAS. REPRODUCCIÓN. REGULACIÓN.,"Lazo, Sandra"
2112,,2015-07-01,125292,10008,CSS,PROYECTO DE LEY,OBRAS INTELECTUALES Y ARTÍSTICAS. REPRODUCCIÓN. REGULACIÓN.,"Lazo, Sandra"
2113,,2017-10-11,137048,9997,CSS,PROYECTO DE LEY,TESTIGOS Y DENUNCIANTES. RESERVA IDENTIDAD. INSPECCIÓN GENERAL TRABAJO Y SEGURIDAD SOCIAL.,"Ferreira, Zulimar"
2114,,2017-10-11,137048,9997,CSS,PROYECTO DE LEY,TESTIGOS Y DENUNCIANTES. RESERVA IDENTIDAD. INSPECCIÓN GENERAL TRABAJO Y SEGURIDAD SOCIAL.,"Ferreira, Zulimar"
2115,,2017-10-11,137048,9997,CSS,PROYECTO DE LEY,TESTIGOS Y DENUNCIANTES. RESERVA IDENTIDAD. INSPECCIÓN GENERAL TRABAJO Y SEGURIDAD SOCIAL.,"Ferreira, Zulimar"
2116,,2017-10-11,137048,9997,CSS,PROYECTO DE LEY,TESTIGOS Y DENUNCIANTES. RESERVA IDENTIDAD. INSPECCIÓN GENERAL TRABAJO Y SEGURIDAD SOCIAL.,"Ferreira, Zulimar"
2117,,2017-10-11,137048,9997,CSS,PROYECTO DE LEY,TESTIGOS Y DENUNCIANTES. RESERVA IDENTIDAD. INSPECCIÓN GENERAL TRABAJO Y SEGURIDAD SOCIAL.,"Ferreira, Zulimar"
2118,,2017-10-11,137048,9997,CSS,PROYECTO DE LEY,TESTIGOS Y DENUNCIANTES. RESERVA IDENTIDAD. INSPECCIÓN GENERAL TRABAJO Y SEGURIDAD SOCIAL.,"Ferreira, Zulimar"
2119,,2017-10-11,137048,9997,CSS,PROYECTO DE LEY,TESTIGOS Y DENUNCIANTES. RESERVA IDENTIDAD. INSPECCIÓN GENERAL TRABAJO Y SEGURIDAD SOCIAL.,"Ferreira, Zulimar"
2120,,2017-10-11,137048,9997,CSS,PROYECTO DE LEY,TESTIGOS Y DENUNCIANTES. RESERVA IDENTIDAD. INSPECCIÓN GENERAL TRABAJO Y SEGURIDAD SOCIAL.,"Ferreira, Zulimar"
2121,,2017-10-11,137048,9997,CSS,PROYECTO DE LEY,TESTIGOS Y DENUNCIANTES. RESERVA IDENTIDAD. INSPECCIÓN GENERAL TRABAJO Y SEGURIDAD SOCIAL.,"Ferreira, Zulimar"
2122,,2017-10-11,137048,9997,CSS,PROYECTO DE LEY,TESTIGOS Y DENUNCIANTES. RESERVA IDENTIDAD. INSPECCIÓN GENERAL TRABAJO Y SEGURIDAD SOCIAL.,"Ferreira, Zulimar"
2123,,2017-04-04,134288,9997,CSS,RESOLUCION,CAMARA SENADORES. REGLAMENTO. MODIFICACION.,"Ferreira, Zulimar"
2124,,2017-04-04,134288,9997,CSS,RESOLUCION,CAMARA SENADORES. REGLAMENTO. MODIFICACION.,"Ferreira, Zulimar"
2125,,2017-04-04,134288,9997,CSS,RESOLUCION,CAMARA SENADORES. REGLAMENTO. MODIFICACION.,"Ferreira, Zulimar"
2126,,2017-04-04,134288,9997,CSS,RESOLUCION,CAMARA SENADORES. REGLAMENTO. MODIFICACION.,"Ferreira, Zulimar"
2127,,2017-04-04,134288,9997,CSS,RESOLUCION,CAMARA SENADORES. REGLAMENTO. MODIFICACION.,"Ferreira, Zulimar"
2128,,2017-04-04,134288,9997,CSS,RESOLUCION,CAMARA SENADORES. REGLAMENTO. MODIFICACION.,"Ferreira, Zulimar"
2129,,2017-04-04,134288,9997,CSS,RESOLUCION,CAMARA SENADORES. REGLAMENTO. MODIFICACION.,"Ferreira, Zulimar"
2130,,2017-04-04,134288,9997,CSS,RESOLUCION,CAMARA SENADORES. REGLAMENTO. MODIFICACION.,"Ferreira, Zulimar"
2131,,2017-04-04,134288,9997,CSS,RESOLUCION,CAMARA SENADORES. REGLAMENTO. MODIFICACION.,"Ferreira, Zulimar"
2132,,2017-04-04,134288,9997,CSS,RESOLUCION,CAMARA SENADORES. REGLAMENTO. MODIFICACION.,"Ferreira, Zulimar"
2133,,2017-04-04,134288,9997,CSS,RESOLUCION,CAMARA SENADORES. REGLAMENTO. MODIFICACION.,"Ferreira, Zulimar"
2134,,2017-04-04,134288,9997,CSS,RESOLUCION,CAMARA SENADORES. REGLAMENTO. MODIFICACION.,"Ferreira, Zulimar"
2135,,2017-04-04,134288,9997,CSS,RESOLUCION,CAMARA SENADORES. REGLAMENTO. MODIFICACION.,"Ferreira, Zulimar"
2136,,2016-11-30,132929,9997,CSS,LEY,RESPONSABILIDAD DECENAL. CODIGO CIVIL. MODIFICACION.,"Ferreira, Zulimar"
2137,,2016-11-30,132929,9997,CSS,LEY,RESPONSABILIDAD DECENAL. CODIGO CIVIL. MODIFICACION.,"Ferreira, Zulimar"
2138,,2016-11-30,132929,9997,CSS,LEY,RESPONSABILIDAD DECENAL. CODIGO CIVIL. MODIFICACION.,"Ferreira, Zulimar"
2139,,2016-11-30,132929,9997,CSS,LEY,RESPONSABILIDAD DECENAL. CODIGO CIVIL. MODIFICACION.,"Ferreira, Zulimar"
2140,,2016-11-30,132929,9997,CSS,LEY,RESPONSABILIDAD DECENAL. CODIGO CIVIL. MODIFICACION.,"Ferreira, Zulimar"
2141,,2016-11-30,132929,9997,CSS,LEY,RESPONSABILIDAD DECENAL. CODIGO CIVIL. MODIFICACION.,"Ferreira, Zulimar"
2142,,2016-11-30,132929,9997,CSS,LEY,RESPONSABILIDAD DECENAL. CODIGO CIVIL. MODIFICACION.,"Ferreira, Zulimar"
2143,,2016-11-30,132929,9997,CSS,LEY,RESPONSABILIDAD DECENAL. CODIGO CIVIL. MODIFICACION.,"Ferreira, Zulimar"
2144,,2016-11-30,132929,9997,CSS,LEY,RESPONSABILIDAD DECENAL. CODIGO CIVIL. MODIFICACION.,"Ferreira, Zulimar"
2145,,2016-11-30,132929,9997,CSS,LEY,RESPONSABILIDAD DECENAL. CODIGO CIVIL. MODIFICACION.,"Ferreira, Zulimar"
2146,,2016-11-30,132929,9997,CSS,LEY,RESPONSABILIDAD DECENAL. CODIGO CIVIL. MODIFICACION.,"Ferreira, Zulimar"
2147,,2016-11-30,132929,9997,CSS,LEY,RESPONSABILIDAD DECENAL. CODIGO CIVIL. MODIFICACION.,"Ferreira, Zulimar"
2148,,2016-11-30,132929,9997,CSS,LEY,RESPONSABILIDAD DECENAL. CODIGO CIVIL. MODIFICACION.,"Ferreira, Zulimar"
2149,,2016-11-30,132929,9997,CSS,LEY,RESPONSABILIDAD DECENAL. CODIGO CIVIL. MODIFICACION.,"Ferreira, Zulimar"
2150,,2016-11-30,132929,9997,CSS,LEY,RESPONSABILIDAD DECENAL. CODIGO CIVIL. MODIFICACION.,"Ferreira, Zulimar"
2151,,2016-10-18,132114,9997,CSS,LEY,"TOSCANINI, JUAN. TRAMO RUTA 69 (DESDE INTERSECCION CON RUTAS 67 Y 68 HASTA INTERSECCION CON RUTA 32). DENOMINACION.","Ferreira, Zulimar"
2152,,2016-10-18,132114,9997,CSS,LEY,"TOSCANINI, JUAN. TRAMO RUTA 69 (DESDE INTERSECCION CON RUTAS 67 Y 68 HASTA INTERSECCION CON RUTA 32). DENOMINACION.","Ferreira, Zulimar"
2153,,2016-10-18,132114,9997,CSS,LEY,"TOSCANINI, JUAN. TRAMO RUTA 69 (DESDE INTERSECCION CON RUTAS 67 Y 68 HASTA INTERSECCION CON RUTA 32). DENOMINACION.","Ferreira, Zulimar"
2154,,2016-10-18,132114,9997,CSS,LEY,"TOSCANINI, JUAN. TRAMO RUTA 69 (DESDE INTERSECCION CON RUTAS 67 Y 68 HASTA INTERSECCION CON RUTA 32). DENOMINACION.","Ferreira, Zulimar"
2155,,2016-10-18,132114,9997,CSS,LEY,"TOSCANINI, JUAN. TRAMO RUTA 69 (DESDE INTERSECCION CON RUTAS 67 Y 68 HASTA INTERSECCION CON RUTA 32). DENOMINACION.","Ferreira, Zulimar"
2156,,2016-10-18,132114,9997,CSS,LEY,"TOSCANINI, JUAN. TRAMO RUTA 69 (DESDE INTERSECCION CON RUTAS 67 Y 68 HASTA INTERSECCION CON RUTA 32). DENOMINACION.","Ferreira, Zulimar"
2157,,2016-10-18,132114,9997,CSS,LEY,"TOSCANINI, JUAN. TRAMO RUTA 69 (DESDE INTERSECCION CON RUTAS 67 Y 68 HASTA INTERSECCION CON RUTA 32). DENOMINACION.","Ferreira, Zulimar"
2158,,2016-10-18,132114,9997,CSS,LEY,"TOSCANINI, JUAN. TRAMO RUTA 69 (DESDE INTERSECCION CON RUTAS 67 Y 68 HASTA INTERSECCION CON RUTA 32). DENOMINACION.","Ferreira, Zulimar"
2159,,2016-10-18,132114,9997,CSS,LEY,"TOSCANINI, JUAN. TRAMO RUTA 69 (DESDE INTERSECCION CON RUTAS 67 Y 68 HASTA INTERSECCION CON RUTA 32). DENOMINACION.","Ferreira, Zulimar"
2160,,2016-10-18,132114,9997,CSS,LEY,"TOSCANINI, JUAN. TRAMO RUTA 69 (DESDE INTERSECCION CON RUTAS 67 Y 68 HASTA INTERSECCION CON RUTA 32). DENOMINACION.","Ferreira, Zulimar"
2161,,2016-10-18,132114,9997,CSS,LEY,"TOSCANINI, JUAN. TRAMO RUTA 69 (DESDE INTERSECCION CON RUTAS 67 Y 68 HASTA INTERSECCION CON RUTA 32). DENOMINACION.","Ferreira, Zulimar"
2162,,2016-10-18,132114,9997,CSS,LEY,"TOSCANINI, JUAN. TRAMO RUTA 69 (DESDE INTERSECCION CON RUTAS 67 Y 68 HASTA INTERSECCION CON RUTA 32). DENOMINACION.","Ferreira, Zulimar"
2163,,2016-10-18,132114,9997,CSS,LEY,"TOSCANINI, JUAN. TRAMO RUTA 69 (DESDE INTERSECCION CON RUTAS 67 Y 68 HASTA INTERSECCION CON RUTA 32). DENOMINACION.","Ferreira, Zulimar"
2164,,2016-10-18,132114,9997,CSS,LEY,"TOSCANINI, JUAN. TRAMO RUTA 69 (DESDE INTERSECCION CON RUTAS 67 Y 68 HASTA INTERSECCION CON RUTA 32). DENOMINACION.","Ferreira, Zulimar"
2165,,2016-10-18,132114,9997,CSS,LEY,"TOSCANINI, JUAN. TRAMO RUTA 69 (DESDE INTERSECCION CON RUTAS 67 Y 68 HASTA INTERSECCION CON RUTA 32). DENOMINACION.","Ferreira, Zulimar"
2166,,2016-10-18,132117,9997,CSS,LEY,INGENIERO RICARDO ROSA. TRAMO RUTA 67 (DESDE ELIAS REGULES HASTA SAUCE). DENOMINACION.,"Ferreira, Zulimar"
2167,,2016-10-18,132117,9997,CSS,LEY,INGENIERO RICARDO ROSA. TRAMO RUTA 67 (DESDE ELIAS REGULES HASTA SAUCE). DENOMINACION.,"Ferreira, Zulimar"
2168,,2016-10-18,132117,9997,CSS,LEY,INGENIERO RICARDO ROSA. TRAMO RUTA 67 (DESDE ELIAS REGULES HASTA SAUCE). DENOMINACION.,"Ferreira, Zulimar"
2169,,2016-10-18,132117,9997,CSS,LEY,INGENIERO RICARDO ROSA. TRAMO RUTA 67 (DESDE ELIAS REGULES HASTA SAUCE). DENOMINACION.,"Ferreira, Zulimar"
2170,,2016-10-18,132117,9997,CSS,LEY,INGENIERO RICARDO ROSA. TRAMO RUTA 67 (DESDE ELIAS REGULES HASTA SAUCE). DENOMINACION.,"Ferreira, Zulimar"
2171,,2016-10-18,132117,9997,CSS,LEY,INGENIERO RICARDO ROSA. TRAMO RUTA 67 (DESDE ELIAS REGULES HASTA SAUCE). DENOMINACION.,"Ferreira, Zulimar"
2172,,2016-10-18,132117,9997,CSS,LEY,INGENIERO RICARDO ROSA. TRAMO RUTA 67 (DESDE ELIAS REGULES HASTA SAUCE). DENOMINACION.,"Ferreira, Zulimar"
2173,,2016-10-18,132117,9997,CSS,LEY,INGENIERO RICARDO ROSA. TRAMO RUTA 67 (DESDE ELIAS REGULES HASTA SAUCE). DENOMINACION.,"Ferreira, Zulimar"
2174,,2016-10-18,132117,9997,CSS,LEY,INGENIERO RICARDO ROSA. TRAMO RUTA 67 (DESDE ELIAS REGULES HASTA SAUCE). DENOMINACION.,"Ferreira, Zulimar"
2175,,2016-10-18,132117,9997,CSS,LEY,INGENIERO RICARDO ROSA. TRAMO RUTA 67 (DESDE ELIAS REGULES HASTA SAUCE). DENOMINACION.,"Ferreira, Zulimar"
2176,,2016-10-18,132117,9997,CSS,LEY,INGENIERO RICARDO ROSA. TRAMO RUTA 67 (DESDE ELIAS REGULES HASTA SAUCE). DENOMINACION.,"Ferreira, Zulimar"
2177,,2016-10-18,132117,9997,CSS,LEY,INGENIERO RICARDO ROSA. TRAMO RUTA 67 (DESDE ELIAS REGULES HASTA SAUCE). DENOMINACION.,"Ferreira, Zulimar"
2178,,2016-10-18,132117,9997,CSS,LEY,INGENIERO RICARDO ROSA. TRAMO RUTA 67 (DESDE ELIAS REGULES HASTA SAUCE). DENOMINACION.,"Ferreira, Zulimar"
2179,,2016-10-18,132117,9997,CSS,LEY,INGENIERO RICARDO ROSA. TRAMO RUTA 67 (DESDE ELIAS REGULES HASTA SAUCE). DENOMINACION.,"Ferreira, Zulimar"
2180,,2016-10-18,132117,9997,CSS,LEY,INGENIERO RICARDO ROSA. TRAMO RUTA 67 (DESDE ELIAS REGULES HASTA SAUCE). DENOMINACION.,"Ferreira, Zulimar"
2181,,2015-11-10,127268,9997,CSS,PROYECTO DE LEY,INSTITUCIÓN NACIONAL DERECHOS HUMANOS . CREACIÓN. MODIFICACIÓN.,"Ferreira, Zulimar"
2182,,2015-11-10,127268,9997,CSS,PROYECTO DE LEY,INSTITUCIÓN NACIONAL DERECHOS HUMANOS . CREACIÓN. MODIFICACIÓN.,"Ferreira, Zulimar"
2183,,2015-11-10,127268,9997,CSS,PROYECTO DE LEY,INSTITUCIÓN NACIONAL DERECHOS HUMANOS . CREACIÓN. MODIFICACIÓN.,"Ferreira, Zulimar"
2184,,2015-11-10,127268,9997,CSS,PROYECTO DE LEY,INSTITUCIÓN NACIONAL DERECHOS HUMANOS . CREACIÓN. MODIFICACIÓN.,"Ferreira, Zulimar"
2185,,2015-11-10,127268,9997,CSS,PROYECTO DE LEY,INSTITUCIÓN NACIONAL DERECHOS HUMANOS . CREACIÓN. MODIFICACIÓN.,"Ferreira, Zulimar"
2186,,2015-11-10,127268,9997,CSS,PROYECTO DE LEY,INSTITUCIÓN NACIONAL DERECHOS HUMANOS . CREACIÓN. MODIFICACIÓN.,"Ferreira, Zulimar"
2187,,2015-11-10,127268,9997,CSS,PROYECTO DE LEY,INSTITUCIÓN NACIONAL DERECHOS HUMANOS . CREACIÓN. MODIFICACIÓN.,"Ferreira, Zulimar"
2188,,2015-11-10,127268,9997,CSS,PROYECTO DE LEY,INSTITUCIÓN NACIONAL DERECHOS HUMANOS . CREACIÓN. MODIFICACIÓN.,"Ferreira, Zulimar"
2189,,2015-11-10,127268,9997,CSS,PROYECTO DE LEY,INSTITUCIÓN NACIONAL DERECHOS HUMANOS . CREACIÓN. MODIFICACIÓN.,"Ferreira, Zulimar"
2190,,2015-11-10,127268,9997,CSS,PROYECTO DE LEY,INSTITUCIÓN NACIONAL DERECHOS HUMANOS . CREACIÓN. MODIFICACIÓN.,"Ferreira, Zulimar"
2191,,2015-11-10,127268,9997,CSS,PROYECTO DE LEY,INSTITUCIÓN NACIONAL DERECHOS HUMANOS . CREACIÓN. MODIFICACIÓN.,"Ferreira, Zulimar"
2192,,2015-11-10,127268,9997,CSS,PROYECTO DE LEY,INSTITUCIÓN NACIONAL DERECHOS HUMANOS . CREACIÓN. MODIFICACIÓN.,"Ferreira, Zulimar"
2193,,2015-05-05,124397,509,CSS,PROYECTO DE LEY,INCAPACIDAD FUTURA. PREVISION. CURADOR. NOMBRAMIENTO.,"Cersósimo, Gustavo"
2194,,2019-02-15,142497,7604,CSS,PROYECTO DE RESOLUCION,REPUBLICA BOLIVARIANA VENEZUELA. SITUACION POLITICA Y SOCIAL. MOCION,"Carballo Da Costa, Felipe"
2195,,2019-02-15,142497,7604,CSS,PROYECTO DE RESOLUCION,REPUBLICA BOLIVARIANA VENEZUELA. SITUACION POLITICA Y SOCIAL. MOCION,"Carballo Da Costa, Felipe"
2196,,2019-02-15,142497,7604,CSS,PROYECTO DE RESOLUCION,REPUBLICA BOLIVARIANA VENEZUELA. SITUACION POLITICA Y SOCIAL. MOCION,"Carballo Da Costa, Felipe"
2197,,2018-10-24,141631,7604,CSS,LEY,LICENCIA ESPECIAL TRABAJADOR CON FAMILIARES A CARGO CON DISCAPACIDAD. REGIMEN. MODIFICACION.,"Carballo Da Costa, Felipe"
2198,,2018-10-24,141631,7604,CSS,LEY,LICENCIA ESPECIAL TRABAJADOR CON FAMILIARES A CARGO CON DISCAPACIDAD. REGIMEN. MODIFICACION.,"Carballo Da Costa, Felipe"
2199,,2018-06-06,140034,7604,CSS,PROYECTO DE RESOLUCION,DOCUMENTACION SOLICITADA A SUPREMA CORTE JUSTICIA. COMISION INVESTIGADORA ACTOS INTELIGENICA ESTADO. REITERACION.,"Carballo Da Costa, Felipe"
2200,,2018-06-06,140034,7604,CSS,PROYECTO DE RESOLUCION,DOCUMENTACION SOLICITADA A SUPREMA CORTE JUSTICIA. COMISION INVESTIGADORA ACTOS INTELIGENICA ESTADO. REITERACION.,"Carballo Da Costa, Felipe"
2201,,2018-06-06,140034,7604,CSS,PROYECTO DE RESOLUCION,DOCUMENTACION SOLICITADA A SUPREMA CORTE JUSTICIA. COMISION INVESTIGADORA ACTOS INTELIGENICA ESTADO. REITERACION.,"Carballo Da Costa, Felipe"
2202,,2018-05-09,139623,7604,CSS,MINUTA DE COMUNICACION,CONDUCTOR TRANSPORTE POR CARRETERA. JORNADA TRABAJO Y DESCANSO. CONVENIO 153 OIT. RATIFICACION. SOLICITUD.,"Carballo Da Costa, Felipe"
2203,,2018-05-02,139480,7604,CSS,PROYECTO DE LEY,DÍA DEL ABOGADO EN URUGUAY - 9 DE MAYO. DECLARACIÓN.,"Carballo Da Costa, Felipe"
2204,,2018-05-02,139480,7604,CSS,PROYECTO DE LEY,DÍA DEL ABOGADO EN URUGUAY - 9 DE MAYO. DECLARACIÓN.,"Carballo Da Costa, Felipe"
2205,,2018-05-02,139480,7604,CSS,PROYECTO DE LEY,DÍA DEL ABOGADO EN URUGUAY - 9 DE MAYO. DECLARACIÓN.,"Carballo Da Costa, Felipe"
