,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
0,127299,2015-11-11,CSS,ENTRADA,,
1,127299,2015-11-17,CSS,ENTRADA,COMISION,347.0
2,127299,2017-07-04,CSS,APRUEBA,COMISION,347.0
3,127299,2017-07-11,CSS,APRUEBA,,
4,127299,2017-07-24,CRR,ENTRADA,,
5,127299,2017-07-24,CRR,ENTRADA,COMISION,218.0
6,127299,2018-07-11,CRR,TRATAMIENTO,COMISION,218.0
7,127299,2018-09-04,CRR,TRATAMIENTO,COMISION,218.0
8,127299,2018-09-18,CRR,TRATAMIENTO,COMISION,218.0
9,127299,2018-11-14,CRR,APRUEBA,COMISION,218.0
10,127299,2018-12-04,CRR,APRUEBA,COMISION,218.0
