,id_senador,titulo,fecha_entrada,id_ficha,organismo
0,9969,CANASTAS ALIMENTARIAS Y TARJETAS DE EMERGENCIA MIDES. BENEFICIARIOS SALTO (DPTO). INFORMES.,2018-12-13,142171,MIDES*
1,9969,DESTINO TERMAS. TEMPORADA 2018-2019. SITUACIÓN. INFORMES.,2018-11-06,141746,MINISTERIO TURISMO
