,id_comision,id_senador,fecha_reunion,citacion,falta_con_aviso,falta_sin_aviso,licencia,otras_comisiones
0,945,7891,2015-04-15,1,0,0,0,0
1,945,7891,2015-07-08,1,0,0,0,0
2,945,7891,2015-08-05,1,0,0,0,0
3,945,7891,2016-05-04,1,0,0,0,0
4,945,7891,2016-06-15,1,0,0,0,0
5,945,7891,2016-09-28,1,1,0,0,0
6,945,7891,2016-10-12,1,0,0,0,0
7,945,7891,2016-12-07,1,0,0,0,0
8,945,7891,2017-02-15,1,0,0,0,0
9,945,7891,2017-07-12,1,0,0,0,0
10,945,7891,2017-08-02,1,0,0,0,0
11,945,7891,2017-10-11,1,0,0,0,0
12,945,7891,2017-11-22,1,0,0,0,0
13,945,7891,2017-12-06,1,0,0,0,0
14,945,7891,2018-05-02,1,0,0,0,0
15,945,7891,2018-05-16,1,0,0,0,0
16,945,7891,2018-12-12,1,0,0,0,0
17,945,7891,2019-03-13,1,0,0,0,0
