,id_senador,id_ficha,fecha_entrada
0,6900,142699,2019-03-11
1,6900,142562,2019-03-06
2,6900,142491,2019-02-12
3,6900,142060,2018-12-05
4,6900,141926,2018-11-22
5,6900,141809,2018-11-12
6,6900,140424,2018-07-10
7,6900,140425,2018-07-10
8,6900,140161,2018-06-18
9,6900,140077,2018-06-12
10,6900,139308,2018-04-17
11,6900,138818,2018-03-09
12,6900,138686,2018-03-06
13,6900,138322,2018-02-07
14,6900,137830,2017-12-06
15,6900,137800,2017-12-05
16,6900,137648,2017-11-21
17,6900,137606,2017-11-15
18,6900,137535,2017-11-14
19,6900,136210,2017-08-09
20,6900,135674,2017-07-12
21,6900,135553,2017-07-04
22,6900,135458,2017-06-27
23,6900,135267,2017-06-13
24,6900,135084,2017-06-05
25,6900,135085,2017-06-05
26,6900,134583,2017-04-27
27,6900,134536,2017-04-26
28,6900,132925,2016-11-30
29,6900,131983,2016-10-06
30,6900,131814,2016-09-14
31,6900,131639,2016-09-13
32,6900,130844,2016-07-20
33,6900,130226,2016-06-14
34,6900,129090,2016-04-12
35,6900,128594,2016-03-08
36,6900,127929,2015-12-15
37,6900,127766,2015-12-08
38,6900,127769,2015-12-08
39,6900,127178,2015-11-03
