,id_ficha,fecha_entrada,tipo,titulo,estado
164,128446,2016-03-02,LEY,MOSQUITO AEDES AEGYPTI. FUMIGACION PREDIOS BALDÍOS Y FINCAS ABANDONADAS. INGRESO. AUTORIZACIÓN.,PROMULGA
165,127930,2015-12-15,RESOLUCION,LA DIARIA. ARTICULO PRENSA. ACTUACION GUSTAVO BORSARI. INCONSTITUCIONALIDAD.,APRUEBA
166,127268,2015-11-10,PROYECTO DE LEY,INSTITUCIÓN NACIONAL DERECHOS HUMANOS . CREACIÓN. MODIFICACIÓN.,EN_TRAMITE
167,125290,2015-07-01,PROYECTO DE LEY,INMUEBLES RURALES. DERECHO PROPIEDAD. TITULARIDAD. MODIFICACIÓN.,EN_TRAMITE
168,125289,2015-07-01,PROYECTO DE LEY,PEONES PRÁCTICOS Y OBREROS NO ESPECIALIZADOS. TRABAJO. MODIFICACIÓN.,EN_TRAMITE
169,125291,2015-07-01,LEY,PUERTO JOSE CARBAJAL EL SABALERO. PUERTO SAUCE (COLONIA). DENOMINACION. MODIFICACION.,PROMULGA
170,125293,2015-07-01,PROYECTO DE LEY,ESPACIO COSTERO OCEANO ATLANTICO Y RIO DE LA PLATA. USO. REGULACION.,APRUEBA
171,125292,2015-07-01,PROYECTO DE LEY,OBRAS INTELECTUALES Y ARTÍSTICAS. REPRODUCCIÓN. REGULACIÓN.,APRUEBA
172,124969,2015-06-10,PROYECTO DE RESOLUCION  - Homenaje,"MASSERA, José Luis. NACIMIENTO (100 AÑOS). CONMEMORACION. HOMENAJE.",EN_TRAMITE
173,125265,2015-06-01,RESOLUCION  - Creación comisión especial,COMISIONADO PARLAMENTARIO. JUAN MIGUEL PETIT. DESIGNACIÓN. COMISIÓN ESPECIAL. CREACIÓN.,APRUEBA
174,142063,2018-12-05,PROYECTO DE LEY,LICENCIADO EN NUTRICIÓN. PROFESIÓN UNIVERSITARIA. REGULACIÓN MARCO JURÍDICO.,EN_TRAMITE
175,137958,2017-12-19,PROYECTO DE LEY,SECTOR LECHERO. FIDEICOMISO DE GARANTÍA Y FINANCIERO. CREACIÓN.,EN_TRAMITE
176,137830,2017-12-06,LEY,ENSEÑANZA. ELECCIONES UNIVERSITARIAS. MODIFICACIÓN.,PROMULGA
177,136210,2017-08-09,DECLARACION,CAMBIO CLIMÁTICO. CONVENCIÓN MARCO NACIONES UNIDAS. COMPROMISO. DECLARACIÓN.,APRUEBA
178,135267,2017-06-13,RESOLUCION  - Creación comisión Preinvestigadora/Investigadora,SECTORES POLITICOS. PRESUNTOS FINANCIAMIENTOS ILEGALES. COMISION PREINVESTIGADORA. CREACION.,APRUEBA
179,134583,2017-04-27,RESOLUCION  - Homenaje,HAITÍ. MISION PAZ ONU (MINUSTAH). FUERZAS ARMADAS. RECONOCIMIENTO.,APRUEBA
180,134340,2017-04-05,PROYECTO DE LEY,CODIGO PENAL. ABUSO DE FUNCIONES. DEROGACION.,APRUEBA
181,132925,2016-11-30,PROYECTO DE LEY,ALIMENTOS GENETICAMENTE MODIFICADOS. ETIQUETADO. REGLAMENTACION.,EN_TRAMITE
182,132308,2016-10-27,PROYECTO DE LEY,FUNCIONARIOS POLICIALES. USO LEGAL DE LA FUERZA. LEGITIMA DEFENSA. PRESUNCION. MODIFICACION DEL ARTICULO 26 DEL CODIGO PENAL.,EN_TRAMITE
183,131814,2016-09-14,PROYECTO DE LEY,SECTOR FORESTAL. IMPUESTO ENSEÑANZA PRIMARIA. EXONERACIONES.,EN_TRAMITE
184,127929,2015-12-15,PROYECTO DE RESOLUCION,DECLARACIONES JOSE MUJICA CAMPAÑA ELECTORAL. INCONSTITUCIONALIDAD. CORTE ELECTORAL. CONSIDERACION. SOLICITUD.,EN_TRAMITE
185,127178,2015-11-03,PROYECTO DE RESOLUCION,VENEZUELA. SITUACIÓN POLÍTICA. EXPOSICION.,EN_TRAMITE
186,126823,2015-10-06,PROYECTO DE LEY,ESPACIO COSTERO. ORDENAMIENTO TERRITORIAL Y DESARROLLO SOSTENIBLE. NORMAS.,EN_TRAMITE
187,126518,2015-09-11,PROYECTO DE RESOLUCION  - Homenaje,"GARCIA COSTA, Guillermo. PRIMER ANIVERSARIO FALLECIMIENTO. HOMENAJE.",EN_TRAMITE
188,125087,2015-06-18,PROYECTO DE LEY,"USUARIOS, CONSUMIDORES O CONTRIBUYENTES. ACTIVIDAD COMERCIAL O CREDITICIA. REGIMEN. MODIFICACION.",EN_TRAMITE
189,125053,2015-06-17,PROYECTO DE LEY,SECUESTRO VIRTUAL Y PRIVACION LIBERTAD. DELITOS. CODIGO PENAL. MODIFICACION.,EN_TRAMITE
190,125024,2015-06-16,PROYECTO DE LEY,TARJETAS CREDITO. SISTEMA. REGIMEN.,EN_TRAMITE
191,125025,2015-06-16,PROYECTO DE LEY,OPTICO. PROFESION. REGLAMENTACION.,EN_TRAMITE
192,123532,2015-03-03,RESOLUCION,VENEZUELA. SITUACION POLITICA. REPRESION. CONDENA.,APRUEBA
193,138322,2018-02-07,PROYECTO DE LEY,DÍA PRODUCTOR RURAL. 16 DE ABRIL. DECLARACIÓN.,EN_TRAMITE
194,137539,2017-11-14,PROYECTO DE MINUTA DE COMUNICACION,CARGOS POLITICOS. SUBSIDIO. VIGENCIA. MODIFICACION.,EN_TRAMITE
195,137238,2017-10-26,PROYECTO DE LEY,LEY Nº 16.195. MODIFICACIÓN. SUBSIDIOS. VIGENCIA.,EN_TRAMITE
196,136210,2017-08-09,DECLARACION,CAMBIO CLIMÁTICO. CONVENCIÓN MARCO NACIONES UNIDAS. COMPROMISO. DECLARACIÓN.,APRUEBA
197,135267,2017-06-13,RESOLUCION  - Creación comisión Preinvestigadora/Investigadora,SECTORES POLITICOS. PRESUNTOS FINANCIAMIENTOS ILEGALES. COMISION PREINVESTIGADORA. CREACION.,APRUEBA
198,132481,2016-11-01,LEY,DOCTOR SAMUEL BERTON. HOSPITAL COLONIA DEL SACRAMENTO (COLONIA). DENOMINACION.,PROMULGA
199,130529,2016-05-24,RESOLUCION,PRESIDENTE REPUBLICA. MENSAJE ANUAL. SITUACION PAIS. SESION EXTRAORDINARIA. REALIZACION.,APRUEBA
200,128759,2016-03-16,PROYECTO DE RESOLUCION  - Homenaje,"MONTANER, MARTHA. FALLECIMIENTO. HOMENAJE.",EN_TRAMITE
201,128594,2016-03-08,DECLARACION,"CÁCERES, Berta. ORGANIZACIONES POPULARES E INDÍGENAS HONDURAS. PRESIDENTA. ASESINATO. JUSTICIA. RECLAMO. DECLARACIÓN.",APRUEBA
202,127929,2015-12-15,PROYECTO DE RESOLUCION,DECLARACIONES JOSE MUJICA CAMPAÑA ELECTORAL. INCONSTITUCIONALIDAD. CORTE ELECTORAL. CONSIDERACION. SOLICITUD.,EN_TRAMITE
203,127931,2015-12-15,PROYECTO DE RESOLUCION,DECLARACIONES JOSE MUJICA CAMPAÑA ELECTORAL Y REGISTROS FOTOGRAFICOS. INCONSTITUCIONALIDAD. CORTE ELECTORAL. CONSIDERACION. SOLICITUD.,EN_TRAMITE
204,124969,2015-06-10,PROYECTO DE RESOLUCION  - Homenaje,"MASSERA, José Luis. NACIMIENTO (100 AÑOS). CONMEMORACION. HOMENAJE.",EN_TRAMITE
205,142491,2019-02-12,PROYECTO DE RESOLUCION,REPUBLICA BOLIVARIANA VENEZUELA. SITUACION POLITICA SOCIAL,EN_TRAMITE
206,142063,2018-12-05,PROYECTO DE LEY,LICENCIADO EN NUTRICIÓN. PROFESIÓN UNIVERSITARIA. REGULACIÓN MARCO JURÍDICO.,EN_TRAMITE
207,141926,2018-11-22,MINUTA DE COMUNICACION,DELITOS VIOLENTOS. VICTIMAS. PENSION. AMPLIACION. MINUTA COMUNICACION.,APRUEBA
208,140424,2018-07-10,LEY,PALACIO LEGISLATIVO. INAUGURACIÓN. CENTENARIO. INTERÉS NACIONAL. DECLARACIÓN.,PROMULGA
209,139802,2018-05-22,PROYECTO DE LEY,DECLARACION DE INCONSTITUCIONALIDAD. SOLICITUD. MEDIDAS CAUTELARES ORDENADAS.,EN_TRAMITE
210,139128,2018-04-04,PROYECTO DE LEY,ASSE. REPRESENTANTES USUARIOS. OTORGAR VOZ Y NO VOTO.,EN_TRAMITE
211,138468,2018-02-21,PROYECTO DE LEY,CÓDIGO PROCESO PENAL. MODIFICACIÓN.,EN_TRAMITE
212,138413,2018-02-09,PROYECTO DE LEY,ALTAS JERARQUÍAS. FAMILIARES. ADMINISTRACIÓN PÚBLICA. CONTRATACIÓN. PROHIBICIÓN.,EN_TRAMITE
213,138322,2018-02-07,PROYECTO DE LEY,DÍA PRODUCTOR RURAL. 16 DE ABRIL. DECLARACIÓN.,EN_TRAMITE
214,137988,2017-12-20,PROYECTO DE MINUTA DE COMUNICACION,BPS. JUBILACION. EDAD RETIRO. MODIFICACION.,EN_TRAMITE
215,137830,2017-12-06,LEY,ENSEÑANZA. ELECCIONES UNIVERSITARIAS. MODIFICACIÓN.,PROMULGA
216,137606,2017-11-15,PROYECTO DE DECLARACION,IRAN. TERREMOTO. SOLIDARIDAD. DECLARACION.,EN_TRAMITE
217,137535,2017-11-14,MINUTA DE COMUNICACION,FÁBRICA NACIONAL PAPEL (FANAPEL). COOPERATIVA TEXTIL PUERTO SAUCE (EX AGOLÁN). EX TRABAJADORES. HABERES JUBILATORIOS. COBRO.,APRUEBA
218,137427,2017-11-08,MINUTA DE COMUNICACION,MILAGRO ANDES. HOMENAJE. MONTEVIDEO. ESPACIO PUBLICO. SOLICITUD.,APRUEBA
219,137375,2017-11-07,LEY,INGENIERO ELADIO DIESTE SAN MARTÍN. CONMEMORACIÓN CENTENARIO NACIMIENTO. INTERÉS NACIONAL. DECLARACIÓN.,PROMULGA
220,136210,2017-08-09,DECLARACION,CAMBIO CLIMÁTICO. CONVENCIÓN MARCO NACIONES UNIDAS. COMPROMISO. DECLARACIÓN.,APRUEBA
221,135674,2017-07-12,LEY,CODIGO DEL PROCESO PENAL. NORMATIVA. MODIFICACION.,PROMULGA
222,135696,2017-07-12,PROYECTO DE LEY,POLICÍA. FALLECIMIENTO. CAUSAHABIENTES. BENEFICIOS. EXTENSIÓN.,EN_TRAMITE
223,135589,2017-07-05,PROYECTO DE RESOLUCION,CAMARA SENADORES. DECRETO 500/991 Y MODIFICATIVAS. APLICACION.,EN_TRAMITE
224,135458,2017-06-27,LEY,CODIGO PROCESO PENAL. ENTRADA EN VIGENCIA. MODIFICACION.,PROMULGA
225,135253,2017-06-13,PROYECTO DE LEY,LEY 19.210. INCLUSIÓN FINANCIERA. PRÓRROGA. ARTÍCULOS.,EN_TRAMITE
226,135267,2017-06-13,RESOLUCION  - Creación comisión Preinvestigadora/Investigadora,SECTORES POLITICOS. PRESUNTOS FINANCIAMIENTOS ILEGALES. COMISION PREINVESTIGADORA. CREACION.,APRUEBA
227,135084,2017-06-05,LEY,CÓDIGO PROCESO PENAL. LEY 19.293. MODIFICACIÓN.,PROMULGA
228,135085,2017-06-05,LEY,CÓDIGO NIÑEZ Y ADOLESCENCIA. LEY 17.823. MODIFICACIÓN,PROMULGA
229,134381,2017-04-18,PROYECTO DE LEY,MOTOR COMBUSTION INTERNA. VEHICULOS. CIRCULACION AÑO 2035. IMPORTACION AÑO 2030. PROHIBICION.,EN_TRAMITE
230,133874,2017-03-14,PROYECTO DE LEY,DERECHO DEL TRABAJADOR. DESCONEXIÓN FUERA DEL HORARIO LABORAL.,EN_TRAMITE
231,133569,2017-02-07,PROYECTO DE LEY,"REDES SOCIALES. CUENTAS OFICIALES, INSTITUCIONALES Y GUBERNAMENTALES. BLOQUEO. PROHIBICION.",EN_TRAMITE
232,133260,2016-12-21,PROYECTO DE LEY,CIUDADANO. COMPENSACIÓN. INCUMPLIMIENTO DE SERVICIOS.,EN_TRAMITE
233,132827,2016-11-23,PROYECTO DE RESOLUCION  - Creación comisión especial,DEPORTE. COMISION ESPECIAL. CREACION.,EN_TRAMITE
234,132647,2016-11-14,LEY,ESPACIOS PUBLICOS. LEY FALTAS Y CUIDADOS. MODIFICACION.,PROMULGA
235,132655,2016-11-14,PROYECTO DE LEY,TRATA DE PERSONAS. COMBATE. PREVENCIÓN. NORMAS.,EN_TRAMITE
236,131924,2016-10-04,DECLARACION,"HARTMAN, Rúben. DELITOS LESA HUMANIDAD. PALABRAS REIVINDICACION ACCIONAR MILITARES. REPUDIO. DECLARACIÓN.",APRUEBA
237,131898,2016-10-03,PROYECTO DE LEY,FUNCIONARIOS PODER JUDICIAL Y MINISTERIO EDUCACION Y CULTURA. RETRIBUCION. AJUSTE. MODIFICACION.,EN_TRAMITE
238,131639,2016-09-13,LEY,GOBIERNOS DEPARTAMENTALES. FUNCIONARIOS. INGRESOS SALARIALES. TOPES. APLICACION.,PROMULGA
239,130719,2016-07-12,PROYECTO DE LEY,VEHÍCULOS AUTOMOTORES. EQUIPAMIENTO TECNOLÓGICO. NORMAS.,EN_TRAMITE
240,130248,2016-06-15,RESOLUCION  - Creación comisión Preinvestigadora/Investigadora,CORRUPCION EN URUGUAY. COMISION INVESTIGADORA. CREACION.,APRUEBA
241,130547,2016-06-15,RESOLUCION,"""ARTICULOS PERIODISTICOS Y ENSAYOS"" (ZELMAR MICHELINI). LIBRO. REEDICION.",APRUEBA
242,130149,2016-06-08,RESOLUCION  - Creación comisión especial,PARTIDOS POLÍTICOS. FINANCIACIÓN Y PUBLICIDAD ELECTORAL. COMISIÓN ESPECIAL. CREACIÓN.,APRUEBA
243,130072,2016-06-06,PROYECTO DE LEY,OBSERVATORIO NACIONAL FAUNA SILVESTRE.  CREACIÓN.,EN_TRAMITE
244,130074,2016-06-06,PROYECTO DE RESOLUCION,BIBLIOTECA. COMISIÓN BICAMERAL. CREACIÓN.,EN_TRAMITE
245,125010,2015-06-16,LEY,PLANES VIVIENDA. BENEFICIARIOS. ESCRITURACION DEFINITIVA. MODIFICACION.,PROMULGA
246,125009,2015-06-16,PROYECTO DE LEY,MENORES INFRACTORES. RESPONSABLES. NORMAS.,EN_TRAMITE
247,142699,2019-03-11,PROYECTO DE LEY,ACCIDENTE CEREBRO VASCULAR. PREVENCIÓN. PROMOCIÓN. SE DECLARA DE INTERÉS GENERAL,EN_TRAMITE
248,142562,2019-03-06,PROYECTO DE RESOLUCION  - Homenaje,"FERREIRA ALDUNATE, Wilson. FALLECIMIENTO. HOMENAJE.",EN_TRAMITE
249,142491,2019-02-12,PROYECTO DE RESOLUCION,REPUBLICA BOLIVARIANA VENEZUELA. SITUACION POLITICA SOCIAL,EN_TRAMITE
250,142060,2018-12-05,PROYECTO DE LEY,"MORENO PONCE, Wilfredo. LICEO 3 SAN JOSE DE MAYO (SAN JOSE). DENOMINACION.",EN_TRAMITE
251,141926,2018-11-22,MINUTA DE COMUNICACION,DELITOS VIOLENTOS. VICTIMAS. PENSION. AMPLIACION. MINUTA COMUNICACION.,APRUEBA
252,141809,2018-11-12,LEY,TRAFICO ARMAS. DELITO. TIPIFICACION. LEY 19.247 ARTÍCULO 6. PRÓRROGA DE PLAZO.,PROMULGA
253,140424,2018-07-10,LEY,PALACIO LEGISLATIVO. INAUGURACIÓN. CENTENARIO. INTERÉS NACIONAL. DECLARACIÓN.,PROMULGA
254,140425,2018-07-10,PROYECTO DE LEY,"INSTITUCIONES TRATO DIRECTO CON NIÑAS, NIÑOS, ADOLESCENTES, DISCAPACITADOS Y PERSONAS MAYORES DEPENDIENTES. MEDIDAS PREVENTIVAS.",APRUEBA
255,140161,2018-06-18,LEY,TRABAJADOR DEPÓSITOS PORTUARIOS O EXTRAPORTUARIOS Y MUELLES O EXPLANADAS. JORNALES MÍNIMOS. FIJACIÓN. ENTRADA EN VIGENCIA. PRÓRROGA.,PROMULGA
256,140077,2018-06-12,PROYECTO DE LEY,"EMPRESAS SERVICIOS EN DEPÓSITOS PORTUARIOS, EXTRAPORTUARIOS Y MUELLES. TRABAJADORES. LEY 19.535 (ART. 116). DEROGACIÓN.",EN_TRAMITE
257,139308,2018-04-17,PROYECTO DE LEY,INSTITUTO COLONIZACIÓN (NACIONAL). DOMICILIO LEGAL Y SEDE PRINCIPAL. MODIFICACIÓN.,EN_TRAMITE
258,138818,2018-03-09,PROYECTO DE RESOLUCION  - Homenaje,"FERREIRA ALDUNATE, Wilson. FALLECIMIENTO. HOMENAJE.",EN_TRAMITE
259,138686,2018-03-06,PROYECTO DE LEY,URSEA. VÍNCULO PODER EJECUTIVO. MODIFICACIÓN.,EN_TRAMITE
260,138322,2018-02-07,PROYECTO DE LEY,DÍA PRODUCTOR RURAL. 16 DE ABRIL. DECLARACIÓN.,EN_TRAMITE
261,137830,2017-12-06,LEY,ENSEÑANZA. ELECCIONES UNIVERSITARIAS. MODIFICACIÓN.,PROMULGA
262,137800,2017-12-05,LEY,EMPRESAS SERVICIOS EN DEPÓSITOS PORTUARIOS. EXTRAPORTUARIOS Y MUELLES. TRABAJADORES. LEY 19.535 (ART. 116). DEROGACIÓN.,PROMULGA
263,137648,2017-11-21,LEY,DANIEL FERNÁNDEZ CRESPO.  RUTA TERCIARIA. SAN JOSÉ (DPTO). RAMAL RUTA 11. DENOMINACIÓN.,PROMULGA
264,137606,2017-11-15,PROYECTO DE DECLARACION,IRAN. TERREMOTO. SOLIDARIDAD. DECLARACION.,EN_TRAMITE
265,137535,2017-11-14,MINUTA DE COMUNICACION,FÁBRICA NACIONAL PAPEL (FANAPEL). COOPERATIVA TEXTIL PUERTO SAUCE (EX AGOLÁN). EX TRABAJADORES. HABERES JUBILATORIOS. COBRO.,APRUEBA
266,136210,2017-08-09,DECLARACION,CAMBIO CLIMÁTICO. CONVENCIÓN MARCO NACIONES UNIDAS. COMPROMISO. DECLARACIÓN.,APRUEBA
267,135674,2017-07-12,LEY,CODIGO DEL PROCESO PENAL. NORMATIVA. MODIFICACION.,PROMULGA
268,135553,2017-07-04,PROYECTO DE LEY,CANADA. ESCUELA Nº118 (SAN JOSE). DENOMINACION.,EN_TRAMITE
269,135458,2017-06-27,LEY,CODIGO PROCESO PENAL. ENTRADA EN VIGENCIA. MODIFICACION.,PROMULGA
270,135267,2017-06-13,RESOLUCION  - Creación comisión Preinvestigadora/Investigadora,SECTORES POLITICOS. PRESUNTOS FINANCIAMIENTOS ILEGALES. COMISION PREINVESTIGADORA. CREACION.,APRUEBA
271,135084,2017-06-05,LEY,CÓDIGO PROCESO PENAL. LEY 19.293. MODIFICACIÓN.,PROMULGA
272,135085,2017-06-05,LEY,CÓDIGO NIÑEZ Y ADOLESCENCIA. LEY 17.823. MODIFICACIÓN,PROMULGA
273,134583,2017-04-27,RESOLUCION  - Homenaje,HAITÍ. MISION PAZ ONU (MINUSTAH). FUERZAS ARMADAS. RECONOCIMIENTO.,APRUEBA
274,134536,2017-04-26,LEY,CODIGO PROCESO PENAL. MODIFICACION.,PROMULGA
275,132925,2016-11-30,PROYECTO DE LEY,ALIMENTOS GENETICAMENTE MODIFICADOS. ETIQUETADO. REGLAMENTACION.,EN_TRAMITE
276,131983,2016-10-06,PROYECTO DE LEY,ASTURIAS. JARDIN INFANTES 110 (SAN JOSE). DENOMINACION.,EN_TRAMITE
277,131814,2016-09-14,PROYECTO DE LEY,SECTOR FORESTAL. IMPUESTO ENSEÑANZA PRIMARIA. EXONERACIONES.,EN_TRAMITE
278,131639,2016-09-13,LEY,GOBIERNOS DEPARTAMENTALES. FUNCIONARIOS. INGRESOS SALARIALES. TOPES. APLICACION.,PROMULGA
279,130844,2016-07-20,MINUTA DE COMUNICACION,"RAMELA SALGUERO, Daniel. PENSIÓN GRACIABLE. OTORGAMIENTO. MINUTA COMUNICACIÓN.",APRUEBA
280,130226,2016-06-14,LEY,"HUGO ROHRER, David Manuel. ESCUELA TÉCNICA ECILDA PAULLIER (SAN JOSE). DENOMINACIÓN.",PROMULGA
281,129090,2016-04-12,PROYECTO DE LEY,CONVENCIONES MATRIMONIALES. CÓDIGO CIVIL. MODIFICACIÓN.,EN_TRAMITE
282,128594,2016-03-08,DECLARACION,"CÁCERES, Berta. ORGANIZACIONES POPULARES E INDÍGENAS HONDURAS. PRESIDENTA. ASESINATO. JUSTICIA. RECLAMO. DECLARACIÓN.",APRUEBA
283,127929,2015-12-15,PROYECTO DE RESOLUCION,DECLARACIONES JOSE MUJICA CAMPAÑA ELECTORAL. INCONSTITUCIONALIDAD. CORTE ELECTORAL. CONSIDERACION. SOLICITUD.,EN_TRAMITE
284,127766,2015-12-08,PROYECTO DE LEY,"ARRARTE CORBO, Gonzalo. ESCUELA N° 62 (CERRO LARGO). DENOMINACION.",APRUEBA
285,127769,2015-12-08,LEY,"FERREIRA ALDUNATE, Wilson. CORPORACION NACIONAL DESARROLLO. EDIFICIO SEDE. DENOMINACION.",PROMULGA
286,127178,2015-11-03,PROYECTO DE RESOLUCION,VENEZUELA. SITUACIÓN POLÍTICA. EXPOSICION.,EN_TRAMITE
287,137830,2017-12-06,LEY,ENSEÑANZA. ELECCIONES UNIVERSITARIAS. MODIFICACIÓN.,PROMULGA
288,137375,2017-11-07,LEY,INGENIERO ELADIO DIESTE SAN MARTÍN. CONMEMORACIÓN CENTENARIO NACIMIENTO. INTERÉS NACIONAL. DECLARACIÓN.,PROMULGA
289,137300,2017-11-01,PROYECTO DE LEY,INSTITUCION DERECHOS HUMANOS (NACIONAL). LEY 18446. MODIFICACION,APRUEBA
290,135668,2017-07-12,PROYECTO DE LEY,LEY PARTIDOS POLÍTICOS. MODIFICACIÓN.,APRUEBA
291,135482,2017-06-29,LEY,SITIOS MEMORIA HISTORICA DEL PASADO RECIENTE. INTERES GENERAL. DECLARACION.,PROMULGA
292,135165,2017-06-07,LEY,"GUERRA MATTOS, EVARISTO. RUTA 81. TRAMO ENTRE RUTA 7 Y RUTA 80 (CANELONES). DENOMINACION.",PROMULGA
293,134850,2017-05-16,LEY,"LAUSAROT GUIGOU, Libertad Grizelda. LICEO Nº 1 CIUDAD DEL PLATA (SAN JOSE). DENOMINACION.",PROMULGA
294,134288,2017-04-04,RESOLUCION,CAMARA SENADORES. REGLAMENTO. MODIFICACION.,APRUEBA
295,133711,2017-03-03,PROYECTO DE RESOLUCION  - Homenaje,"ATCHUGARRY, Alejandro. FALLECIMIENTO. HOMENAJE.",EN_TRAMITE
296,132929,2016-11-30,LEY,RESPONSABILIDAD DECENAL. CODIGO CIVIL. MODIFICACION.,PROMULGA
297,132804,2016-11-22,PROYECTO DE LEY,ENTES AUTÓNOMOS. SERVICIOS DESCENTRALIZADOS. GIRO. MODIFICACIÓN.,EN_TRAMITE
298,132655,2016-11-14,PROYECTO DE LEY,TRATA DE PERSONAS. COMBATE. PREVENCIÓN. NORMAS.,EN_TRAMITE
299,132117,2016-10-18,LEY,INGENIERO RICARDO ROSA. TRAMO RUTA 67 (DESDE ELIAS REGULES HASTA SAUCE). DENOMINACION.,PROMULGA
300,132114,2016-10-18,LEY,"TOSCANINI, JUAN. TRAMO RUTA 69 (DESDE INTERSECCION CON RUTAS 67 Y 68 HASTA INTERSECCION CON RUTA 32). DENOMINACION.",PROMULGA
301,131029,2016-08-03,LEY,PRODUCCION BASES AGROECOLOGICAS. INTERES GENERAL. DECLARACION. COMISION HONORARIA NACIONAL. CREACION.,PROMULGA
302,130280,2016-06-15,PROYECTO DE LEY,"VILLALBA, Olegario. ESCUELA RURAL N° 97 VILLA SERRANA (LAVALLEJA). DENOMINACIÓN.",EN_TRAMITE
303,128446,2016-03-02,LEY,MOSQUITO AEDES AEGYPTI. FUMIGACION PREDIOS BALDÍOS Y FINCAS ABANDONADAS. INGRESO. AUTORIZACIÓN.,PROMULGA
304,128332,2016-02-16,RESOLUCION,EX LEGISLADORES ZELMAR MICHELINI Y HECTOR GUTIERREZ RUIZ. DISCURSOS PARLAMENTARIOS. RECOPILACION Y EDICION,APRUEBA
305,127268,2015-11-10,PROYECTO DE LEY,INSTITUCIÓN NACIONAL DERECHOS HUMANOS . CREACIÓN. MODIFICACIÓN.,EN_TRAMITE
306,125874,2015-08-10,PROYECTO DE LEY,"BARISSONI BERGERO, Teresa Antonia. ESCUELA Nº 66 DE VIBORAS Y VACAS. (COLONIA). DENOMINACIÓN.",EN_TRAMITE
307,125290,2015-07-01,PROYECTO DE LEY,INMUEBLES RURALES. DERECHO PROPIEDAD. TITULARIDAD. MODIFICACIÓN.,EN_TRAMITE
308,125289,2015-07-01,PROYECTO DE LEY,PEONES PRÁCTICOS Y OBREROS NO ESPECIALIZADOS. TRABAJO. MODIFICACIÓN.,EN_TRAMITE
309,125291,2015-07-01,LEY,PUERTO JOSE CARBAJAL EL SABALERO. PUERTO SAUCE (COLONIA). DENOMINACION. MODIFICACION.,PROMULGA
310,125293,2015-07-01,PROYECTO DE LEY,ESPACIO COSTERO OCEANO ATLANTICO Y RIO DE LA PLATA. USO. REGULACION.,APRUEBA
311,125292,2015-07-01,PROYECTO DE LEY,OBRAS INTELECTUALES Y ARTÍSTICAS. REPRODUCCIÓN. REGULACIÓN.,APRUEBA
312,124969,2015-06-10,PROYECTO DE RESOLUCION  - Homenaje,"MASSERA, José Luis. NACIMIENTO (100 AÑOS). CONMEMORACION. HOMENAJE.",EN_TRAMITE
313,125032,2015-04-15,PROYECTO DE RESOLUCION  - Homenaje,"GALEANO, Eduardo. FALLECIMIENTO. HOMENAJE.",EN_TRAMITE
314,142497,2019-02-15,PROYECTO DE RESOLUCION,REPUBLICA BOLIVARIANA VENEZUELA. SITUACION POLITICA Y SOCIAL. MOCION,EN_TRAMITE
315,141631,2018-10-24,LEY,LICENCIA ESPECIAL TRABAJADOR CON FAMILIARES A CARGO CON DISCAPACIDAD. REGIMEN. MODIFICACION.,PROMULGA
316,140034,2018-06-06,PROYECTO DE RESOLUCION,DOCUMENTACION SOLICITADA A SUPREMA CORTE JUSTICIA. COMISION INVESTIGADORA ACTOS INTELIGENICA ESTADO. REITERACION.,EN_TRAMITE
317,139623,2018-05-09,MINUTA DE COMUNICACION,CONDUCTOR TRANSPORTE POR CARRETERA. JORNADA TRABAJO Y DESCANSO. CONVENIO 153 OIT. RATIFICACION. SOLICITUD.,APRUEBA
318,139480,2018-05-02,PROYECTO DE LEY,DÍA DEL ABOGADO EN URUGUAY - 9 DE MAYO. DECLARACIÓN.,APRUEBA
319,139316,2018-04-17,PROYECTO DE LEY,INEFOP. MATRIZ RIESGOS Y OPORTUNIDADES PUESTOS LABORALES. CREACION.,EN_TRAMITE
320,138666,2018-03-06,PROYECTO DE LEY,DEUDORES BPS. FACILIDADES PAGO. REGIMEN. EXTENSION.,EN_TRAMITE
321,138667,2018-03-06,PROYECTO DE LEY,DEUDORES BHU. CONDONACION DEUDAS. REGIMEN. MODIFICACION.,EN_TRAMITE
322,138669,2018-03-06,PROYECTO DE LEY,TRABAJADOR. CARGA MANUAL INSUMOS AGROPECUARIOS. PESO MAXIMO. FIJACION.,EN_TRAMITE
323,134310,2017-04-04,PROYECTO DE LEY,ORGANIZACION FUTBOL INFANTIL (ONFI). ORGANO RECTOR. ESTABLECIMIENTO.,EN_TRAMITE
324,133349,2016-12-28,PROYECTO DE LEY,PRESTAMOS HIPOTECARIOS FONDO NACIONAL VIVIENDAS. CUOTA. SUBSIDIO. REGIMEN.,EN_TRAMITE
325,133163,2016-12-13,PROYECTO DE LEY,PRESTAMOS HIPOTECARIOS COOPERATIVAS VIVIENDA. TASA INTERES. FIJACION.,EN_TRAMITE
326,133025,2016-12-06,PROYECTO DE LEY,ESPECTACULOS DEPORTIVOS. VIOLENCIA. ERRADICACION. REGIMEN.,EN_TRAMITE
327,132179,2016-10-19,PROYECTO DE LEY,PRESTACION SERVICIOS. PLATAFORMAS INFORMATICAS DE INTERMEDIACION. REGULACION.,APRUEBA
