,id_senador,id_ficha,fecha_entrada
0,11523,142063,2018-12-05
1,11523,141848,2018-11-14
2,11523,141494,2018-10-09
3,11523,140544,2018-07-17
4,11523,140424,2018-07-10
5,11523,140161,2018-06-18
6,11523,139576,2018-05-08
7,11523,139480,2018-05-02
8,11523,139089,2018-04-03
9,11523,138859,2018-03-13
10,11523,138863,2018-03-13
11,11523,138864,2018-03-13
12,11523,138643,2018-03-06
13,11523,137830,2017-12-06
14,11523,137658,2017-11-22
15,11523,137606,2017-11-15
16,11523,137519,2017-11-14
17,11523,137375,2017-11-07
18,11523,137300,2017-11-01
19,11523,137127,2017-10-17
20,11523,137048,2017-10-11
21,11523,137051,2017-10-10
22,11523,135668,2017-07-12
23,11523,135482,2017-06-29
24,11523,135165,2017-06-07
25,11523,134850,2017-05-16
26,11523,134776,2017-05-10
27,11523,134340,2017-04-05
28,11523,133875,2017-03-14
29,11523,133365,2016-12-28
30,11523,132929,2016-11-30
31,11523,132804,2016-11-22
32,11523,132114,2016-10-18
33,11523,132117,2016-10-18
34,11523,131639,2016-09-13
35,11523,130280,2016-06-15
36,11523,130145,2016-06-08
37,11523,128446,2016-03-02
38,11523,128332,2016-02-16
39,11523,127268,2015-11-10
